Date,AG,AI,AR,BE,BL,BS,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SO,SZ,TG,TI,UR,VD,VS,ZG,ZH,CH,AG_diff,AG_pc,AG_diff_pc,AI_diff,AI_pc,AI_diff_pc,AR_diff,AR_pc,AR_diff_pc,BE_diff,BE_pc,BE_diff_pc,BL_diff,BL_pc,BL_diff_pc,BS_diff,BS_pc,BS_diff_pc,FR_diff,FR_pc,FR_diff_pc,GE_diff,GE_pc,GE_diff_pc,GL_diff,GL_pc,GL_diff_pc,GR_diff,GR_pc,GR_diff_pc,JU_diff,JU_pc,JU_diff_pc,LU_diff,LU_pc,LU_diff_pc,NE_diff,NE_pc,NE_diff_pc,NW_diff,NW_pc,NW_diff_pc,OW_diff,OW_pc,OW_diff_pc,SG_diff,SG_pc,SG_diff_pc,SH_diff,SH_pc,SH_diff_pc,SO_diff,SO_pc,SO_diff_pc,SZ_diff,SZ_pc,SZ_diff_pc,TG_diff,TG_pc,TG_diff_pc,TI_diff,TI_pc,TI_diff_pc,UR_diff,UR_pc,UR_diff_pc,VD_diff,VD_pc,VD_diff_pc,VS_diff,VS_pc,VS_diff_pc,ZG_diff,ZG_pc,ZG_diff_pc,ZH_diff,ZH_pc,ZH_diff_pc,CH_diff,CH_pc,CH_diff_pc
2020-11-03,40.0,5.0,8.0,48.0,9.0,4.0,72.0,61.0,2.0,8.0,30.0,23.0,39.0,1.0,5.0,48.0,2.0,5.0,31.0,30.0,24.0,1.0,69.0,120.0,4.0,74.0,763.0,3.0,5.8979043271449573e-05,4.423428245358718e-06,0.0,0.0003096934035305048,0.0,1.0,0.00014483832422058877,1.8104790527573596e-05,6.0,4.637784221291874e-05,5.797230276614843e-06,1.0,3.123568364499604e-05,3.4706315161106715e-06,0.0,2.0537465471386177e-05,0.0,8.0,0.00022590786724147667,2.5100874137941854e-05,8.0,0.0001231703648063903,1.6153490466411845e-05,0.0,4.950127465782244e-05,0.0,3.0,4.032684911205319e-05,1.5122568417019947e-05,0.0,0.000408613574142933,0.0,3.0,5.615823926828256e-05,7.324987730645551e-06,2.0,0.00021914544514620935,1.1238227956215864e-05,0.0,2.3135830460634384e-05,0.0,0.0,0.00013213181469834306,0.0,9.0,9.454458072432968e-05,1.7727108885811813e-05,0.0,2.4392921174275225e-05,0.0,3.0,1.8302012489293323e-05,1.0981207493575993e-05,0.0,0.00019476643734489367,0.0,3.0,0.00010851008420382534,1.0851008420382535e-05,3.0,6.792267004015928e-05,8.49033375501991e-06,0.0,2.744764361979524e-05,0.0,7.0,8.634227830994376e-05,8.759361567675453e-06,12.0,0.0003488828480469829,3.488828480469829e-05,1.0,3.153653902252497e-05,7.884134755631242e-06,3.0,4.865322610337627e-05,1.972428085272011e-06,76.0,8.932951351123527e-05,8.897828344500498e-06
2020-11-04,43.0,6.0,8.0,56.0,9.0,4.0,85.0,67.0,3.0,8.0,33.0,25.0,49.0,1.0,5.0,54.0,3.0,6.0,32.0,33.0,29.0,1.0,78.0,128.0,4.0,79.0,849.0,3.0,6.340247151680829e-05,4.423428245358718e-06,1.0,0.00037163208423660575,6.193868070610096e-05,0.0,0.00014483832422058877,0.0,8.0,5.410748258173853e-05,7.72964036881979e-06,0.0,3.123568364499604e-05,0.0,0.0,2.0537465471386177e-05,0.0,13.0,0.0002666967877156322,4.078892047415551e-05,6.0,0.0001352854826561992,1.2115117849808884e-05,1.0,7.425191198673365e-05,2.475063732891122e-05,0.0,4.032684911205319e-05,0.0,3.0,0.0004494749315572263,4.0861357414293305e-05,2.0,6.104156442204626e-05,4.8833251537637006e-06,10.0,0.0002753365849272887,5.619113978107932e-05,0.0,2.3135830460634384e-05,0.0,0.0,0.00013213181469834306,0.0,6.0,0.00010636265331487088,1.181807259054121e-05,1.0,3.658938176141284e-05,1.2196460587137613e-05,1.0,2.1962414987151987e-05,3.6604024978586646e-06,1.0,0.00020104922564634185,6.282788301448183e-06,3.0,0.00011936109262420788,1.0851008420382535e-05,5.0,8.20732262985258e-05,1.4150556258366517e-05,0.0,2.744764361979524e-05,0.0,9.0,9.760431461124077e-05,1.126203630129701e-05,8.0,0.00037214170458344843,2.3258856536465527e-05,0.0,3.153653902252497e-05,0.0,5.0,5.194060624549629e-05,3.2873801421200185e-06,86.0,9.939810874317004e-05,1.0068595231934773e-05
2020-11-05,45.0,7.0,8.0,58.0,9.0,4.0,92.0,76.0,3.0,10.0,35.0,27.0,52.0,2.0,6.0,61.0,4.0,8.0,35.0,35.0,33.0,2.0,83.0,142.0,4.0,85.0,926.0,2.0,6.635142368038077e-05,2.9489521635724785e-06,1.0,0.0004335707649427067,6.193868070610096e-05,0.0,0.00014483832422058877,0.0,2.0,5.603989267394348e-05,1.9324100922049473e-06,0.0,3.123568364499604e-05,0.0,0.0,2.0537465471386177e-05,0.0,7.0,0.00028866005258633133,2.196326487069912e-05,9.0,0.00015345815943091254,1.8172676774713326e-05,0.0,7.425191198673365e-05,0.0,2.0,5.040856139006649e-05,1.0081712278013298e-05,2.0,0.00047671583650008855,2.7240904942862202e-05,2.0,6.592488957580996e-05,4.8833251537637006e-06,3.0,0.00029219392686161247,1.6857341934323796e-05,1.0,4.627166092126877e-05,2.3135830460634384e-05,1.0,0.0001585581776380117,2.6426362939668615e-05,7.0,0.00012015040467050229,1.378775135563141e-05,1.0,4.878584234855045e-05,1.2196460587137613e-05,2.0,2.9283219982869317e-05,7.320804995717329e-06,3.0,0.00021989759055068638,1.8848364904344547e-05,2.0,0.00012659509823779622,7.234005613588356e-06,4.0,9.3393671305219e-05,1.1320445006693213e-05,1.0,5.489528723959048e-05,2.744764361979524e-05,5.0,0.00010386100144529466,6.256686834053895e-06,14.0,0.00041284470352226306,4.0702998938814674e-05,0.0,3.153653902252497e-05,0.0,6.0,5.588546241604031e-05,3.944856170544022e-06,77.0,0.00010841301377641396,9.014905033243925e-06
2020-11-06,51.0,7.0,8.0,66.0,9.0,6.0,99.0,88.0,3.0,12.0,36.0,27.0,55.0,3.0,6.0,,5.0,8.0,39.0,41.0,40.0,2.0,92.0,156.0,4.0,90.0,1014.0,6.0,7.51982801710982e-05,8.846856490717436e-06,0.0,0.0004335707649427067,0.0,0.0,0.00014483832422058877,0.0,8.0,6.376953304276327e-05,7.72964036881979e-06,0.0,3.123568364499604e-05,0.0,2.0,3.0806198207079265e-05,1.0268732735693088e-05,7.0,0.00031062331745703044,2.196326487069912e-05,12.0,0.0001776883951305303,2.423023569961777e-05,0.0,7.425191198673365e-05,0.0,2.0,6.049027366807979e-05,1.0081712278013298e-05,1.0,0.0004903362889715196,1.3620452471431101e-05,0.0,6.592488957580996e-05,0.0,3.0,0.00030905126879593627,1.6857341934323796e-05,1.0,6.940749138190315e-05,2.3135830460634384e-05,0.0,0.0001585581776380117,0.0,,0.00012015040467050229,,1.0,6.098230293568806e-05,1.2196460587137613e-05,0.0,2.9283219982869317e-05,0.0,4.0,0.00024502874375647915,2.5131153205792732e-05,6.0,0.0001482971150785613,2.170201684076507e-05,7.0,0.00011320445006693214,1.9810778761713124e-05,0.0,5.489528723959048e-05,0.0,9.0,0.00011512303774659168,1.126203630129701e-05,14.0,0.00045354770246107775,4.0702998938814674e-05,0.0,3.153653902252497e-05,0.0,5.0,5.917284255816033e-05,3.2873801421200185e-06,88.0,0.00011871576238583559,1.030274860942163e-05
2020-11-07,53.0,,,71.0,9.0,6.0,117.0,94.0,,12.0,37.0,29.0,58.0,3.0,6.0,,,,43.0,43.0,43.0,,98.0,165.0,4.0,94.0,1079.0,2.0,7.814723233467068e-05,2.9489521635724785e-06,,0.0004335707649427067,,,0.00014483832422058877,,5.0,6.860055827327564e-05,4.831025230512369e-06,0.0,3.123568364499604e-05,0.0,0.0,3.0806198207079265e-05,0.0,18.0,0.00036710028426739964,5.647696681036917e-05,6.0,0.0001898035129803392,1.2115117849808884e-05,,7.425191198673365e-05,,0.0,6.049027366807979e-05,0.0,1.0,0.0005039567414429507,1.3620452471431101e-05,2.0,7.080821472957366e-05,4.8833251537637006e-06,3.0,0.00032590861073026006,1.6857341934323796e-05,0.0,6.940749138190315e-05,0.0,0.0,0.0001585581776380117,0.0,,0.00012015040467050229,,,6.098230293568806e-05,,,2.9283219982869317e-05,,4.0,0.00027015989696227183,2.5131153205792732e-05,2.0,0.00015553112069214965,7.234005613588356e-06,3.0,0.00012169478382195204,8.49033375501991e-06,,5.489528723959048e-05,,6.0,0.00012263106194745633,7.508024200864674e-06,9.0,0.0004797139160646015,2.6166213603523717e-05,0.0,3.153653902252497e-05,0.0,4.0,6.180274667185635e-05,2.6299041136960146e-06,65.0,0.0001263257471541584,7.609984768322795e-06
2020-11-08,55.0,,,78.0,9.0,6.0,117.0,98.0,,13.0,40.0,32.0,60.0,3.0,6.0,80.0,,,43.0,47.0,49.0,,112.0,176.0,5.0,103.0,1165.0,2.0,8.109618449824316e-05,2.9489521635724785e-06,,0.0004335707649427067,,,0.00014483832422058877,,7.0,7.536399359599296e-05,6.763435322717316e-06,0.0,3.123568364499604e-05,0.0,0.0,3.0806198207079265e-05,0.0,0.0,0.00036710028426739964,0.0,4.0,0.0001978802582135451,8.076745233205922e-06,,7.425191198673365e-05,,1.0,6.553112980708643e-05,5.040856139006649e-06,3.0,0.0005448180988572441,4.0861357414293305e-05,3.0,7.813320246021921e-05,7.324987730645551e-06,2.0,0.00033714683868647593,1.1238227956215864e-05,0.0,6.940749138190315e-05,0.0,0.0,0.0001585581776380117,0.0,19.0,0.0001575743012072161,3.742389653671383e-05,,6.098230293568806e-05,,,2.9283219982869317e-05,,0.0,0.00027015989696227183,0.0,4.0,0.00016999913191932637,1.4468011227176713e-05,6.0,0.00013867545133199185,1.698066751003982e-05,,5.489528723959048e-05,,14.0,0.00014014978508280725,1.7518723135350907e-05,11.0,0.0005116948438022416,3.19809277376401e-05,1.0,3.942067377815622e-05,7.884134755631242e-06,9.0,6.772003092767238e-05,5.917284255816033e-06,86.0,0.00013639434238609316,1.0068595231934773e-05
2020-11-09,56.0,7.0,9.0,80.0,9.0,6.0,135.0,113.0,3.0,16.0,42.0,32.0,63.0,4.0,6.0,96.0,7.0,13.0,43.0,51.0,53.0,2.0,121.0,187.0,5.0,105.0,1264.0,1.0,8.25706605800294e-05,1.4744760817862393e-06,0.0,0.0004335707649427067,0.0,1.0,0.00016294311474816236,1.8104790527573596e-05,2.0,7.72964036881979e-05,1.9324100922049473e-06,0.0,3.123568364499604e-05,0.0,0.0,3.0806198207079265e-05,0.0,18.0,0.0004235772510777688,5.647696681036917e-05,15.0,0.0002281680528380673,3.028779462452221e-05,0.0,7.425191198673365e-05,0.0,3.0,8.065369822410638e-05,1.5122568417019947e-05,2.0,0.0005720590038001063,2.7240904942862202e-05,0.0,7.813320246021921e-05,0.0,3.0,0.0003540041806207997,1.6857341934323796e-05,1.0,9.254332184253754e-05,2.3135830460634384e-05,0.0,0.0001585581776380117,0.0,16.0,0.00018908916144865935,3.151486024144322e-05,2.0,8.537522410996328e-05,2.4392921174275225e-05,5.0,4.758523247216264e-05,1.8302012489293323e-05,0.0,0.00027015989696227183,0.0,4.0,0.0001844671431465031,1.4468011227176713e-05,4.0,0.00014999589633868507,1.1320445006693213e-05,0.0,5.489528723959048e-05,0.0,9.0,0.00015141182138410426,1.126203630129701e-05,11.0,0.0005436757715398817,3.19809277376401e-05,0.0,3.942067377815622e-05,0.0,2.0,6.903498298452039e-05,1.3149520568480073e-06,99.0,0.0001479849345716925,1.1590592185599334e-05
2020-11-10,61.0,7.0,9.0,96.0,10.0,6.0,142.0,122.0,3.0,16.0,45.0,32.0,67.0,4.0,6.0,108.0,7.0,18.0,45.0,53.0,59.0,2.0,135.0,201.0,6.0,115.0,1375.0,5.0,8.99430409889606e-05,7.372380408931197e-06,0.0,0.0004335707649427067,0.0,0.0,0.00016294311474816236,0.0,16.0,9.275568442583749e-05,1.545928073763958e-05,1.0,3.4706315161106715e-05,3.4706315161106715e-06,0.0,3.0806198207079265e-05,0.0,7.0,0.0004455405159484679,2.196326487069912e-05,9.0,0.0002463407296127806,1.8172676774713326e-05,0.0,7.425191198673365e-05,0.0,0.0,8.065369822410638e-05,0.0,3.0,0.0006129203612143995,4.0861357414293305e-05,0.0,7.813320246021921e-05,0.0,4.0,0.00037648063653323145,2.247645591243173e-05,0.0,9.254332184253754e-05,0.0,0.0,0.0001585581776380117,0.0,12.0,0.00021272530662974176,2.363614518108242e-05,0.0,8.537522410996328e-05,0.0,5.0,6.588724496145596e-05,1.8302012489293323e-05,2.0,0.0002827254735651682,1.2565576602896366e-05,2.0,0.00019170114876009144,7.234005613588356e-06,6.0,0.0001669765638487249,1.698066751003982e-05,0.0,5.489528723959048e-05,0.0,14.0,0.00016893054451945516,1.7518723135350907e-05,14.0,0.0005843787704786963,4.0702998938814674e-05,1.0,4.730480853378746e-05,7.884134755631242e-06,10.0,7.560974326876042e-05,6.574760284240037e-06,111.0,0.00016098044702221297,1.2995512450520464e-05
2020-11-11,63.0,7.0,9.0,106.0,13.0,6.0,149.0,132.0,4.0,17.0,47.0,33.0,69.0,4.0,9.0,120.0,10.0,19.0,46.0,54.0,65.0,2.0,146.0,221.0,6.0,123.0,1480.0,2.0,9.289199315253307e-05,2.9489521635724785e-06,0.0,0.0004335707649427067,0.0,0.0,0.00016294311474816236,0.0,10.0,0.00010241773488686223,9.662050461024738e-06,3.0,4.511820970943873e-05,1.0411894548332014e-05,0.0,3.0806198207079265e-05,0.0,7.0,0.00046750378081916705,2.196326487069912e-05,10.0,0.0002665325926957954,2.0191863083014807e-05,1.0,9.900254931564488e-05,2.475063732891122e-05,1.0,8.569455436311303e-05,5.040856139006649e-06,2.0,0.0006401612661572618,2.7240904942862202e-05,1.0,8.057486503710106e-05,2.4416625768818503e-06,2.0,0.0003877188644894473,1.1238227956215864e-05,0.0,9.254332184253754e-05,0.0,3.0,0.00023783726645701752,7.927908881900585e-05,12.0,0.00023636145181082417,2.363614518108242e-05,3.0,0.00012196460587137613,3.658938176141284e-05,1.0,6.954764745931463e-05,3.6604024978586646e-06,1.0,0.0002890082618666164,6.282788301448183e-06,1.0,0.0001953181515668856,3.617002806794178e-06,6.0,0.00018395723135876472,1.698066751003982e-05,0.0,5.489528723959048e-05,0.0,11.0,0.00018269525555437375,1.376471103491857e-05,20.0,0.0006425259118198602,5.8147141341163814e-05,0.0,4.730480853378746e-05,0.0,8.0,8.086955149615244e-05,5.259808227392029e-06,105.0,0.00017327349934027287,1.2293052318059899e-05
2020-11-12,69.0,8.0,9.0,120.0,13.0,6.0,154.0,143.0,4.0,19.0,50.0,38.0,75.0,5.0,10.0,121.0,11.0,22.0,46.0,56.0,68.0,2.0,157.0,229.0,8.0,132.0,1575.0,6.0,0.00010173884964325051,8.846856490717436e-06,1.0,0.0004955094456488077,6.193868070610096e-05,0.0,0.00016294311474816236,0.0,14.0,0.00011594460553229686,1.3526870645434632e-05,0.0,4.511820970943873e-05,0.0,0.0,3.0806198207079265e-05,0.0,5.0,0.0004831918271553807,1.5688046336213657e-05,11.0,0.0002887436420871117,2.2211049391316288e-05,0.0,9.900254931564488e-05,0.0,2.0,9.577626664112633e-05,1.0081712278013298e-05,3.0,0.0006810226235715551,4.0861357414293305e-05,5.0,9.278317792151031e-05,1.2208312884409253e-05,6.0,0.0004214335483580949,3.371468386864759e-05,1.0,0.00011567915230317192,2.3135830460634384e-05,1.0,0.0002642636293966861,2.6426362939668615e-05,1.0,0.00023833113057591439,1.9696787650902013e-06,1.0,0.00013416106645851373,1.2196460587137613e-05,3.0,8.052885495289061e-05,1.0981207493575993e-05,0.0,0.0002890082618666164,0.0,2.0,0.00020255215718047398,7.234005613588356e-06,3.0,0.00019244756511378462,8.49033375501991e-06,0.0,5.489528723959048e-05,0.0,11.0,0.00019645996658929231,1.376471103491857e-05,8.0,0.0006657847683563257,2.3258856536465527e-05,2.0,6.307307804504994e-05,1.5768269511262485e-05,9.0,8.678683575196848e-05,5.917284255816033e-06,95.0,0.00018439578477089848,1.1122285430625622e-05
2020-11-13,74.0,8.0,9.0,136.0,14.0,6.0,169.0,149.0,4.0,23.0,51.0,39.0,78.0,5.0,10.0,,11.0,22.0,53.0,59.0,73.0,2.0,168.0,237.0,8.0,143.0,1672.0,5.0,0.00010911123005218171,7.372380408931197e-06,0.0,0.0004955094456488077,0.0,0.0,0.00016294311474816236,0.0,16.0,0.00013140388626993644,1.545928073763958e-05,1.0,4.85888412255494e-05,3.4706315161106715e-06,0.0,3.0806198207079265e-05,0.0,15.0,0.0005302559661640217,4.706413900864098e-05,6.0,0.0003008587599369206,1.2115117849808884e-05,0.0,9.900254931564488e-05,0.0,4.0,0.00011593969119715293,2.0163424556026596e-05,1.0,0.0006946430760429861,1.3620452471431101e-05,1.0,9.522484049839217e-05,2.4416625768818503e-06,3.0,0.0004382908902924187,1.6857341934323796e-05,0.0,0.00011567915230317192,0.0,0.0,0.0002642636293966861,0.0,,0.00023833113057591439,,0.0,0.00013416106645851373,0.0,0.0,8.052885495289061e-05,0.0,7.0,0.0003329877799767537,4.397951811013728e-05,3.0,0.00021340316560085652,1.0851008420382535e-05,5.0,0.00020659812137215113,1.4150556258366517e-05,0.0,5.489528723959048e-05,0.0,11.0,0.00021022467762421088,1.376471103491857e-05,8.0,0.0006890436248927912,2.3258856536465527e-05,0.0,6.307307804504994e-05,0.0,11.0,9.401907206463252e-05,7.23223631266404e-06,97.0,0.00019575222357901096,1.1356438808112479e-05
2020-11-14,77.0,,,146.0,15.0,7.0,177.0,164.0,,23.0,55.0,41.0,82.0,5.0,10.0,,,,57.0,62.0,80.0,,180.0,244.0,9.0,150.0,1761.0,3.0,0.00011353465829754042,4.423428245358718e-06,,0.0004955094456488077,,,0.00016294311474816236,,10.0,0.00014106593673096117,9.662050461024738e-06,1.0,5.205947274166007e-05,3.4706315161106715e-06,1.0,3.594056457492581e-05,5.134366367846544e-06,8.0,0.0005553568403019636,2.5100874137941854e-05,15.0,0.0003311465545614428,3.028779462452221e-05,,9.900254931564488e-05,,0.0,0.00011593969119715293,0.0,4.0,0.0007491248859287106,5.4481809885724405e-05,2.0,0.00010010816565215586,4.8833251537637006e-06,4.0,0.00046076734620485043,2.247645591243173e-05,0.0,0.00011567915230317192,0.0,0.0,0.0002642636293966861,0.0,,0.00023833113057591439,,,0.00013416106645851373,,,8.052885495289061e-05,,4.0,0.0003581189331825464,2.5131153205792732e-05,3.0,0.00022425417402123905,1.0851008420382535e-05,7.0,0.00022640890013386427,1.9810778761713124e-05,,5.489528723959048e-05,,12.0,0.00022524072602594022,1.5016048401729347e-05,7.0,0.0007093951243621985,2.0351499469407337e-05,1.0,7.095721280068119e-05,7.884134755631242e-06,7.0,9.862140426360054e-05,4.602332198968026e-06,89.0,0.000206172048877176,1.0419825298165057e-05
2020-11-15,79.0,,,151.0,15.0,7.0,185.0,170.0,,25.0,57.0,43.0,85.0,5.0,10.0,134.0,,,57.0,62.0,83.0,2.0,194.0,253.0,12.0,159.0,1842.0,2.0,0.00011648361046111291,2.9489521635724785e-06,,0.0004955094456488077,,,0.00016294311474816236,,5.0,0.00014589696196147355,4.831025230512369e-06,0.0,5.205947274166007e-05,0.0,0.0,3.594056457492581e-05,0.0,8.0,0.0005804577144399054,2.5100874137941854e-05,6.0,0.0003432616724112517,1.2115117849808884e-05,,9.900254931564488e-05,,2.0,0.00012602140347516623,1.0081712278013298e-05,2.0,0.0007763657908715728,2.7240904942862202e-05,2.0,0.00010499149080591957,4.8833251537637006e-06,3.0,0.00047762468813917423,1.6857341934323796e-05,0.0,0.00011567915230317192,0.0,0.0,0.0002642636293966861,0.0,13.0,0.000263936954522087,2.560582394617262e-05,,0.00013416106645851373,,,8.052885495289061e-05,,0.0,0.0003581189331825464,0.0,0.0,0.00022425417402123905,0.0,3.0,0.00023489923388888417,8.49033375501991e-06,0.0,5.489528723959048e-05,0.0,14.0,0.00024275944916129114,1.7518723135350907e-05,9.0,0.0007355613379657223,2.6166213603523717e-05,3.0,9.460961706757492e-05,2.365240426689373e-05,9.0,0.00010453868851941658,5.917284255816033e-06,81.0,0.00021565526066539366,9.483211788217637e-06
2020-11-16,84.0,10.0,14.0,165.0,16.0,7.0,193.0,183.0,4.0,26.0,61.0,45.0,88.0,5.0,10.0,148.0,12.0,29.0,59.0,63.0,91.0,2.0,206.0,259.0,12.0,169.0,1961.0,5.0,0.0001238559908700441,7.372380408931197e-06,2.0,0.0006193868070610096,0.00012387736141220192,5.0,0.00025346706738603035,9.052395263786798e-05,14.0,0.00015942383260690818,1.3526870645434632e-05,1.0,5.553010425777074e-05,3.4706315161106715e-06,0.0,3.594056457492581e-05,0.0,8.0,0.0006055585885778472,2.5100874137941854e-05,13.0,0.000369511094419171,2.624942200791925e-05,0.0,9.900254931564488e-05,0.0,1.0,0.00013106225961417286,5.040856139006649e-06,4.0,0.0008308476007572971,5.4481809885724405e-05,2.0,0.00010987481595968327,4.8833251537637006e-06,3.0,0.000494482030073498,1.6857341934323796e-05,0.0,0.00011567915230317192,0.0,0.0,0.0002642636293966861,0.0,14.0,0.0002915124572333498,2.757550271126282e-05,1.0,0.00014635752704565135,1.2196460587137613e-05,7.0,0.00010615167243790127,2.562281748501065e-05,2.0,0.0003706845097854428,1.2565576602896366e-05,1.0,0.00022787117682803321,3.617002806794178e-06,8.0,0.0002575401239022706,2.2640890013386425e-05,0.0,5.489528723959048e-05,0.0,12.0,0.0002577754975630205,1.5016048401729347e-05,6.0,0.0007530054803680714,1.7444142402349143e-05,0.0,9.460961706757492e-05,0.0,10.0,0.00011111344880365662,6.574760284240037e-06,119.0,0.00022958738662586154,1.3932125960467886e-05
2020-11-17,88.0,10.0,15.0,176.0,18.0,8.0,199.0,197.0,4.0,27.0,61.0,48.0,97.0,5.0,10.0,152.0,12.0,31.0,61.0,63.0,100.0,2.0,214.0,273.0,14.0,177.0,2062.0,4.0,0.00012975389519718906,5.897904327144957e-06,0.0,0.0006193868070610096,0.0,1.0,0.00027157185791360395,1.8104790527573596e-05,11.0,0.00017005208811403537,1.062825550712721e-05,2.0,6.247136728999209e-05,6.941263032221343e-06,1.0,4.1074930942772354e-05,5.134366367846544e-06,6.0,0.0006243842441813036,1.882565560345639e-05,14.0,0.0003977797027353917,2.826860831622073e-05,0.0,9.900254931564488e-05,0.0,1.0,0.00013610311575317952,5.040856139006649e-06,0.0,0.0008308476007572971,0.0,3.0,0.00011719980369032882,7.324987730645551e-06,9.0,0.0005450540558764694,5.057202580297139e-05,0.0,0.00011567915230317192,0.0,0.0,0.0002642636293966861,0.0,4.0,0.00029939117229371064,7.878715060360805e-06,0.0,0.00014635752704565135,0.0,2.0,0.0001134724774336186,7.320804995717329e-06,2.0,0.00038325008638833915,1.2565576602896366e-05,0.0,0.00022787117682803321,0.0,9.0,0.00028301112516733034,2.547100126505973e-05,0.0,5.489528723959048e-05,0.0,8.0,0.0002677861964975067,1.0010698934486233e-05,14.0,0.000793708479306886,4.0702998938814674e-05,2.0,0.00011037788657883741,1.5768269511262485e-05,8.0,0.00011637325703104864,5.259808227392029e-06,101.0,0.00024141213218894773,1.1824745563086189e-05
2020-11-18,95.0,10.0,15.0,188.0,19.0,9.0,209.0,214.0,5.0,28.0,63.0,49.0,97.0,5.0,11.0,153.0,14.0,35.0,64.0,66.0,104.0,2.0,226.0,285.0,14.0,186.0,2166.0,7.0,0.00014007522776969273,1.0321332572503675e-05,0.0,0.0006193868070610096,0.0,0.0,0.00027157185791360395,0.0,12.0,0.00018164654866726507,1.1594460553229686e-05,1.0,6.594199880610276e-05,3.4706315161106715e-06,1.0,4.62092973106189e-05,5.134366367846544e-06,10.0,0.0006557603368537309,3.1376092672427314e-05,17.0,0.0004321058699765169,3.4326167241125174e-05,1.0,0.00012375318664455609,2.475063732891122e-05,1.0,0.00014114397189218616,5.040856139006649e-06,2.0,0.0008580885057001594,2.7240904942862202e-05,1.0,0.00011964146626721068,2.4416625768818503e-06,0.0,0.0005450540558764694,0.0,0.0,0.00011567915230317192,0.0,1.0,0.00029068999233635475,2.6426362939668615e-05,1.0,0.0003013608510588008,1.9696787650902013e-06,2.0,0.00017075044821992656,2.4392921174275225e-05,4.0,0.00012811408742505325,1.4641609991434658e-05,3.0,0.0004020984512926837,1.8848364904344547e-05,3.0,0.00023872218524841575,1.0851008420382535e-05,4.0,0.00029433157017402355,1.1320445006693213e-05,0.0,5.489528723959048e-05,0.0,12.0,0.00028280224489923606,1.5016048401729347e-05,12.0,0.0008285967641115844,3.488828480469829e-05,0.0,0.00011037788657883741,0.0,9.0,0.0001222905412868647,5.917284255816033e-06,104.0,0.0002535881078182642,1.217597562931647e-05
2020-11-19,100.0,10.0,16.0,195.0,22.0,13.0,214.0,223.0,6.0,31.0,67.0,52.0,103.0,5.0,13.0,160.0,15.0,36.0,64.0,66.0,119.0,2.0,237.0,292.0,16.0,193.0,2270.0,5.0,0.00014744760817862393,7.372380408931197e-06,0.0,0.0006193868070610096,0.0,1.0,0.00028967664844117754,1.8104790527573596e-05,7.0,0.00018840998398998238,6.763435322717316e-06,3.0,7.635389335443477e-05,1.0411894548332014e-05,4.0,6.674676278200507e-05,2.0537465471386177e-05,5.0,0.0006714483831899446,1.5688046336213657e-05,9.0,0.0004502785467512302,1.8172676774713326e-05,1.0,0.0001485038239734673,2.475063732891122e-05,3.0,0.0001562665403092061,1.5122568417019947e-05,4.0,0.0009125703155858837,5.4481809885724405e-05,3.0,0.0001269664539978562,7.324987730645551e-06,6.0,0.000578768739745117,3.371468386864759e-05,0.0,0.00011567915230317192,0.0,2.0,0.00034354271821569196,5.285272587933723e-05,7.0,0.0003151486024144322,1.378775135563141e-05,1.0,0.00018294690880706418,1.2196460587137613e-05,1.0,0.00013177448992291192,3.6604024978586646e-06,0.0,0.0004020984512926837,0.0,0.0,0.00023872218524841575,0.0,15.0,0.0003367832389491231,4.2451668775099546e-05,0.0,5.489528723959048e-05,0.0,11.0,0.00029656695593415465,1.376471103491857e-05,7.0,0.0008489482635809918,2.0351499469407337e-05,2.0,0.00012614615609009988,1.5768269511262485e-05,7.0,0.0001268928734858327,4.602332198968026e-06,104.0,0.00026576408344758064,1.217597562931647e-05
2020-11-20,105.0,11.0,17.0,204.0,25.0,13.0,219.0,234.0,7.0,36.0,70.0,55.0,105.0,5.0,13.0,,16.0,38.0,67.0,67.0,130.0,2.0,243.0,302.0,16.0,203.0,2363.0,5.0,0.00015481998858755513,7.372380408931197e-06,1.0,0.0006813254877671105,6.193868070610096e-05,1.0,0.00030778143896875113,1.8104790527573596e-05,9.0,0.00019710582940490464,8.695845414922264e-06,3.0,8.67657879027668e-05,1.0411894548332014e-05,0.0,6.674676278200507e-05,0.0,5.0,0.0006871364295261582,1.5688046336213657e-05,11.0,0.0004724895961425465,2.2211049391316288e-05,1.0,0.00017325446130237853,2.475063732891122e-05,5.0,0.00018147082100423935,2.5204280695033245e-05,3.0,0.0009534316730001771,4.0861357414293305e-05,3.0,0.00013429144172850176,7.324987730645551e-06,2.0,0.0005900069677013328,1.1238227956215864e-05,0.0,0.00011567915230317192,0.0,0.0,0.00034354271821569196,0.0,,0.0003151486024144322,,1.0,0.0001951433693942018,1.2196460587137613e-05,2.0,0.00013909529491862925,7.320804995717329e-06,3.0,0.00042094681619702826,1.8848364904344547e-05,1.0,0.00024233918805520994,3.617002806794178e-06,11.0,0.00036791446271752944,3.1131223768406335e-05,0.0,5.489528723959048e-05,0.0,6.0,0.0003040749801350193,7.508024200864674e-06,10.0,0.0008780218342515736,2.9073570670581907e-05,0.0,0.00012614615609009988,0.0,10.0,0.00013346763377007273,6.574760284240037e-06,93.0,0.00027665221550071944,1.0888132053138767e-05
