index,index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
272,60674,GAB,Africa,Gabon,2022-04-28,47602.0,5.0,1.143,304.0,1.0,0.14300000000000002,20888.799,2.194,0.502,133.40200000000002,0.439,0.063,0.2,1465.0,21.729,22319.0,331.034,701.0,10.397,7104.0,105.366,1592493.0,2256.0,698.821,0.99,183.0,0.08,0.0062,160.1,tests performed,556657.0,300192.0,254453.0,2012.0,1486.0,143.0,24.43,13.17,11.17,0.09,63.0,81.0,0.004,11.11,2278829.0,7.859,23.1,4.45,2.9760000000000004,16562.413,3.4,259.967,7.2,30.1,35.6,7.96,6.3,66.47,0.703,469.9,15.79,144.46,1663.162664
273,151246,SLB,Oceania,Solomon Islands,2022-04-28,14786.0,0.0,335.57099999999997,141.0,0.0,0.28600000000000003,21002.99,0.0,476.667,200.28599999999997,0.0,0.406,0.74,33.0,15.875,167.0,80.33800000000001,17.0,8.061,130.0,62.59,5129777.0,7701.0,2467.754,3.705,6809.0,3.2760000000000002,0.127,7.9,tests performed,425059.0,283298.0,140525.0,649859.0,0.0,3175.0,60.38,40.24,19.96,31.26,4510.0,2627.0,0.373,82.87,703995.0,21.840999999999998,20.8,3.5069999999999997,2.043,2205.923,25.1,459.78,18.68,20.1,25.0,35.89,1.4,73.0,0.5670000000000001,5133.8,10.77,-4.61,2469.689324
274,152026,SOM,Africa,Somalia,2022-04-28,26485.0,0.0,0.0,1361.0,0.0,0.0,1618.9370000000001,0.0,0.0,83.193,0.0,0.0,0.12,33.0,15.875,167.0,80.33800000000001,17.0,8.061,130.0,62.59,400466.0,7701.0,24.479,3.705,6809.0,3.2760000000000002,0.127,7.9,tests performed,2651515.0,2173928.0,1385138.0,649859.0,17966.0,9341.0,16.21,13.29,8.47,31.26,571.0,9341.0,0.057,39.81,16359500.0,23.5,16.8,2.7310000000000003,1.496,2205.923,25.1,365.769,6.05,20.1,25.0,9.831,0.9,57.4,0.5670000000000001,5133.8,10.77,-4.61,2469.689324
275,55862,FRO,Europe,Faeroe Islands,2022-04-28,34658.0,0.0,0.0,28.0,0.0,0.0,706541.9040000001,0.0,0.0,570.811,0.0,0.0,0.95,3.0,2.2640000000000002,156.0,117.719,2.0,1.504,138.0,104.506,777845.0,391.0,15857.236,7.971,539.0,10.988,0.6621,1.5,people tested,103894.0,41715.0,40895.0,21284.0,42.0,26.0,211.8,85.04,83.37,43.39,530.0,2.0,0.004,11.11,49053.0,35.308,19.8,3.5260000000000002,2.063,1729.9270000000001,26.7,182.63400000000001,7.47,0.4,8.5,7.96,0.3,80.67,0.485,-56.6,-6.02,40.06,-1153.853995
276,106342,MRT,Africa,Mauritania,2022-04-28,58686.0,0.0,0.429,982.0,0.0,0.0,12289.979,0.0,0.09,205.65,0.0,0.0,1.04,3.0,5.813,77.0,149.196,1.0,1.9380000000000002,51.0,98.818,921994.0,1362.0,193.083,0.285,403.0,0.084,0.0014,705.8,tests performed,2650797.0,1561597.0,1066564.0,44947.0,3777.0,19021.0,55.51,32.7,22.34,0.94,3983.0,370.0,0.008,43.52,4775110.0,4.289,20.3,3.138,1.7919999999999998,3597.633,6.0,232.347,2.42,20.9,30.2,15.95,2.7,64.92,0.546,467.9,5.22,-1.19,906.6072467
277,87864,KEN,Africa,Kenya,2022-04-28,323745.0,21.0,14.142999999999999,5649.0,0.0,0.0,5887.803000000001,0.382,0.257,102.736,0.0,0.0,1.12,631.0,5.006,10774.0,85.473,251.0,4.158,4174.0,69.143,3588732.0,12045.0,65.267,0.21899999999999997,2357.0,0.043,0.006,166.7,tests performed,17849742.0,12502390.0,9069872.0,294769.0,13702.0,5560.0,32.46,22.74,16.49,0.54,101.0,23881.0,0.043,44.44,54985702.0,87.324,20.0,2.6860000000000004,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,84799.0,29.42,29.91,4464.289945
278,130897,PRY,South America,Paraguay,2022-04-28,649034.0,0.0,50.286,18795.0,0.0,1.286,89898.37599999999,0.0,6.965,2603.315,0.0,0.17800000000000002,0.2,49.0,2.853,467.0,85.443,13.0,2.411,134.0,24.484,2609819.0,1757.0,361.48900000000003,0.243,1763.0,0.244,0.0654,15.3,tests performed,8621956.0,3881480.0,3446930.0,1293546.0,10430.0,10669.0,119.42,53.76,47.74,17.92,1478.0,440.0,0.006,26.85,7219641.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,23675.8,31.76,24.98,3279.359735
279,110028,MCO,Europe,Monaco,2022-04-28,11736.0,24.0,27.285999999999998,57.0,0.0,0.14300000000000002,296963.563,607.2869999999999,690.428,1442.308,0.0,3.615,0.92,3.0,5.813,77.0,149.196,1.0,1.9380000000000002,51.0,98.818,15122005.0,2711.0,116.089,0.674,12754.0,3.1689999999999996,0.2407,4.2,tests performed,65140.0,28875.0,25667.0,10598.0,1079.0,158.0,164.83,73.06,64.95,26.82,3998.0,23.0,0.057999999999999996,31.48,39520.0,19347.5,37.6,10.864,6.955,5189.972,0.2,408.50199999999995,5.46,5.9,44.6,86.979,13.8,86.75,0.75,138.1,12.44,24.69,3494.4331979999997
280,76222,ISL,Europe,Iceland,2022-04-28,185353.0,0.0,236.0,119.0,0.0,1.0,502594.959,0.0,639.927,322.675,0.0,2.7119999999999997,0.46,0.0,0.0,10.0,27.116,46.0,4.401,74.0,200.655,1320932.0,743.0,3581.781,2.015,728.0,1.974,0.08,12.5,tests performed,805469.0,309770.0,290193.0,250542.0,1925.0,61.0,218.41,84.0,78.69,67.94,165.0,10.0,0.003,11.11,368792.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,84.169,2.91,82.99,0.9490000000000001,194.1,3.78,42.24,526.3129352
281,125066,NOR,Europe,Norway,2022-04-28,1425464.0,385.0,411.57099999999997,2932.0,0.0,8.714,260805.115,70.44,75.30199999999999,536.443,0.0,1.594,0.66,49.0,2.853,467.0,85.443,13.0,2.411,134.0,24.484,11080508.0,1941.0,2027.307,0.355,1776.0,0.325,0.17300000000000001,5.8,people tested,11297078.0,4334913.0,4032716.0,2929449.0,1751.0,862.0,206.69,79.31,73.78,53.6,158.0,101.0,0.002,11.11,5465629.0,14.462,39.7,16.820999999999998,10.812999999999999,64800.057,0.2,114.316,5.31,19.6,20.7,41.949,3.6,82.4,0.9570000000000001,1895.4,2.0,2.68,346.78533799999997
282,97636,OWID_LIC,Europe,Low income,2022-04-28,1820253.0,285.0,238.857,43081.0,2.0,1.143,2736.6090000000004,0.428,0.359,64.76899999999999,0.003,0.002,0.64,24.0,12.855,547.0,203.356,18.0,9.508,3.0,76.815,8667174.0,1721.0,3222.163,0.64,3035.0,1.128,0.11,9.1,tests performed,145372028.0,102973659.0,81970700.0,4637524.0,925898.0,551684.0,21.86,15.48,12.32,0.7,829.0,167297.0,0.025,17.59,665149040.0,45.135,43.5,19.002,13.777999999999999,29524.265,0.7,342.98900000000003,3.67,21.3,38.0,1.188,6.56,75.93,0.882,17956.3,20.89,13.72,6675.546924
283,5544,AIA,North America,Anguilla,2022-04-28,2788.0,0.0,8.142999999999999,9.0,0.0,0.0,184330.579,0.0,538.371,595.0409999999999,0.0,0.0,0.06,1.0,0.022000000000000002,,,,,,,51382.0,1459.0,3397.157,0.043,169.0,11.174000000000001,0.0803,12.5,tests performed,23126.0,10622.0,9874.0,2630.0,1421.0,26.0,152.9,70.23,65.28,17.39,1719.0,3.0,0.02,37.04,15125.0,23.89,16.8,2.405,1.3619999999999999,5819.495,0.5,276.045,3.94,29.0,37.8,26.664,1.9,81.88,0.581,89.6,27.2,31.41,1158.311141
284,16817,BEL,Europe,Belgium,2022-04-28,4056448.0,20335.0,5808.143,31439.0,57.0,17.143,348721.761,1748.144,499.31,2702.725,4.9,1.474,1.06,146.0,12.550999999999998,2425.0,208.47099999999998,,,1125.0,96.713,33601476.0,19508.0,2888.627,1.6769999999999998,19887.0,1.71,0.281,3.6,tests performed,25315465.0,9237412.0,9139137.0,7367752.0,1328.0,1689.0,217.63,79.41,78.57,63.34,145.0,157.0,0.001,23.15,11632334.0,375.564,41.8,18.570999999999998,12.849,42658.575999999994,0.2,114.898,4.29,25.1,31.4,88.469,5.64,81.63,0.9309999999999999,20642.5,8.08,13.63,1774.579375
285,81841,IMN,Europe,Isle of Man,2022-04-28,32205.0,539.0,77.0,98.0,0.0,0.7140000000000001,377063.576,6310.736,901.534,1147.407,0.0,8.363,0.75,41.0,8.228,520.0,104.35700000000001,1.0,0.2,523.0,104.867,12096220.0,6370.0,2427.544,1.278,5454.0,1.095,0.1368,7.3,tests performed,189681.0,69532.0,67024.0,53125.0,45.0,26.0,222.08,81.41,78.47,62.2,304.0,2.0,0.002,11.11,85410.0,147.872,38.7,13.927999999999999,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,94.57600000000001,2.96,81.4,0.955,2734.0,3.93,-1.18,548.6760331
286,162431,TJK,Asia,Tajikistan,2022-04-28,17786.0,0.0,0.0,125.0,0.0,0.0,1824.275,0.0,0.0,12.821,0.0,0.0,0.01,56.0,6.425,814.0,93.397,260.0,5.562,139.0,15.949000000000002,8740454.0,45873.0,366.399,1.923,57325.0,2.403,0.3127,3.2,people tested,11758562.0,5166745.0,4914275.0,1677542.0,113265.0,32298.0,120.61,52.99,50.4,17.21,3313.0,1221.0,0.013000000000000001,15.74,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.69800000000004,7.11,22.6,28.9,72.704,4.8,71.1,0.6679999999999999,9879.4,30.17,0.38,1013.3107679999999
287,181533,OWID_WRL,Africa,World,2022-04-29,513146113.0,672698.0,625237.286,6234308.0,2741.0,2618.857,65161.695,85.42200000000001,79.396,791.6619999999999,0.348,0.33299999999999996,0.83,1696.0,5.093999999999999,14166.0,42.551,260.0,5.562,16627.0,49.943999999999996,3943.0,56715.0,6.444,0.578,1238.0,0.013000000000000001,0.9523,1.1,tests performed,11593376914.0,5146509580.0,4660280040.0,1869306081.0,14845750.0,11156082.0,147.22,65.35,59.18,23.74,1417.0,2105927.0,0.027000000000000003,47.22,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,38486.9,10.93,1.96,1134.110282
288,68602,GTM,North America,Guatemala,2022-04-29,845868.0,879.0,646.714,17566.0,21.0,10.0,46349.267,48.165,35.437,962.528,1.151,0.5479999999999999,1.03,1179.0,14.052,22319.0,331.034,46.0,4.401,1280.0,123.42399999999999,4067775.0,10381.0,222.893,0.569,10008.0,0.5479999999999999,0.1911,5.2,people tested,16924763.0,8121065.0,6122216.0,2681482.0,48046.0,30888.0,92.74,44.5,33.55,14.69,1693.0,8829.0,0.048,45.37,18249868.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,35.3,52.0,76.665,0.6,74.3,0.6629999999999999,43113.3,25.35,10.04,2362.38969
289,37248,COG,Africa,Congo,2022-04-29,24079.0,0.0,0.0,385.0,0.0,0.0,4256.484,0.0,0.0,68.057,0.0,0.0,0.37,197.0,10.254000000000001,6822.0,179.206,54.0,2.8110000000000004,188.0,9.785,388006.0,9497.0,68.58800000000001,0.185,639.0,0.113,0.0,58.8,tests performed,830379.0,693003.0,640464.0,11340479.0,1486.0,273.0,14.68,12.25,11.32,22.12,48.0,269.0,0.005,28.7,5657017.0,15.405,19.0,3.4019999999999997,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,2.2,64.57,0.574,179427.6,31.63,-2.02,3499.944534
290,60675,GAB,Africa,Gabon,2022-04-29,47602.0,0.0,1.143,304.0,0.0,0.14300000000000002,20888.799,0.0,0.502,133.40200000000002,0.0,0.063,0.2,1465.0,21.729,22319.0,331.034,701.0,10.397,7104.0,105.366,1592493.0,2256.0,698.821,0.99,175.0,0.077,0.0065,153.1,tests performed,556657.0,300192.0,254453.0,2012.0,1486.0,115.0,24.43,13.17,11.17,0.09,50.0,92.0,0.004,11.11,2278829.0,7.859,23.1,4.45,2.9760000000000004,16562.413,3.4,259.967,7.2,30.1,35.6,7.96,6.3,66.47,0.703,469.9,15.79,144.46,1663.162664
291,47873,ECU,South America,Ecuador,2022-04-29,869124.0,0.0,279.143,35588.0,0.0,6.428999999999999,48585.698,0.0,15.605,1989.4370000000001,0.0,0.359,1.02,5.0,0.86,539.0,92.71799999999999,32.0,2.984,377.0,64.851,2726895.0,3010.0,152.439,0.168,2145.0,0.12,0.098,10.2,people tested,34475610.0,15125704.0,13914466.0,5993482.0,51425.0,39886.0,192.73,84.56,77.78,33.5,2230.0,3586.0,0.02,65.74,17888474.0,66.939,28.1,7.104,4.458,10581.936000000002,3.6,140.44799999999998,5.55,2.0,12.3,80.635,1.5,77.01,0.759,70967.5,42.39,-4.36,3967.219339
292,77844,IDN,Asia,Indonesia,2022-04-29,6046467.0,395.0,460.14300000000003,156240.0,23.0,28.570999999999998,21878.81,1.429,1.665,565.346,0.083,0.10300000000000001,0.54,0.0,0.0,10.0,27.116,46.0,4.401,74.0,200.655,59503735.0,103179.0,215.31099999999998,0.373,114413.0,0.414,0.0837,11.9,people tested,401308016.0,199296158.0,165052289.0,37458813.0,0.0,573293.0,145.21,72.11,59.72,13.55,2074.0,79499.0,0.028999999999999998,50.0,276361788.0,145.725,29.3,5.319,3.053,11188.743999999999,5.7,342.86400000000003,6.32,2.8,76.1,64.204,1.04,71.72,0.718,194.1,3.78,42.24,526.3129352
293,164838,TLS,Asia,Timor,2022-04-29,22865.0,2.0,0.7140000000000001,130.0,0.0,0.0,17014.231,1.4880000000000002,0.532,96.735,0.0,0.0,0.86,56.0,6.425,814.0,93.397,260.0,5.562,139.0,15.949000000000002,258938.0,504.0,192.68,0.375,177.0,0.132,0.004,247.9,tests performed,1451179.0,781062.0,618046.0,52071.0,7881.0,2877.0,107.98,58.12,45.99,3.87,2141.0,623.0,0.046,33.33,1343875.0,87.176,18.0,3.556,1.8969999999999998,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,78116.7,6.91,25.39,1116.737062
294,160858,SYR,Asia,Syria,2022-04-29,55813.0,3.0,3.0,3150.0,0.0,0.0,3053.945,0.16399999999999998,0.16399999999999998,172.36,0.0,0.0,0.61,56.0,6.425,814.0,93.397,260.0,5.562,139.0,15.949000000000002,167560.0,11230.0,9.168,1.2890000000000001,71.0,0.004,0.0604,16.6,tests performed,3684389.0,2459791.0,1524341.0,12646.0,1039.0,10420.0,20.16,13.46,8.34,0.07,570.0,2967.0,0.016,30.56,18275704.0,214.243,21.7,18.436,2.577,57410.166,0.5,376.264,5.59,22.6,28.9,70.598,1.5,72.7,0.5670000000000001,11447.1,7.24,-8.48,1313.419526
295,8788,ABW,North America,Aruba,2022-04-29,34846.0,153.0,36.714,212.0,0.0,0.0,325071.132,1427.305,342.5,1977.704,0.0,0.0,0.58,372.0,8.157,,,,,,,3060433.0,1630.0,1031.099,0.5489999999999999,2375.0,0.8,0.001,1000.0,tests performed,170323.0,88386.0,81937.0,41766.0,30.0,25.0,158.89,82.45,76.44,1.41,233.0,13.0,0.012,25.0,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,1.8,341.01,11.62,1.5,52.1,94.04299999999999,4.2,76.29,0.7759999999999999,352.2,26.0,11.85,3285.6010079999996
296,179302,VEN,South America,Venezuela,2022-04-29,522305.0,42.0,31.0,5708.0,2.0,0.429,18195.644,1.463,1.08,198.851,0.07,0.015,0.83,1696.0,5.093999999999999,14166.0,42.551,260.0,5.562,16627.0,49.943999999999996,11989.0,2072.0,38.125,0.595,76.0,0.242,0.0132,76.0,people tested,37860994.0,22157232.0,14287370.0,651502.0,145313.0,0.0,131.9,77.19,49.77,2.27,0.0,0.0,0.0,28.7,28704947.0,36.253,29.0,6.614,3.915,16745.022,13.2,204.85,6.47,2.8,34.5,25.209,0.8,72.06,0.711,38486.9,10.93,1.96,1134.110282
297,95247,LBY,Africa,Libya,2022-04-29,501904.0,0.0,6.0,6430.0,0.0,0.14300000000000002,72127.795,0.0,0.862,924.045,0.0,0.021,0.77,24.0,12.855,341.0,182.65200000000002,18.0,9.508,238.0,127.296,139824.0,1281.0,26.991999999999997,0.184,3669.0,0.527,0.2478,4.0,samples tested,3451352.0,2214303.0,1140236.0,96813.0,602.0,958.0,49.6,31.82,16.39,1.39,138.0,532.0,0.008,50.0,6958538.0,3.623,29.0,4.4239999999999995,2.8160000000000003,17881.509,38.6,341.86199999999997,10.43,1.5,18.1,1.188,3.7,72.91,0.7240000000000001,15149.6,30.18,57.47,2238.035464
298,44730,DNK,Europe,Denmark,2022-04-29,3115721.0,940.0,1151.0,6149.0,14.0,12.714,535964.07,161.69799999999998,197.99400000000003,1057.747,2.408,2.187,0.67,10.0,1.72,646.0,111.124,32.0,2.984,481.0,82.741,67081210.0,11254.0,11539.261,1.936,12827.0,2.206,0.0897,11.1,tests performed,13213802.0,4836286.0,4797751.0,3626616.0,670.0,697.0,227.3,83.19,82.53,62.38,120.0,56.0,0.001,11.11,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,4.4719999999999995,2.5,80.9,0.94,1622.8,1.25,-2.19,279.1528808
299,66240,GRL,North America,Greenland,2022-04-29,11971.0,0.0,0.0,21.0,0.0,0.0,210505.02899999998,0.0,0.0,369.276,0.0,0.0,0.9,1179.0,14.052,22319.0,331.034,46.0,4.401,1280.0,123.42399999999999,80328232.0,73217.0,7745.655,7.06,114130.0,11.005,0.0498,20.1,samples tested,79745.0,41243.0,38502.0,5935292.0,15.0,2.0,140.23,72.52,67.7,57.23,35.0,1.0,0.002,33.33,56868.0,0.13699999999999998,45.3,20.396,14.524000000000001,24574.382,1.5,199.94099999999997,2.16,35.3,52.0,41.047,4.21,71.7,0.888,-54.0,-4.89,5.26,-949.5674193
300,115516,NAM,Africa,Namibia,2022-04-29,158649.0,104.0,52.714,4025.0,0.0,0.28600000000000003,61317.32,40.196,20.374000000000002,1555.649,0.0,0.11,1.5,3.0,5.813,77.0,149.196,1.0,1.9380000000000002,51.0,98.818,1003847.0,778.0,387.98400000000004,0.301,750.0,0.29,0.0703,14.2,tests performed,834756.0,453540.0,395625.0,50937.0,3837.0,0.0,32.26,17.53,15.29,1.97,0.0,13.0,0.001,23.15,2587344.0,3.0780000000000003,22.0,3.552,2.085,9541.808,13.4,243.81099999999998,3.94,9.7,34.2,44.6,0.9,63.71,0.6459999999999999,2633.7,21.49,55.05,4193.449258
301,12829,BHS,North America,Bahamas,2022-04-29,33541.0,14.0,13.571,789.0,0.0,0.0,84504.45199999999,35.272,34.192,1987.836,0.0,0.0,1.25,81.0,8.957,1036.0,114.56299999999999,,,,,231261.0,567.0,582.648,1.429,122.0,0.307,0.1112,9.0,tests performed,340866.0,166471.0,157964.0,27866.0,6771.0,189.0,85.88,41.94,39.8,7.02,476.0,34.0,0.009000000000000001,40.74,396914.0,39.497,34.3,8.996,5.2,27717.847,0.7,235.954,13.17,3.1,20.4,83.241,2.9,73.92,0.8140000000000001,42127.6,34.26,31.95,4120.726056
302,134186,PRT,Europe,Portugal,2022-04-29,3853800.0,25584.0,10377.143,22280.0,32.0,18.857,379015.459,2516.1479999999997,1020.576,2191.205,3.147,1.855,1.17,49.0,4.819,1208.0,118.805,13.0,2.411,134.0,24.484,41278379.0,59955.0,4059.667,5.896,40754.0,4.008,0.2546,3.9,tests performed,23788999.0,9696928.0,9415073.0,6386768.0,5453.0,5569.0,233.96,95.37,92.6,62.81,548.0,725.0,0.006999999999999999,11.11,10167923.0,112.37100000000001,46.2,21.502,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,78.46300000000001,3.39,82.05,0.8640000000000001,20179.2,7.52,9.21,1984.5941
303,143211,SMR,Europe,San Marino,2022-04-29,16437.0,251.0,35.857,115.0,1.0,0.14300000000000002,483299.03,7380.182,1054.312,3381.3579999999997,29.403000000000002,4.2,0.64,222.0,11.606,1512.0,79.047,13.0,2.411,13813.0,94.667,105380.0,6.0,947.074,0.054000000000000006,54.0,0.485,0.1349,7.4,tests performed,69177.0,26347.0,23624.0,19206.0,9.0,2.0,203.4,77.47,69.46,56.47,59.0,0.0,0.0,52.78,34010.0,556.6669999999999,22.0,5.606,3.5639999999999996,56861.47,56.0,348.977,5.64,16.7,38.1,87.20200000000001,3.8,84.97,0.715,137.6,23.27,-14.41,4045.868862
304,155242,SSD,Africa,South Sudan,2022-04-29,17461.0,5.0,5.571000000000001,138.0,0.0,0.0,1534.1729999999998,0.439,0.49,12.125,0.0,0.0,1.06,417.0,8.128,2201.0,36.658,432.0,8.42,3251.0,63.36600000000001,379731.0,798.0,33.364000000000004,0.07,857.0,0.075,0.0065,153.8,tests performed,668680.0,619938.0,576431.0,35749147.0,4158.0,2741.0,5.88,5.45,5.06,69.68,241.0,2741.0,0.024,36.11,11381377.0,527.967,19.2,3.4410000000000003,2.032,1569.888,0.2,280.775,10.43,6.2,40.9,43.993,12.27,57.85,0.433,12312.1,1.82,29.35,239.9776989
305,100882,MDG,Africa,Madagascar,2022-04-29,64152.0,0.0,4.428999999999999,1391.0,0.0,0.0,2256.701,0.0,0.156,48.931999999999995,0.0,0.0,0.52,2.0,3.1510000000000002,23.0,36.231,18.0,9.508,13.0,20.480999999999998,404843.0,693.0,14.241,0.024,446.0,0.016,0.0099,100.7,tests performed,2237231.0,1185420.0,1051811.0,27380.0,13544.0,2366.0,7.87,4.17,3.7,0.1,83.0,1416.0,0.005,19.44,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,20.9,26.0,50.54,0.2,67.04,0.528,332.2,7.21,9.28,504.5633977
306,21486,BES,North America,Bonaire Sint Eustatius and Saba,2022-04-29,9745.0,0.0,21.857,34.0,0.0,0.0,368500.662,0.0,826.513,1285.687,0.0,0.0,0.91,48.0,4.056,213.0,18.000999999999998,,,965.0,82.958,4165086.0,5195.0,351.991,0.439,4940.0,0.41700000000000004,0.0165,60.6,tests performed,35845.0,19109.0,16736.0,1346689.0,12154.0,196.0,135.55,72.26,63.29,11.38,7412.0,92.0,0.348,37.04,26445.0,10.202,25.4,6.704,4.393,6885.829000000001,7.1,204.299,6.89,0.6,12.3,25.383000000000003,1.1,77.79,0.718,57352.5,51.82,43.99,4846.852886
307,176408,URY,South America,Uruguay,2022-04-29,897867.0,2092.0,298.857,7203.0,6.0,0.857,257626.353,600.261,85.75200000000001,2066.768,1.722,0.24600000000000002,0.03,1696.0,5.093999999999999,14166.0,42.551,260.0,5.562,16627.0,49.943999999999996,6086835.0,2072.0,1746.505,0.595,3188.0,0.915,0.0836,12.0,people tested,8170743.0,2983082.0,2862539.0,2325122.0,8306.0,3208.0,234.44,85.59,82.14,66.72,920.0,431.0,0.012,26.85,3485152.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,14.0,19.9,21.221999999999998,2.8,77.91,0.8170000000000001,3110.1,4.26,3.18,892.3857552999999
308,61454,GMB,Africa,Gambia,2022-04-29,11995.0,0.0,0.0,365.0,0.0,0.0,4823.202,0.0,0.0,146.767,0.0,0.0,0.21,1465.0,21.729,22319.0,331.034,701.0,10.397,7104.0,105.366,155686.0,2256.0,62.602,0.99,68.0,0.027000000000000003,0.0105,95.2,tests performed,363353.0,331266.0,318161.0,2126.0,429.0,49.0,14.61,13.32,12.79,0.09,20.0,48.0,0.002,13.89,2486937.0,207.56599999999997,17.5,2.339,1.4169999999999998,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,469.9,15.79,144.46,1663.162664
309,98471,OWID_LMC,Europe,Lower middle income,2022-04-29,90603114.0,16029.0,21694.571,1307985.0,137.0,325.42900000000003,27202.812,4.813,6.513999999999999,392.711,0.040999999999999995,0.098,0.64,24.0,12.855,547.0,203.356,18.0,9.508,3.0,76.815,8667174.0,1721.0,3222.163,0.64,3035.0,1.128,0.11,9.1,tests performed,3927301256.0,2020178662.0,1731047615.0,217883374.0,7034709.0,4909759.0,117.91,60.65,51.97,6.54,1474.0,1254546.0,0.038,17.59,3330652550.0,45.135,43.5,19.002,13.777999999999999,29524.265,0.7,342.98900000000003,3.67,21.3,38.0,1.188,6.56,75.93,0.882,17956.3,20.89,13.72,6675.546924
310,51840,EST,Europe,Estonia,2022-04-29,571917.0,292.0,313.57099999999997,2538.0,1.0,1.0,431574.237,220.34599999999998,236.62400000000002,1915.2,0.755,0.755,0.67,3.0,2.2640000000000002,156.0,117.719,2.0,1.504,138.0,104.506,3345334.0,2182.0,2524.422,1.6469999999999998,2349.0,1.7730000000000001,0.1335,7.5,tests performed,1982776.0,860611.0,844878.0,467001.0,405.0,300.0,149.62,64.94,63.76,35.24,226.0,49.0,0.004,32.41,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.56900000000002,4.02,24.5,39.3,24.64,4.69,78.74,0.892,3728.1,10.11,1.57,2813.2612129999998
311,97637,OWID_LIC,Europe,Low income,2022-04-29,1820585.0,332.0,270.143,43082.0,1.0,1.143,2737.1079999999997,0.499,0.406,64.77,0.002,0.002,0.64,24.0,12.855,547.0,203.356,18.0,9.508,3.0,76.815,8667174.0,1721.0,3222.163,0.64,3035.0,1.128,0.11,9.1,tests performed,145372028.0,102973659.0,81970700.0,4637524.0,925898.0,762907.0,21.86,15.48,12.32,0.7,1147.0,179507.0,0.027000000000000003,17.59,665149040.0,45.135,43.5,19.002,13.777999999999999,29524.265,0.7,342.98900000000003,3.67,21.3,38.0,1.188,6.56,75.93,0.882,17956.3,20.89,13.72,6675.546924
312,147908,SLE,Africa,Sierra Leone,2022-04-29,7681.0,0.0,0.0,125.0,0.0,0.0,943.456,0.0,0.0,15.354000000000001,0.0,0.0,0.02,23.0,3.347,346.0,50.353,13.0,2.411,13813.0,94.667,412416.0,9181.0,50.657,1.3359999999999999,316.0,0.039,0.0,553.4,tests performed,2868978.0,1985041.0,1312828.0,5359.0,1928.0,0.0,35.24,24.38,16.13,0.07,0.0,5144.0,0.063,48.15,8141343.0,104.7,19.1,2.5380000000000003,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,3.6,54.7,0.452,-110.2,-6.47,3.73,-1114.1441710000001
