index,index,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
678,88218,KIR,Oceania,Kiribati,2022-04-30,3081.0,0.0,0.7140000000000001,13.0,0.0,0.0,25381.422000000002,0.0,5.8839999999999995,107.095,0.0,0.0,0.43,631.0,5.006,10774.0,85.473,251.0,4.158,4174.0,69.143,3603531.0,12045.0,65.536,0.21899999999999997,2372.0,0.043,0.0049,202.5,tests performed,136758.0,78620.0,55333.0,296768.0,13702.0,266.0,112.66,64.77,45.58,0.54,2191.0,41.0,0.034,60.65,121388.0,143.701,23.2,3.895,2.21,1981.132,36.8,434.657,22.66,35.9,58.9,24.651,1.9,68.37,0.63,84799.0,29.42,29.91,4464.289945
679,178521,VAT,Europe,Vatican,2022-04-30,29.0,0.0,0.0,14.0,1.0,0.14300000000000002,35714.286,0.0,0.0,44.52,3.18,0.45399999999999996,0.98,1696.0,5.093999999999999,14166.0,42.551,260.0,5.562,16627.0,49.943999999999996,11989.0,2072.0,38.125,0.595,76.0,0.242,0.0132,76.0,people tested,301000.0,172232.0,118158.0,4571851.0,145313.0,2806.0,95.72,54.77,37.57,13.47,8923.0,2806.0,0.892,69.91,812.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,4.0,75.12,0.609,38486.9,10.93,1.96,1134.110282
680,180136,VNM,Asia,Vietnam,2022-04-30,10649809.0,5109.0,13588.571000000002,43041.0,3.0,5.2860000000000005,108484.629,52.043,138.42,438.439,0.031,0.054000000000000006,0.47,1696.0,5.093999999999999,14166.0,42.551,260.0,5.562,16627.0,49.943999999999996,85795583.0,56715.0,873.96,0.578,2227.0,0.023,0.9523,1.1,people tested,203144374.0,79947189.0,77754108.0,45443077.0,1115043.0,344931.0,206.93,81.44,79.2,46.29,3514.0,39004.0,0.04,47.22,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.84700000000001,2.6,75.4,0.7040000000000001,38486.9,10.93,1.96,1134.110282
681,144765,SAU,Asia,Saudi Arabia,2022-04-30,754011.0,90.0,97.0,9088.0,2.0,1.714,21335.498,2.5469999999999997,2.745,257.154,0.057,0.049,0.96,222.0,11.606,1512.0,79.047,13.0,2.411,13813.0,94.667,41902465.0,9690.0,1185.672,0.27399999999999997,10765.0,0.305,0.009000000000000001,111.0,tests performed,64212008.0,26424390.0,24760229.0,10793985.0,113359.0,57159.0,181.69,74.77,70.06,30.54,1617.0,8134.0,0.023,67.59,35340680.0,15.322000000000001,31.9,3.295,1.845,49045.41099999999,32.3,259.538,17.72,1.8,25.4,41.34,2.7,75.13,0.8540000000000001,137.6,23.27,-14.41,4045.868862
682,134187,PRT,Europe,Portugal,2022-04-30,3853800.0,0.0,8865.143,22280.0,0.0,16.857,379015.459,0.0,871.8739999999999,2191.205,0.0,1.6580000000000001,1.14,49.0,4.819,1208.0,118.805,13.0,2.411,134.0,24.484,41320769.0,42390.0,4063.836,4.169,42727.0,4.202,0.2075,4.8,tests performed,23788999.0,9696928.0,9415073.0,6386768.0,5453.0,5569.0,233.96,95.37,92.6,62.81,548.0,725.0,0.006999999999999999,11.11,10167923.0,112.37100000000001,46.2,21.502,14.924000000000001,27936.896,0.5,127.84200000000001,9.85,16.3,30.0,78.46300000000001,3.39,82.05,0.8640000000000001,20179.2,7.52,9.21,1984.5941
683,170744,UGA,Africa,Uganda,2022-04-30,164084.0,0.0,2.1430000000000002,3597.0,0.0,0.0,3481.9970000000003,0.0,0.045,76.331,0.0,0.0,0.14,56.0,6.425,814.0,93.397,260.0,5.562,139.0,15.949000000000002,2612795.0,10103.0,55.446000000000005,0.214,3689.0,0.078,0.0006,1721.4,tests performed,19643808.0,14247523.0,10235247.0,54546.0,134275.0,72841.0,41.69,30.23,21.72,0.12,1546.0,29118.0,0.062,32.41,47123533.0,213.75900000000001,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.221999999999998,0.5,63.37,0.544,20481.6,16.84,40.84,1715.9856710000001
684,96836,LTU,Europe,Lithuania,2022-04-30,1058195.0,520.0,574.286,9094.0,4.0,5.857,393401.223,193.31799999999998,213.5,3380.843,1.4869999999999999,2.177,0.64,24.0,12.855,547.0,203.356,18.0,9.508,3.0,76.815,8658733.0,2986.0,3219.025,1.11,5032.0,1.871,0.135,7.4,tests performed,4478728.0,1950613.0,1874552.0,928496.0,57.0,327.0,166.5,72.52,69.69,34.52,122.0,55.0,0.002,17.59,2689862.0,45.135,43.5,19.002,13.777999999999999,29524.265,0.7,342.98900000000003,3.67,21.3,38.0,1.188,6.56,75.93,0.882,17956.3,20.89,13.72,6675.546924
685,145562,SEN,Africa,Senegal,2022-04-30,85997.0,2.0,1.857,1967.0,0.0,0.14300000000000002,5000.899,0.11599999999999999,0.10800000000000001,114.385,0.0,0.008,0.52,222.0,11.606,1512.0,79.047,13.0,2.411,13813.0,94.667,1098662.0,1051.0,63.888999999999996,0.061,796.0,0.046,0.0023,428.6,tests performed,2469499.0,1465788.0,1045680.0,7027.0,7129.0,6049.0,14.36,8.52,6.08,0.04,352.0,206.0,0.001,21.3,17196308.0,82.32799999999999,18.7,3.008,1.796,2470.58,38.0,241.21900000000002,2.42,0.4,16.6,20.859,2.7,67.94,0.512,137.6,23.27,-14.41,4045.868862
686,127756,PLW,Oceania,Palau,2022-04-30,4610.0,0.0,30.570999999999998,6.0,0.0,0.0,253659.073,0.0,1682.152,330.142,0.0,0.0,1.37,49.0,2.853,467.0,85.443,13.0,2.411,134.0,24.484,46016.0,31201.0,2531.969,0.139,8279.0,0.037000000000000005,0.0035,282.7,tests performed,246181059.0,134313917.0,121757972.0,7065777.0,106857.0,112631.0,109.32,59.64,54.07,3.14,500.0,25075.0,0.011000000000000001,70.37,18174.0,47.236999999999995,23.5,4.495,2.78,13240.405,4.0,423.031,15.89,7.7,22.7,59.607,4.8,73.7,0.826,4410.8,20.57,-2.26,844.4347104
687,19939,BTN,Asia,Bhutan,2022-04-30,59163.0,109.0,260.42900000000003,21.0,0.0,0.14300000000000002,75859.726,139.762,333.926,26.927,0.0,0.183,0.66,133.0,11.434000000000001,2227.0,191.449,,,965.0,82.958,1711669.0,13010.0,2194.729,16.682000000000002,8392.0,10.76,0.036000000000000004,27.8,samples tested,1906606.0,692549.0,671505.0,542552.0,414.0,741.0,244.47,88.8,86.1,69.57,950.0,63.0,0.008,53.7,779900.0,21.188000000000002,28.6,4.885,2.977,8708.597,1.5,217.06599999999997,9.75,0.6,12.3,79.807,1.7,71.78,0.654,15.4,2.8,-1.1,248.0190685
688,45510,DJI,Africa,Djibouti,2022-04-30,15611.0,0.0,0.0,189.0,0.0,0.0,15576.778,0.0,0.0,188.58599999999998,0.0,0.0,0.13,5.0,0.86,539.0,92.71799999999999,32.0,2.984,377.0,64.851,303924.0,912.0,303.258,0.91,303.0,0.302,0.0,187.4,tests performed,176908.0,156352.0,116303.0,3628956.0,791.0,360.0,17.65,15.6,11.6,62.43,359.0,359.0,0.036000000000000004,58.33,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,4.4719999999999995,1.4,67.11,0.524,1622.8,1.25,-2.19,279.1528808
689,100107,MAC,Asia,Macao,2022-04-30,82.0,0.0,0.0,1068.0,0.0,0.7140000000000001,124.546,0.0,0.0,1682.3829999999998,0.0,1.125,0.87,2.0,3.1510000000000002,23.0,36.231,18.0,9.508,13.0,20.480999999999998,4234646.0,2374.0,6670.688,3.74,1699.0,2.676,0.29,3.4,tests performed,1347963.0,600640.0,557428.0,222144.0,4767.0,3037.0,204.74,91.23,84.67,33.74,4613.0,465.0,0.071,32.41,658391.0,20546.766,39.2,9.798,4.9910000000000005,104861.851,0.2,128.275,4.42,20.9,26.0,1.188,4.51,84.24,0.9159999999999999,332.2,7.21,9.28,504.5633977
690,130110,PNG,Oceania,Papua New Guinea,2022-04-30,43817.0,0.0,12.142999999999999,650.0,0.0,0.14300000000000002,4805.02,0.0,1.3319999999999999,71.28,0.0,0.016,0.59,49.0,2.853,467.0,85.443,13.0,2.411,134.0,24.484,249149.0,3385.0,27.322,0.773,6755.0,1.5419999999999998,0.1369,7.3,people tested,586000.0,322687.0,263313.0,1519074.0,5925.0,537.0,6.43,3.54,2.89,34.67,59.0,264.0,0.003,40.74,9119005.0,18.22,22.6,3.8080000000000003,2.142,3823.1940000000004,2.2,561.494,17.65,23.5,48.8,59.607,2.3,64.5,0.555,7503.4,19.42,-1.22,1712.4861039999998
691,164065,THA,Asia,Thailand,2022-04-30,4262484.0,11535.0,13801.428999999998,28617.0,91.0,120.286,60935.419,164.90200000000002,197.30200000000002,409.102,1.301,1.72,0.71,56.0,6.425,814.0,93.397,260.0,5.562,139.0,15.949000000000002,23931655.0,27588.0,342.121,0.39399999999999996,44167.0,0.631,0.4396,2.3,tests performed,133241488.0,56120750.0,51201965.0,25918773.0,56301.0,144237.0,190.48,80.23,73.2,37.05,2062.0,19052.0,0.027000000000000003,40.28,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,78116.7,6.91,25.39,1116.737062
692,12050,AZE,Asia,Azerbaijan,2022-04-30,792562.0,4.0,15.857000000000001,9709.0,0.0,0.28600000000000003,77524.732,0.391,1.551,949.689,0.0,0.027999999999999997,0.54,81.0,8.957,1036.0,114.56299999999999,,,,,6794952.0,6872.0,664.6510000000001,0.672,3038.0,0.297,0.0052,191.6,tests performed,13649741.0,5340053.0,4840220.0,3229389.0,4092.0,3717.0,133.52,52.23,47.34,31.59,364.0,410.0,0.004,43.52,10223344.0,119.309,32.4,6.018,3.8710000000000004,15847.419,0.7,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.7559999999999999,42127.6,34.26,31.95,4120.726056
693,1608,OWID_AFR,Asia,Africa,2022-04-30,11672799.0,5899.0,5225.143,252881.0,3.0,14.286,8498.663,4.295,3.804,184.11599999999999,0.002,0.01,0.87,,,,,,,,,904055.0,,22.695,,1045.0,0.026000000000000002,0.2335,4.3,tests performed,475587195.0,300537655.0,227448537.0,21724052.0,2309258.0,1653840.0,34.63,21.88,16.56,1.58,1204.0,471726.0,0.034,16.67,1373486472.0,54.422,18.6,2.5810000000000004,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
694,107977,MEX,North America,Mexico,2022-04-30,5739680.0,911.0,893.143,324334.0,40.0,30.570999999999998,44062.507000000005,6.994,6.856,2489.855,0.307,0.235,0.67,3.0,5.813,77.0,149.196,1.0,1.9380000000000002,51.0,98.818,15122005.0,3242.0,116.089,0.025,4256.0,0.033,0.10300000000000001,9.7,people tested,198511220.0,85797486.0,79945002.0,45134105.0,157958.0,425566.0,152.39,65.87,61.37,34.65,3267.0,13423.0,0.01,23.15,130262220.0,66.444,29.3,6.857,4.321000000000001,17336.468999999997,2.5,152.783,13.06,6.9,21.4,87.84700000000001,1.38,75.05,0.779,606130.7,39.17,-7.15,4653.158068
695,119868,NIC,North America,Nicaragua,2022-04-30,18491.0,0.0,0.0,234.0,0.0,0.14300000000000002,2758.8709999999996,0.0,0.0,34.913000000000004,0.0,0.021,0.05,49.0,2.853,642.0,37.384,33.0,1.922,456.0,26.553,181097.0,1761.0,27.02,0.344,328.0,0.049,0.044000000000000004,22.7,tests performed,10377431.0,5706494.0,4670937.0,2666136.0,1569.0,13353.0,154.83,85.14,69.69,52.01,1992.0,3639.0,0.054000000000000006,13.89,6702379.0,51.667,27.3,5.445,3.5189999999999997,5321.444,3.2,137.016,11.47,14.8,17.2,47.782,0.9,74.48,0.66,6819.4,40.68,61.06,1017.4596210000001
696,4002,AND,Europe,Andorra,2022-04-30,41349.0,0.0,48.0,153.0,0.0,0.0,534542.493,0.0,620.524,1977.92,0.0,0.0,0.48,1.0,0.022000000000000002,,,,,,,300307.0,642.0,3882.243,0.223,91.0,1.176,0.7049,1.4,tests performed,152463.0,57866.0,53414.0,41183.0,1973.0,12.0,197.1,74.81,69.05,53.24,155.0,1.0,0.001,8.33,77354.0,163.755,29.1,6.211,3.8569999999999998,13913.839,0.5,109.135,7.97,29.0,37.8,83.741,1.9,83.73,0.868,89.6,27.2,31.41,1158.311141
697,59110,FRA,Europe,France,2022-04-30,28699367.0,49482.0,57229.0,145999.0,61.0,130.0,425667.69,733.915,848.818,2165.45,0.905,1.9280000000000002,0.72,1562.0,23.168000000000003,23302.0,345.61400000000003,944.0,14.001,9006.0,133.577,269682746.0,194665.0,3999.922,2.887,238012.0,3.53,0.299,3.3,people tested,143460435.0,54338980.0,52732068.0,37468759.0,18387.0,36819.0,212.78,80.6,78.21,55.57,546.0,1317.0,0.002,23.15,67422000.0,122.57799999999999,42.0,19.718,13.079,38605.671,1.4,86.06,4.77,30.1,35.6,7.96,5.98,82.66,0.9009999999999999,81499.0,5.98,-11.93,1208.789416
698,39973,HRV,Europe,Croatia,2022-04-30,1122459.0,797.0,754.857,15828.0,6.0,7.143,275000.815,195.264,184.93900000000002,3877.837,1.47,1.75,1.03,197.0,10.254000000000001,455.0,111.47399999999999,54.0,2.8110000000000004,367.0,89.93299999999999,4783774.0,5587.0,1172.018,1.369,3597.0,0.8809999999999999,0.2099,4.8,people tested,5243825.0,2313258.0,2241736.0,594785.0,138.0,503.0,128.47,56.67,54.92,14.57,123.0,80.0,0.002,29.63,4081657.0,73.726,44.0,19.724,13.052999999999999,22669.797000000002,0.7,253.782,5.59,34.3,39.9,19.351,5.54,78.49,0.851,19014.9,16.84,8.53,4658.622711
699,74634,HKG,Asia,Hong Kong,2022-04-30,1204210.0,363.0,397.0,9308.0,10.0,10.286,159438.884,48.062,52.563,1232.391,1.324,1.3619999999999999,0.79,1179.0,14.052,22319.0,331.034,46.0,4.401,1280.0,123.42399999999999,44972952.0,263.0,5954.474,0.023,124703.0,16.511,0.24,4.2,tests performed,16042041.0,6633376.0,6135230.0,3273435.0,37263.0,26591.0,212.4,87.83,81.23,43.34,3521.0,3721.0,0.049,75.0,7552800.0,7039.714,44.8,16.303,10.158,56054.92,16.0,240.208,8.33,2.0,23.1,84.169,0.7,84.86,0.9490000000000001,2847.8,2.75,-3.58,377.052219
700,73016,OWID_HIC,North America,High income,2022-04-30,293308621.0,274081.0,497784.714,2374155.0,622.0,1655.714,241420.13600000003,225.59400000000002,409.723,1954.149,0.512,1.3630000000000002,0.89,1179.0,14.052,22319.0,331.034,46.0,4.401,1280.0,123.42399999999999,196826.0,263.0,17.053,0.023,180.0,0.016,0.0317,31.5,tests performed,2428459115.0,966760019.0,906020669.0,582991400.0,1695510.0,1691714.0,199.88,79.57,74.57,47.99,1392.0,153906.0,0.013000000000000001,34.26,1214930230.0,398.44800000000004,24.3,4.8,2.9539999999999997,1653.1729999999998,23.5,430.548,6.65,2.9,23.1,22.863000000000003,0.7,64.0,0.51,43113.3,25.35,10.04,2362.38969
701,69851,GIN,Africa,Guinea,2022-04-30,36549.0,0.0,1.286,442.0,0.0,0.14300000000000002,2707.888,0.0,0.095,32.747,0.0,0.011000000000000001,0.25,1179.0,14.052,22319.0,331.034,46.0,4.401,1280.0,123.42399999999999,668971.0,10381.0,49.56399999999999,0.569,644.0,0.048,0.0053,187.8,tests performed,6111743.0,4464014.0,2508809.0,39278.0,522.0,1894.0,45.28,33.07,18.59,61.97,140.0,13290.0,0.098,49.07,13497237.0,51.755,19.0,3.135,1.733,1998.9260000000002,35.3,336.717,2.42,35.3,52.0,17.45,0.3,61.6,0.47700000000000004,43113.3,25.35,10.04,2362.38969
702,72182,HTI,North America,Haiti,2022-04-30,30690.0,0.0,7.143,835.0,0.0,0.0,2659.058,0.0,0.619,72.346,0.0,0.0,0.89,1179.0,14.052,22319.0,331.034,46.0,4.401,1280.0,123.42399999999999,196826.0,263.0,17.053,0.023,180.0,0.016,0.0317,31.5,tests performed,268991.0,176791.0,123438.0,61744.0,4278.0,265.0,2.33,1.53,1.07,7.81,23.0,181.0,0.002,34.26,11541683.0,398.44800000000004,24.3,4.8,2.9539999999999997,1653.1729999999998,23.5,430.548,6.65,2.9,23.1,22.863000000000003,0.7,64.0,0.51,43113.3,25.35,10.04,2362.38969
703,31748,CYM,North America,Cayman Islands,2022-04-30,22223.0,0.0,66.857,27.0,0.0,0.0,334190.502,0.0,1005.4010000000001,406.027,0.0,0.0,1.2,444.0,11.663,6822.0,179.206,,,965.0,82.958,60871310.0,243.0,1599.019,0.43200000000000005,324.0,0.5770000000000001,0.1168,8.6,tests performed,142710.0,60801.0,58846.0,22889.0,226.0,50.0,214.61,91.43,88.49,34.42,752.0,5.0,0.008,52.78,66498.0,256.496,25.7,4.46,3.437,49903.029,0.5,182.21900000000002,13.22,2.1,16.5,2.735,2.1,83.92,0.665,188.6,6.81,13.94,335.6463149
704,174796,VIR,North America,United States Virgin Islands,2022-04-30,81620383.0,114308.0,61513.429000000004,996704.0,1960.0,556.571,245168.78100000002,343.355,184.77200000000002,2993.869,5.8870000000000005,1.672,1.15,1696.0,5.093999999999999,14166.0,42.551,260.0,5.562,16627.0,49.943999999999996,110986.0,38.0,1064.941,0.365,82.0,0.787,0.17300000000000001,5.8,tests performed,577306842.0,257881623.0,219902417.0,100901425.0,29427.0,262066.0,173.88,77.67,66.23,30.39,789.0,32524.0,0.01,36.11,104218.0,306.48,42.2,18.601,10.799000000000001,54225.445999999996,1.2,273.67,12.26,19.1,24.6,21.221999999999998,2.77,80.58,0.9259999999999999,1075395.3,16.6,1.59,3230.239133
705,10453,AUS,Oceania,Australia,2022-04-30,5953142.0,25614.0,38220.0,7250.0,14.0,38.143,230847.367,993.2439999999999,1482.0720000000001,281.13599999999997,0.5429999999999999,1.479,0.94,149.0,5.778,3099.0,120.171,,,,,69345105.0,80144.0,2689.0229999999997,3.108,76482.0,2.966,0.215,4.7,tests performed,57229797.0,22278774.0,21527099.0,13423924.0,14417.0,18220.0,221.92,86.39,83.48,52.05,707.0,1580.0,0.006,43.06,25788217.0,3.202,37.9,15.504000000000001,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,94.04299999999999,3.84,83.44,0.9440000000000001,2888.2,0.83,22.77,111.996886
706,149855,SVK,Europe,Slovakia,2022-04-30,2528216.0,0.0,1252.5710000000001,19879.0,0.0,7.143,463954.98799999995,0.0,229.86,3648.012,0.0,1.311,0.48,77.0,14.13,964.0,176.90400000000002,5.0,0.917,256.0,46.941,51038061.0,5676.0,9366.036,1.042,11049.0,2.028,0.109,9.2,tests performed,7066246.0,2821149.0,2765988.0,1646796.0,6203.0,82.0,129.67,51.77,50.76,30.22,15.0,8.0,0.0,14.81,5449270.0,113.12799999999999,41.2,15.07,9.167,30155.152000000002,0.7,287.959,7.29,23.1,37.7,19.275,5.82,77.54,0.86,26172.7,21.37,15.26,4802.973609000001
707,43908,COD,Africa,Democratic Republic of Congo,2022-04-30,87023.0,0.0,0.0,1337.0,0.0,0.0,942.0319999999999,0.0,0.0,14.472999999999999,0.0,0.0,0.36,41.0,3.823,533.0,49.699,32.0,2.984,594.0,55.387,54336121.0,2098.0,5066.516,0.023,2085.0,0.023,0.0636,15.7,samples tested,881240.0,802182.0,515732.0,4164148.0,42303.0,825.0,0.95,0.87,0.56,38.83,9.0,1290.0,0.001,28.7,92377986.0,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,30.5,38.3,4.4719999999999995,6.63,60.68,0.48,41572.6,16.7,-6.81,3876.3946619999997
708,177731,VUT,Oceania,Vanuatu,2022-04-30,7330.0,0.0,76.714,13.0,0.0,0.14300000000000002,23309.504,0.0,243.953,41.34,0.0,0.45399999999999996,0.96,1696.0,5.093999999999999,14166.0,42.551,260.0,5.562,16627.0,49.943999999999996,11989.0,2072.0,38.125,0.595,76.0,0.242,0.0132,76.0,people tested,301000.0,172232.0,118158.0,4571851.0,145313.0,2806.0,95.72,54.77,37.57,13.47,8923.0,2806.0,0.892,69.91,314464.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,4.0,70.47,0.609,38486.9,10.93,1.96,1134.110282
709,70622,GNB,Africa,Guinea-Bissau,2022-04-30,8202.0,0.0,2.4290000000000003,171.0,0.0,0.0,4069.482,0.0,1.205,84.84299999999999,0.0,0.0,0.44,1179.0,14.052,22319.0,331.034,46.0,4.401,1280.0,123.42399999999999,133360.0,10381.0,66.168,0.569,221.0,0.11,0.011000000000000001,91.0,tests performed,562620.0,519455.0,341495.0,20.0,1658.0,8.0,27.91,25.77,16.94,0.0,4.0,5.0,0.0,49.07,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,35.3,52.0,6.403,0.3,58.32,0.48,43113.3,25.35,10.04,2362.38969
710,51841,EST,Europe,Estonia,2022-04-30,572193.0,276.0,302.42900000000003,2539.0,1.0,1.143,431782.50899999996,208.27200000000002,228.21599999999998,1915.955,0.755,0.862,0.66,3.0,2.2640000000000002,156.0,117.719,2.0,1.504,138.0,104.506,3346841.0,1507.0,2525.5589999999997,1.137,2352.0,1.775,0.1286,7.8,tests performed,1982941.0,860646.0,844921.0,467157.0,165.0,300.0,149.63,64.95,63.76,35.25,226.0,49.0,0.004,32.41,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.56900000000002,4.02,24.5,39.3,24.64,4.69,78.74,0.892,3728.1,10.11,1.57,2813.2612129999998
711,8789,ABW,North America,Aruba,2022-04-30,34846.0,0.0,36.714,212.0,0.0,0.0,325071.132,0.0,342.5,1977.704,0.0,0.0,0.58,372.0,8.157,,,,,,,3060433.0,1630.0,1031.099,0.5489999999999999,2375.0,0.8,0.001,1000.0,tests performed,170323.0,88386.0,81937.0,41766.0,30.0,24.0,158.89,82.45,76.44,1.41,224.0,13.0,0.012,25.0,107195.0,584.8,41.2,13.085,7.452000000000001,35973.781,1.8,341.01,11.62,1.5,52.1,94.04299999999999,4.2,76.29,0.7759999999999999,352.2,26.0,11.85,3285.6010079999996
712,46284,DMA,North America,Dominica,2022-04-30,12033.0,0.0,3.1430000000000002,63.0,0.0,0.0,166726.708,0.0,43.547,872.915,0.0,0.0,0.55,5.0,0.86,539.0,92.71799999999999,32.0,2.984,377.0,64.851,188110.0,354.0,2606.4120000000003,4.905,102.0,1.413,0.0322,31.0,tests performed,66434.0,32598.0,30190.0,3646.0,270.0,11.0,92.05,45.17,41.83,5.05,152.0,4.0,0.006,16.67,72172.0,98.56700000000001,25.4,4.213,2.38,9673.367,22.5,227.37599999999998,11.62,1.7,24.5,4.4719999999999995,3.8,75.0,0.742,1622.8,1.25,-2.19,279.1528808
713,155243,SSD,Africa,South Sudan,2022-04-30,17461.0,0.0,5.571000000000001,138.0,0.0,0.0,1534.1729999999998,0.0,0.49,12.125,0.0,0.0,1.06,417.0,8.128,2201.0,36.658,432.0,8.42,3251.0,63.36600000000001,379731.0,798.0,33.364000000000004,0.07,795.0,0.07,0.006999999999999999,142.7,tests performed,668680.0,619938.0,576431.0,35749147.0,4158.0,3222.0,5.88,5.45,5.06,69.68,283.0,3222.0,0.027999999999999997,36.11,11381377.0,527.967,19.2,3.4410000000000003,2.032,1569.888,0.2,280.775,10.43,6.2,40.9,43.993,12.27,57.85,0.433,12312.1,1.82,29.35,239.9776989
714,176409,URY,South America,Uruguay,2022-04-30,897867.0,0.0,298.857,7203.0,0.0,0.857,257626.353,0.0,85.75200000000001,2066.768,0.0,0.24600000000000002,0.04,1696.0,5.093999999999999,14166.0,42.551,260.0,5.562,16627.0,49.943999999999996,6086835.0,2072.0,1746.505,0.595,3188.0,0.915,0.0836,12.0,people tested,8170744.0,2983082.0,2862540.0,2325122.0,1.0,3192.0,234.44,85.59,82.14,66.72,916.0,430.0,0.012,26.85,3485152.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,0.1,160.708,6.93,14.0,19.9,21.221999999999998,2.8,77.91,0.8170000000000001,3110.1,4.26,3.18,892.3857552999999
715,6329,ATG,North America,Antigua and Barbuda,2022-04-30,7626.0,0.0,7.857,136.0,0.0,0.14300000000000002,77242.525,0.0,79.584,1377.5220000000002,0.0,1.4469999999999998,0.5,1.0,0.022000000000000002,,,,,,,16700.0,1459.0,169.15200000000002,0.043,26.0,0.263,0.0055,181.8,tests performed,125605.0,63918.0,61687.0,2630.0,305.0,13.0,127.22,64.74,62.48,17.39,132.0,5.0,0.005,37.04,98728.0,231.845,32.1,6.933,4.631,21490.943,0.5,191.511,13.17,29.0,37.8,26.664,3.8,77.02,0.778,-61.0,-4.75,-24.71,-617.8591686000001
716,165631,TGO,Africa,Togo,2022-04-30,36985.0,0.0,1.143,273.0,0.0,0.0,4362.343,0.0,0.135,32.2,0.0,0.0,1.04,56.0,6.425,814.0,93.397,260.0,5.562,139.0,15.949000000000002,729891.0,877.0,86.09,0.10300000000000001,382.0,0.045,0.003,334.2,tests performed,3290821.0,2037429.0,1557538.0,40962.0,7881.0,4968.0,38.81,24.03,18.37,0.48,586.0,4462.0,0.053,35.19,8478242.0,143.366,19.4,2.839,1.525,1429.8129999999999,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,78116.7,6.91,25.39,1116.737062
717,118293,NCL,Oceania,New Caledonia,2022-04-30,60653.0,0.0,8.571,312.0,0.0,0.0,210442.13199999998,0.0,29.739,1082.518,0.0,0.0,0.39,49.0,2.853,642.0,37.384,33.0,1.922,456.0,26.553,30570200.0,2766.0,1780.122,0.161,2300.0,0.134,0.514,1.9,tests performed,459318.0,188104.0,179994.0,9288749.0,30656.0,53.0,159.37,65.26,62.45,54.09,184.0,5.0,0.002,23.15,288217.0,15.342,33.4,9.954,6.489,48472.545,15.0,109.361,23.36,24.4,27.3,47.782,3.32,77.55,0.9440000000000001,-89.2,-5.43,-4.34,-309.4890308
718,59894,PYF,Oceania,French Polynesia,2022-04-30,72720.0,0.0,10.286,648.0,0.0,0.0,257384.952,0.0,36.405,2293.529,0.0,0.0,0.72,1465.0,21.729,22319.0,331.034,701.0,10.397,7104.0,105.366,269682746.0,194665.0,3999.922,2.887,238012.0,3.53,0.299,3.3,people tested,451708.0,186801.0,180807.0,37536927.0,405.0,16.0,159.88,66.12,63.99,55.67,57.0,16.0,0.006,23.15,282534.0,77.324,32.7,7.775,4.593,38605.671,1.4,86.06,22.63,30.1,35.6,7.96,5.98,77.66,0.9009999999999999,469.9,15.79,144.46,1663.162664
