index,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
338,Austria,2021-01-18,-63.0,-22.0,-31.0,-47.0,-36.0,13.0
339,Austria,2021-01-19,-63.0,-18.0,-15.0,-47.0,-36.0,13.0
340,Austria,2021-01-20,-63.0,-18.0,-4.0,-44.0,-36.0,13.0
341,Austria,2021-01-21,-65.0,-16.0,-29.0,-47.0,-36.0,14.0
342,Austria,2021-01-22,-65.0,-15.0,-16.0,-47.0,-36.0,14.0
343,Austria,2021-01-23,-72.0,-22.0,-40.0,-55.0,-31.0,12.0
344,Austria,2021-01-24,-71.0,-39.0,-10.0,-48.0,-27.0,7.0
345,Austria,2021-01-25,-62.0,-20.0,-20.0,-46.0,-35.0,12.0
346,Austria,2021-01-26,-64.0,-22.0,-22.0,-47.0,-36.0,14.0
347,Austria,2021-01-27,-63.0,-20.0,-16.0,-46.0,-36.0,13.0
348,Austria,2021-01-28,-66.0,-20.0,-40.0,-48.0,-37.0,15.0
349,Austria,2021-01-29,-65.0,-15.0,-42.0,-49.0,-36.0,15.0
78472,Switzerland,2020-02-15,-1.0,-1.0,31.0,6.0,-2.0,-1.0
78473,Switzerland,2020-02-16,10.0,12.0,30.0,8.0,-2.0,-1.0
78474,Switzerland,2020-02-17,-3.0,-4.0,-3.0,-2.0,-1.0,1.0
78475,Switzerland,2020-02-18,3.0,1.0,34.0,3.0,-2.0,1.0
78476,Switzerland,2020-02-19,-4.0,-4.0,-11.0,-4.0,-3.0,1.0
78477,Switzerland,2020-02-20,2.0,-1.0,46.0,5.0,-5.0,0.0
78478,Switzerland,2020-02-21,-1.0,-1.0,26.0,1.0,-6.0,1.0
78479,Switzerland,2020-02-22,1.0,0.0,57.0,14.0,-1.0,-2.0
78480,Switzerland,2020-02-23,14.0,18.0,27.0,13.0,0.0,-1.0
78481,Switzerland,2020-02-24,6.0,3.0,74.0,7.0,-3.0,0.0
78482,Switzerland,2020-02-25,4.0,6.0,17.0,3.0,-4.0,1.0
78483,Switzerland,2020-02-26,-5.0,0.0,-20.0,-5.0,-4.0,2.0
78484,Switzerland,2020-02-27,-5.0,1.0,-22.0,-5.0,-5.0,2.0
78485,Switzerland,2020-02-28,-1.0,8.0,16.0,-1.0,-4.0,2.0
78486,Switzerland,2020-02-29,-6.0,4.0,-14.0,-7.0,-2.0,2.0
78487,Switzerland,2020-03-01,3.0,8.0,29.0,2.0,-1.0,1.0
78488,Switzerland,2020-03-02,-7.0,-1.0,-24.0,-7.0,-1.0,3.0
78489,Switzerland,2020-03-03,-1.0,4.0,7.0,-3.0,0.0,2.0
78490,Switzerland,2020-03-04,-3.0,1.0,8.0,-2.0,-1.0,1.0
78491,Switzerland,2020-03-05,-11.0,-4.0,-36.0,-11.0,-2.0,3.0
78492,Switzerland,2020-03-06,-6.0,1.0,-12.0,-8.0,-2.0,3.0
78493,Switzerland,2020-03-07,-4.0,2.0,-3.0,-9.0,-2.0,3.0
78494,Switzerland,2020-03-08,6.0,7.0,47.0,3.0,-3.0,0.0
78495,Switzerland,2020-03-09,-8.0,-1.0,-17.0,-8.0,0.0,3.0
78496,Switzerland,2020-03-10,-10.0,-1.0,-26.0,-10.0,-1.0,4.0
78497,Switzerland,2020-03-11,-7.0,2.0,10.0,-6.0,-2.0,3.0
78498,Switzerland,2020-03-12,-11.0,8.0,-1.0,-11.0,-4.0,4.0
78499,Switzerland,2020-03-13,-13.0,24.0,1.0,-15.0,-6.0,5.0
78500,Switzerland,2020-03-14,-25.0,12.0,-6.0,-26.0,-7.0,8.0
78501,Switzerland,2020-03-15,-27.0,2.0,66.0,-16.0,-13.0,5.0
78502,Switzerland,2020-03-16,-17.0,24.0,14.0,-30.0,-20.0,10.0
78503,Switzerland,2020-03-17,-57.0,1.0,21.0,-42.0,-33.0,17.0
78504,Switzerland,2020-03-18,-62.0,-4.0,22.0,-45.0,-38.0,18.0
78505,Switzerland,2020-03-19,-65.0,-10.0,19.0,-51.0,-46.0,21.0
78506,Switzerland,2020-03-20,-67.0,-4.0,-11.0,-56.0,-45.0,24.0
78507,Switzerland,2020-03-21,-78.0,-26.0,-29.0,-62.0,-43.0,19.0
78508,Switzerland,2020-03-22,-82.0,-49.0,-40.0,-66.0,-45.0,15.0
78509,Switzerland,2020-03-23,-68.0,-20.0,-19.0,-59.0,-46.0,22.0
78510,Switzerland,2020-03-24,-69.0,-19.0,-5.0,-58.0,-49.0,24.0
78511,Switzerland,2020-03-25,-70.0,-19.0,-20.0,-59.0,-49.0,23.0
78512,Switzerland,2020-03-26,-70.0,-18.0,-23.0,-61.0,-50.0,24.0
78513,Switzerland,2020-03-27,-69.0,-13.0,-3.0,-58.0,-49.0,26.0
78514,Switzerland,2020-03-28,-73.0,-19.0,18.0,-53.0,-43.0,17.0
78515,Switzerland,2020-03-29,-81.0,-51.0,-41.0,-68.0,-46.0,15.0
78516,Switzerland,2020-03-30,-71.0,-22.0,-46.0,-62.0,-48.0,23.0
78517,Switzerland,2020-03-31,-84.0,-2.0,1.0,-53.0,-49.0,23.0
78518,Switzerland,2020-04-01,-84.0,-5.0,7.0,-52.0,-48.0,22.0
78519,Switzerland,2020-04-02,-84.0,-3.0,8.0,-53.0,-50.0,23.0
78520,Switzerland,2020-04-03,-79.0,2.0,8.0,-54.0,-48.0,25.0
78521,Switzerland,2020-04-04,-82.0,-5.0,15.0,-51.0,-42.0,17.0
78522,Switzerland,2020-04-05,-76.0,-25.0,42.0,-48.0,-42.0,12.0
78523,Switzerland,2020-04-06,-76.0,-5.0,21.0,-51.0,-47.0,21.0
78524,Switzerland,2020-04-07,-72.0,1.0,42.0,-50.0,-48.0,21.0
78525,Switzerland,2020-04-08,-72.0,9.0,26.0,-51.0,-48.0,20.0
78526,Switzerland,2020-04-09,-70.0,25.0,22.0,-50.0,-50.0,21.0
78527,Switzerland,2020-04-10,-87.0,-75.0,75.0,-61.0,-85.0,34.0
78528,Switzerland,2020-04-11,-77.0,11.0,27.0,-47.0,-41.0,15.0
78529,Switzerland,2020-04-12,-78.0,-30.0,33.0,-49.0,-39.0,11.0
78530,Switzerland,2020-04-13,-86.0,-80.0,83.0,-61.0,-85.0,30.0
78531,Switzerland,2020-04-14,-73.0,-4.0,11.0,-52.0,-47.0,21.0
78532,Switzerland,2020-04-15,-74.0,-14.0,30.0,-49.0,-46.0,20.0
78533,Switzerland,2020-04-16,-72.0,-14.0,30.0,-51.0,-47.0,21.0
78534,Switzerland,2020-04-17,-72.0,-10.0,39.0,-50.0,-46.0,22.0
78535,Switzerland,2020-04-18,-76.0,-14.0,33.0,-46.0,-36.0,15.0
78536,Switzerland,2020-04-19,-74.0,-21.0,36.0,-46.0,-36.0,11.0
78537,Switzerland,2020-04-20,-70.0,-21.0,15.0,-51.0,-43.0,20.0
78538,Switzerland,2020-04-21,-71.0,-15.0,17.0,-50.0,-43.0,20.0
78539,Switzerland,2020-04-22,-70.0,-16.0,46.0,-46.0,-42.0,19.0
78540,Switzerland,2020-04-23,-70.0,-12.0,44.0,-47.0,-43.0,19.0
78541,Switzerland,2020-04-24,-70.0,-4.0,40.0,-46.0,-42.0,21.0
78542,Switzerland,2020-04-25,-74.0,-10.0,27.0,-44.0,-34.0,14.0
78543,Switzerland,2020-04-26,-73.0,-20.0,19.0,-47.0,-34.0,11.0
78544,Switzerland,2020-04-27,-59.0,-7.0,29.0,-40.0,-37.0,16.0
78545,Switzerland,2020-04-28,-64.0,-7.0,-25.0,-47.0,-39.0,18.0
78546,Switzerland,2020-04-29,-64.0,-6.0,-4.0,-43.0,-38.0,18.0
78547,Switzerland,2020-04-30,-62.0,-1.0,-42.0,-49.0,-40.0,19.0
78548,Switzerland,2020-05-01,-71.0,-30.0,-25.0,-56.0,-57.0,27.0
78549,Switzerland,2020-05-02,-66.0,-2.0,-34.0,-48.0,-31.0,15.0
78550,Switzerland,2020-05-03,-68.0,,41.0,-38.0,-30.0,9.0
78551,Switzerland,2020-05-04,-55.0,-9.0,42.0,-38.0,-35.0,15.0
78552,Switzerland,2020-05-05,-60.0,-8.0,-19.0,-46.0,-36.0,18.0
78553,Switzerland,2020-05-06,-59.0,-5.0,19.0,-39.0,-35.0,16.0
78554,Switzerland,2020-05-07,-53.0,-2.0,56.0,-38.0,-36.0,15.0
78555,Switzerland,2020-05-08,-54.0,2.0,58.0,-38.0,-34.0,16.0
78556,Switzerland,2020-05-09,-56.0,2.0,67.0,-32.0,-21.0,9.0
78557,Switzerland,2020-05-10,-61.0,-9.0,43.0,-33.0,-19.0,7.0
78558,Switzerland,2020-05-11,-35.0,-6.0,-29.0,-38.0,-27.0,14.0
78559,Switzerland,2020-05-12,-33.0,1.0,3.0,-33.0,-27.0,14.0
78560,Switzerland,2020-05-13,-39.0,-5.0,-31.0,-38.0,-28.0,14.0
78561,Switzerland,2020-05-14,-36.0,1.0,-15.0,-36.0,-29.0,13.0
78562,Switzerland,2020-05-15,-35.0,2.0,-11.0,-35.0,-27.0,14.0
78563,Switzerland,2020-05-16,-33.0,2.0,27.0,-27.0,-12.0,9.0
78564,Switzerland,2020-05-17,-37.0,-1.0,100.0,-21.0,-14.0,5.0
78565,Switzerland,2020-05-18,-26.0,0.0,56.0,-28.0,-25.0,11.0
78566,Switzerland,2020-05-19,-25.0,8.0,69.0,-25.0,-26.0,11.0
78567,Switzerland,2020-05-20,-16.0,25.0,13.0,-21.0,-27.0,8.0
78568,Switzerland,2020-05-21,-58.0,-71.0,145.0,-31.0,-81.0,20.0
78569,Switzerland,2020-05-22,-18.0,18.0,54.0,-29.0,-53.0,15.0
78570,Switzerland,2020-05-23,-35.0,-6.0,-39.0,-40.0,-15.0,11.0
78571,Switzerland,2020-05-24,-32.0,-4.0,32.0,-18.0,-10.0,4.0
78572,Switzerland,2020-05-25,-17.0,3.0,-3.0,-26.0,-25.0,10.0
78573,Switzerland,2020-05-26,-17.0,6.0,10.0,-23.0,-24.0,10.0
78574,Switzerland,2020-05-27,-19.0,4.0,9.0,-22.0,-24.0,9.0
78575,Switzerland,2020-05-28,-20.0,8.0,-5.0,-25.0,-25.0,10.0
78576,Switzerland,2020-05-29,-19.0,12.0,8.0,-23.0,-24.0,9.0
78577,Switzerland,2020-05-30,-20.0,10.0,21.0,-16.0,-2.0,4.0
78578,Switzerland,2020-05-31,-19.0,14.0,82.0,-3.0,-4.0,1.0
78579,Switzerland,2020-06-01,-48.0,-65.0,145.0,-29.0,-77.0,17.0
78580,Switzerland,2020-06-02,-15.0,17.0,18.0,-19.0,-21.0,7.0
78581,Switzerland,2020-06-03,-21.0,5.0,-12.0,-23.0,-22.0,9.0
78582,Switzerland,2020-06-04,-24.0,2.0,-51.0,-32.0,-23.0,11.0
78583,Switzerland,2020-06-05,-20.0,5.0,-25.0,-29.0,-21.0,11.0
78584,Switzerland,2020-06-06,-17.0,3.0,-21.0,-27.0,-3.0,6.0
78585,Switzerland,2020-06-07,-42.0,-21.0,-41.0,-40.0,-11.0,8.0
78586,Switzerland,2020-06-08,-16.0,-2.0,-12.0,-24.0,-19.0,8.0
78587,Switzerland,2020-06-09,-16.0,1.0,-15.0,-24.0,-21.0,9.0
78588,Switzerland,2020-06-10,-15.0,4.0,-23.0,-24.0,-21.0,8.0
78589,Switzerland,2020-06-11,-21.0,-14.0,24.0,-25.0,-37.0,11.0
78590,Switzerland,2020-06-12,-13.0,6.0,71.0,-17.0,-26.0,7.0
78591,Switzerland,2020-06-13,-20.0,0.0,14.0,-22.0,-3.0,5.0
78592,Switzerland,2020-06-14,-31.0,-12.0,-12.0,-32.0,-5.0,5.0
78593,Switzerland,2020-06-15,-14.0,-1.0,9.0,-21.0,-19.0,7.0
78594,Switzerland,2020-06-16,-12.0,2.0,29.0,-17.0,-19.0,6.0
78595,Switzerland,2020-06-17,-17.0,-2.0,-18.0,-23.0,-21.0,8.0
78596,Switzerland,2020-06-18,-15.0,0.0,12.0,-20.0,-21.0,6.0
78597,Switzerland,2020-06-19,-15.0,1.0,14.0,-21.0,-21.0,6.0
78598,Switzerland,2020-06-20,-16.0,-2.0,49.0,-13.0,-1.0,1.0
78599,Switzerland,2020-06-21,-13.0,4.0,79.0,-8.0,-1.0,-1.0
78600,Switzerland,2020-06-22,-12.0,-1.0,52.0,-17.0,-21.0,5.0
78601,Switzerland,2020-06-23,-10.0,1.0,95.0,-11.0,-22.0,4.0
78602,Switzerland,2020-06-24,-12.0,1.0,78.0,-12.0,-20.0,3.0
78603,Switzerland,2020-06-25,-9.0,7.0,67.0,-12.0,-20.0,3.0
78604,Switzerland,2020-06-26,-11.0,6.0,50.0,-14.0,-20.0,4.0
78605,Switzerland,2020-06-27,-13.0,1.0,63.0,-8.0,-2.0,-1.0
78606,Switzerland,2020-06-28,-17.0,-1.0,41.0,-14.0,-1.0,1.0
78607,Switzerland,2020-06-29,-8.0,1.0,30.0,-17.0,-20.0,5.0
78608,Switzerland,2020-06-30,-3.0,5.0,112.0,-8.0,-18.0,3.0
78609,Switzerland,2020-07-01,-9.0,3.0,55.0,-13.0,-18.0,3.0
78610,Switzerland,2020-07-02,-8.0,6.0,30.0,-16.0,-19.0,5.0
78611,Switzerland,2020-07-03,-8.0,6.0,45.0,-15.0,-20.0,5.0
78612,Switzerland,2020-07-04,-14.0,0.0,96.0,-6.0,-2.0,-1.0
78613,Switzerland,2020-07-05,-8.0,11.0,124.0,0.0,-2.0,-3.0
78614,Switzerland,2020-07-06,-5.0,2.0,69.0,-17.0,-24.0,5.0
78615,Switzerland,2020-07-07,-3.0,6.0,128.0,-10.0,-24.0,3.0
78616,Switzerland,2020-07-08,-9.0,0.0,112.0,-12.0,-23.0,2.0
78617,Switzerland,2020-07-09,-10.0,3.0,107.0,-14.0,-25.0,3.0
78618,Switzerland,2020-07-10,-14.0,1.0,74.0,-18.0,-26.0,5.0
78619,Switzerland,2020-07-11,-15.0,-1.0,52.0,-17.0,-6.0,1.0
78620,Switzerland,2020-07-12,-6.0,13.0,132.0,0.0,-3.0,-3.0
78621,Switzerland,2020-07-13,-6.0,1.0,123.0,-15.0,-28.0,4.0
78622,Switzerland,2020-07-14,-6.0,1.0,146.0,-13.0,-29.0,4.0
78623,Switzerland,2020-07-15,-10.0,-2.0,44.0,-22.0,-27.0,6.0
78624,Switzerland,2020-07-16,-9.0,0.0,48.0,-23.0,-29.0,6.0
78625,Switzerland,2020-07-17,-12.0,-1.0,72.0,-21.0,-29.0,5.0
78626,Switzerland,2020-07-18,-19.0,-6.0,117.0,-9.0,-6.0,-2.0
78627,Switzerland,2020-07-19,-7.0,12.0,148.0,0.0,-4.0,-4.0
78628,Switzerland,2020-07-20,-9.0,-2.0,168.0,-15.0,-33.0,3.0
78629,Switzerland,2020-07-21,-7.0,0.0,135.0,-18.0,-34.0,5.0
78630,Switzerland,2020-07-22,-11.0,-4.0,97.0,-20.0,-31.0,5.0
78631,Switzerland,2020-07-23,-10.0,-2.0,126.0,-18.0,-33.0,4.0
78632,Switzerland,2020-07-24,-11.0,0.0,67.0,-22.0,-34.0,6.0
78633,Switzerland,2020-07-25,-18.0,-8.0,125.0,-8.0,-8.0,-3.0
78634,Switzerland,2020-07-26,-9.0,10.0,107.0,-8.0,-5.0,-2.0
78635,Switzerland,2020-07-27,-6.0,0.0,182.0,-15.0,-37.0,4.0
78636,Switzerland,2020-07-28,-8.0,1.0,151.0,-18.0,-37.0,6.0
78637,Switzerland,2020-07-29,-8.0,1.0,142.0,-17.0,-37.0,4.0
78638,Switzerland,2020-07-30,-10.0,5.0,151.0,-18.0,-39.0,4.0
78639,Switzerland,2020-07-31,-15.0,14.0,163.0,-18.0,-40.0,4.0
78640,Switzerland,2020-08-01,-57.0,-70.0,138.0,-15.0,-34.0,0.0
78641,Switzerland,2020-08-02,-21.0,7.0,37.0,-20.0,-10.0,1.0
78642,Switzerland,2020-08-03,-4.0,6.0,28.0,-26.0,-37.0,8.0
78643,Switzerland,2020-08-04,-3.0,3.0,85.0,-21.0,-37.0,7.0
78644,Switzerland,2020-08-05,-7.0,-3.0,150.0,-14.0,-35.0,4.0
78645,Switzerland,2020-08-06,-9.0,0.0,157.0,-15.0,-37.0,3.0
78646,Switzerland,2020-08-07,-14.0,-3.0,167.0,-16.0,-36.0,3.0
78647,Switzerland,2020-08-08,-20.0,-9.0,146.0,-8.0,-10.0,-3.0
78648,Switzerland,2020-08-09,-10.0,10.0,142.0,-4.0,-4.0,-3.0
78649,Switzerland,2020-08-10,-9.0,0.0,122.0,-16.0,-29.0,4.0
78650,Switzerland,2020-08-11,-7.0,1.0,162.0,-13.0,-28.0,4.0
78651,Switzerland,2020-08-12,-11.0,-2.0,121.0,-15.0,-28.0,3.0
78652,Switzerland,2020-08-13,-9.0,1.0,74.0,-19.0,-29.0,5.0
78653,Switzerland,2020-08-14,-10.0,3.0,84.0,-18.0,-29.0,5.0
78654,Switzerland,2020-08-15,-22.0,-21.0,145.0,-6.0,-14.0,-1.0
78655,Switzerland,2020-08-16,-9.0,11.0,115.0,-6.0,-3.0,-2.0
78656,Switzerland,2020-08-17,-7.0,2.0,60.0,-16.0,-24.0,5.0
78657,Switzerland,2020-08-18,-7.0,1.0,94.0,-13.0,-22.0,4.0
78658,Switzerland,2020-08-19,-9.0,-2.0,102.0,-11.0,-22.0,3.0
78659,Switzerland,2020-08-20,-11.0,-2.0,121.0,-12.0,-23.0,2.0
78660,Switzerland,2020-08-21,-14.0,-3.0,148.0,-11.0,-24.0,2.0
78661,Switzerland,2020-08-22,-15.0,-5.0,61.0,-15.0,-8.0,1.0
78662,Switzerland,2020-08-23,-7.0,4.0,93.0,-8.0,-5.0,-1.0
78663,Switzerland,2020-08-24,-8.0,-1.0,86.0,-12.0,-20.0,3.0
78664,Switzerland,2020-08-25,-4.0,3.0,114.0,-8.0,-21.0,2.0
78665,Switzerland,2020-08-26,-8.0,1.0,95.0,-9.0,-20.0,2.0
78666,Switzerland,2020-08-27,-8.0,1.0,92.0,-11.0,-21.0,2.0
78667,Switzerland,2020-08-28,-14.0,-1.0,21.0,-17.0,-22.0,4.0
78668,Switzerland,2020-08-29,-15.0,-5.0,-7.0,-23.0,-11.0,3.0
78669,Switzerland,2020-08-30,-26.0,-15.0,-30.0,-32.0,-14.0,4.0
78670,Switzerland,2020-08-31,-8.0,-1.0,41.0,-14.0,-20.0,4.0
78671,Switzerland,2020-09-01,-7.0,0.0,68.0,-11.0,-20.0,3.0
78672,Switzerland,2020-09-02,-9.0,-2.0,65.0,-12.0,-20.0,2.0
78673,Switzerland,2020-09-03,-9.0,0.0,82.0,-12.0,-21.0,2.0
78674,Switzerland,2020-09-04,-9.0,-1.0,116.0,-9.0,-21.0,1.0
78675,Switzerland,2020-09-05,-12.0,-7.0,112.0,-6.0,-10.0,-3.0
78676,Switzerland,2020-09-06,-13.0,-1.0,42.0,-18.0,-11.0,1.0
78677,Switzerland,2020-09-07,-8.0,0.0,53.0,-14.0,-20.0,3.0
78678,Switzerland,2020-09-08,-6.0,0.0,108.0,-8.0,-21.0,2.0
78679,Switzerland,2020-09-09,-9.0,-4.0,95.0,-9.0,-19.0,1.0
78680,Switzerland,2020-09-10,-12.0,-4.0,86.0,-13.0,-23.0,2.0
78681,Switzerland,2020-09-11,-10.0,-1.0,95.0,-11.0,-21.0,1.0
78682,Switzerland,2020-09-12,-11.0,-6.0,100.0,-7.0,-8.0,-3.0
78683,Switzerland,2020-09-13,-1.0,7.0,127.0,0.0,-8.0,-4.0
78684,Switzerland,2020-09-14,-9.0,-2.0,102.0,-10.0,-17.0,1.0
78685,Switzerland,2020-09-15,-8.0,0.0,119.0,-7.0,-16.0,1.0
78686,Switzerland,2020-09-16,-11.0,-4.0,82.0,-10.0,-16.0,1.0
78687,Switzerland,2020-09-17,-11.0,-2.0,82.0,-12.0,-18.0,1.0
78688,Switzerland,2020-09-18,-11.0,-2.0,91.0,-11.0,-18.0,1.0
78689,Switzerland,2020-09-19,-13.0,-5.0,67.0,-11.0,-10.0,-1.0
78690,Switzerland,2020-09-20,-6.0,3.0,81.0,-9.0,-8.0,-1.0
78691,Switzerland,2020-09-21,-14.0,-11.0,75.0,-15.0,-26.0,4.0
78692,Switzerland,2020-09-22,-10.0,-1.0,69.0,-10.0,-17.0,3.0
78693,Switzerland,2020-09-23,-14.0,-3.0,40.0,-12.0,-16.0,3.0
78694,Switzerland,2020-09-24,-15.0,-3.0,21.0,-15.0,-18.0,4.0
78695,Switzerland,2020-09-25,-14.0,0.0,-4.0,-16.0,-18.0,5.0
78696,Switzerland,2020-09-26,-13.0,-2.0,-14.0,-22.0,-10.0,2.0
78697,Switzerland,2020-09-27,-18.0,-10.0,4.0,-20.0,-11.0,3.0
78698,Switzerland,2020-09-28,-9.0,-2.0,30.0,-14.0,-19.0,4.0
78699,Switzerland,2020-09-29,-9.0,0.0,29.0,-14.0,-20.0,5.0
78700,Switzerland,2020-09-30,-9.0,-3.0,58.0,-9.0,-20.0,2.0
78701,Switzerland,2020-10-01,-13.0,-1.0,17.0,-15.0,-19.0,4.0
78702,Switzerland,2020-10-02,-13.0,-1.0,6.0,-17.0,-20.0,5.0
78703,Switzerland,2020-10-03,-12.0,-3.0,-2.0,-19.0,-11.0,2.0
78704,Switzerland,2020-10-04,-12.0,-6.0,29.0,-14.0,-10.0,2.0
78705,Switzerland,2020-10-05,-11.0,-3.0,8.0,-18.0,-22.0,5.0
78706,Switzerland,2020-10-06,-10.0,-2.0,22.0,-16.0,-23.0,5.0
78707,Switzerland,2020-10-07,-13.0,-5.0,12.0,-18.0,-22.0,5.0
78708,Switzerland,2020-10-08,-12.0,-3.0,57.0,-15.0,-23.0,3.0
78709,Switzerland,2020-10-09,-14.0,-4.0,56.0,-16.0,-24.0,4.0
78710,Switzerland,2020-10-10,-18.0,-5.0,-10.0,-26.0,-10.0,3.0
78711,Switzerland,2020-10-11,-21.0,-10.0,20.0,-22.0,-11.0,3.0
78712,Switzerland,2020-10-12,-14.0,-4.0,24.0,-19.0,-21.0,5.0
78713,Switzerland,2020-10-13,-11.0,-2.0,47.0,-16.0,-21.0,5.0
78714,Switzerland,2020-10-14,-15.0,-4.0,25.0,-17.0,-20.0,5.0
78715,Switzerland,2020-10-15,-17.0,-1.0,-9.0,-23.0,-22.0,7.0
78716,Switzerland,2020-10-16,-17.0,-1.0,0.0,-23.0,-22.0,7.0
78717,Switzerland,2020-10-17,-19.0,-4.0,6.0,-24.0,-10.0,4.0
78718,Switzerland,2020-10-18,-22.0,-9.0,35.0,-20.0,-12.0,3.0
78719,Switzerland,2020-10-19,-17.0,-4.0,34.0,-18.0,-19.0,6.0
78720,Switzerland,2020-10-20,-16.0,-3.0,46.0,-18.0,-20.0,7.0
78721,Switzerland,2020-10-21,-20.0,-5.0,28.0,-20.0,-20.0,7.0
78722,Switzerland,2020-10-22,-21.0,-2.0,9.0,-24.0,-22.0,8.0
78723,Switzerland,2020-10-23,-24.0,-3.0,-26.0,-29.0,-22.0,10.0
78724,Switzerland,2020-10-24,-19.0,0.0,18.0,-25.0,-9.0,6.0
78725,Switzerland,2020-10-25,-18.0,-2.0,75.0,-15.0,-12.0,3.0
78726,Switzerland,2020-10-26,-24.0,-7.0,-31.0,-28.0,-19.0,9.0
78727,Switzerland,2020-10-27,-17.0,1.0,19.0,-21.0,-20.0,8.0
78728,Switzerland,2020-10-28,-22.0,-3.0,-2.0,-24.0,-19.0,9.0
78729,Switzerland,2020-10-29,-24.0,-1.0,-15.0,-28.0,-21.0,10.0
78730,Switzerland,2020-10-30,-22.0,2.0,27.0,-25.0,-20.0,10.0
78731,Switzerland,2020-10-31,-23.0,0.0,30.0,-27.0,-10.0,7.0
78732,Switzerland,2020-11-01,-37.0,-16.0,11.0,-34.0,-18.0,7.0
78733,Switzerland,2020-11-02,-20.0,-5.0,33.0,-24.0,-20.0,8.0
78734,Switzerland,2020-11-03,-26.0,-4.0,-10.0,-28.0,-22.0,11.0
78735,Switzerland,2020-11-04,-28.0,-5.0,-24.0,-30.0,-21.0,11.0
78736,Switzerland,2020-11-05,-30.0,0.0,-16.0,-31.0,-22.0,11.0
78737,Switzerland,2020-11-06,-29.0,1.0,6.0,-29.0,-21.0,12.0
78738,Switzerland,2020-11-07,-29.0,0.0,16.0,-31.0,-15.0,9.0
78739,Switzerland,2020-11-08,-40.0,-16.0,36.0,-30.0,-21.0,7.0
78740,Switzerland,2020-11-09,-28.0,-5.0,13.0,-27.0,-20.0,10.0
78741,Switzerland,2020-11-10,-28.0,-1.0,12.0,-26.0,-21.0,10.0
78742,Switzerland,2020-11-11,-30.0,-4.0,1.0,-27.0,-21.0,10.0
78743,Switzerland,2020-11-12,-30.0,-1.0,8.0,-27.0,-21.0,10.0
78744,Switzerland,2020-11-13,-29.0,2.0,14.0,-27.0,-20.0,11.0
78745,Switzerland,2020-11-14,-26.0,2.0,36.0,-26.0,-13.0,7.0
78746,Switzerland,2020-11-15,-36.0,-11.0,54.0,-25.0,-20.0,6.0
78747,Switzerland,2020-11-16,-29.0,-5.0,-16.0,-29.0,-19.0,10.0
78748,Switzerland,2020-11-17,-27.0,-2.0,18.0,-25.0,-19.0,10.0
78749,Switzerland,2020-11-18,-29.0,-4.0,17.0,-24.0,-19.0,10.0
78750,Switzerland,2020-11-19,-32.0,-2.0,-27.0,-32.0,-20.0,11.0
78751,Switzerland,2020-11-20,-29.0,2.0,-19.0,-30.0,-19.0,12.0
78752,Switzerland,2020-11-21,-25.0,2.0,0.0,-32.0,-13.0,9.0
78753,Switzerland,2020-11-22,-41.0,-16.0,24.0,-31.0,-21.0,7.0
78754,Switzerland,2020-11-23,-27.0,-5.0,-7.0,-28.0,-18.0,10.0
78755,Switzerland,2020-11-24,-26.0,-2.0,0.0,-26.0,-19.0,10.0
78756,Switzerland,2020-11-25,-24.0,0.0,-11.0,-26.0,-18.0,10.0
78757,Switzerland,2020-11-26,-23.0,4.0,-13.0,-27.0,-19.0,10.0
78758,Switzerland,2020-11-27,-18.0,8.0,-8.0,-25.0,-18.0,10.0
78759,Switzerland,2020-11-28,-20.0,6.0,-11.0,-30.0,-10.0,8.0
78760,Switzerland,2020-11-29,-41.0,-17.0,-15.0,-37.0,-18.0,8.0
78761,Switzerland,2020-11-30,-21.0,0.0,-17.0,-27.0,-17.0,9.0
78762,Switzerland,2020-12-01,-26.0,1.0,-22.0,-24.0,-18.0,10.0
78763,Switzerland,2020-12-02,-25.0,1.0,-27.0,-27.0,-17.0,10.0
78764,Switzerland,2020-12-03,-24.0,6.0,-14.0,-26.0,-17.0,9.0
78765,Switzerland,2020-12-04,-28.0,2.0,-29.0,-28.0,-17.0,12.0
78766,Switzerland,2020-12-05,-25.0,6.0,-32.0,-33.0,-11.0,9.0
78767,Switzerland,2020-12-06,-46.0,-17.0,-24.0,-37.0,-18.0,8.0
78768,Switzerland,2020-12-07,-22.0,0.0,-19.0,-26.0,-20.0,10.0
78769,Switzerland,2020-12-08,-26.0,-8.0,-9.0,-29.0,-29.0,13.0
78770,Switzerland,2020-12-09,-27.0,-1.0,-30.0,-27.0,-17.0,10.0
78771,Switzerland,2020-12-10,-22.0,3.0,-16.0,-26.0,-17.0,9.0
78772,Switzerland,2020-12-11,-23.0,2.0,-23.0,-28.0,-16.0,11.0
78773,Switzerland,2020-12-12,-25.0,4.0,-35.0,-35.0,-9.0,10.0
78774,Switzerland,2020-12-13,-45.0,-40.0,0.0,-35.0,-21.0,8.0
78775,Switzerland,2020-12-14,-18.0,1.0,-10.0,-26.0,-17.0,9.0
78776,Switzerland,2020-12-15,-19.0,3.0,-17.0,-25.0,-18.0,10.0
78777,Switzerland,2020-12-16,-18.0,3.0,-12.0,-25.0,-17.0,10.0
78778,Switzerland,2020-12-17,-18.0,7.0,-12.0,-26.0,-17.0,10.0
