index,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
430265,Italy,2020-05-17,-68.0,-56.0,-24.0,-52.0,-21.0,12.0
430266,Italy,2020-05-18,-38.0,-19.0,-11.0,-48.0,-36.0,14.0
430267,Italy,2020-05-19,-40.0,-18.0,-22.0,-50.0,-37.0,15.0
430268,Italy,2020-05-20,-40.0,-18.0,-13.0,-48.0,-37.0,15.0
430269,Italy,2020-05-21,-37.0,-15.0,0.0,-46.0,-37.0,15.0
430270,Italy,2020-05-22,-38.0,-13.0,4.0,-46.0,-36.0,14.0
430271,Italy,2020-05-23,-38.0,-17.0,11.0,-35.0,-24.0,8.0
430272,Italy,2020-05-24,-43.0,-38.0,13.0,-35.0,-9.0,5.0
430273,Italy,2020-05-25,-32.0,-17.0,4.0,-45.0,-34.0,12.0
430274,Italy,2020-05-26,-32.0,-14.0,6.0,-44.0,-34.0,12.0
430275,Italy,2020-05-27,-32.0,-13.0,8.0,-43.0,-33.0,12.0
430276,Italy,2020-05-28,-32.0,-12.0,5.0,-43.0,-33.0,13.0
430277,Italy,2020-05-29,-35.0,-11.0,-6.0,-45.0,-34.0,13.0
430278,Italy,2020-05-30,-34.0,-13.0,7.0,-32.0,-20.0,7.0
430279,Italy,2020-05-31,-37.0,-31.0,15.0,-32.0,-2.0,5.0
430280,Italy,2020-06-01,-15.0,4.0,53.0,-37.0,-44.0,11.0
430281,Italy,2020-06-02,-32.0,-44.0,119.0,-46.0,-72.0,16.0
430282,Italy,2020-06-03,-29.0,-7.0,6.0,-37.0,-31.0,10.0
430283,Italy,2020-06-04,-33.0,-11.0,-24.0,-44.0,-33.0,12.0
430284,Italy,2020-06-05,-28.0,-10.0,1.0,-40.0,-32.0,11.0
430285,Italy,2020-06-06,-25.0,-12.0,31.0,-25.0,-17.0,4.0
430286,Italy,2020-06-07,-34.0,-28.0,-4.0,-36.0,-3.0,4.0
430287,Italy,2020-06-08,-25.0,-14.0,-7.0,-42.0,-31.0,10.0
430288,Italy,2020-06-09,-21.0,-11.0,9.0,-38.0,-30.0,9.0
430289,Italy,2020-06-10,-23.0,-11.0,2.0,-39.0,-30.0,10.0
430290,Italy,2020-06-11,-21.0,-8.0,3.0,-39.0,-30.0,9.0
430291,Italy,2020-06-12,-19.0,-8.0,35.0,-34.0,-30.0,7.0
430292,Italy,2020-06-13,-24.0,-14.0,29.0,-26.0,-15.0,2.0
430293,Italy,2020-06-14,-23.0,-21.0,30.0,-23.0,4.0,0.0
430294,Italy,2020-06-15,-18.0,-11.0,19.0,-36.0,-28.0,7.0
430295,Italy,2020-06-16,-16.0,-8.0,27.0,-34.0,-28.0,8.0
430296,Italy,2020-06-17,-17.0,-9.0,24.0,-34.0,-28.0,8.0
430297,Italy,2020-06-18,-15.0,-9.0,36.0,-33.0,-28.0,7.0
430298,Italy,2020-06-19,-16.0,-8.0,41.0,-31.0,-28.0,6.0
430299,Italy,2020-06-20,-17.0,-12.0,64.0,-16.0,-12.0,-1.0
430300,Italy,2020-06-21,-22.0,-21.0,47.0,-16.0,6.0,-3.0
430301,Italy,2020-06-22,-13.0,-9.0,46.0,-31.0,-29.0,5.0
430302,Italy,2020-06-23,-11.0,-7.0,59.0,-29.0,-28.0,5.0
430303,Italy,2020-06-24,-12.0,-8.0,60.0,-30.0,-28.0,5.0
430304,Italy,2020-06-25,-13.0,-6.0,51.0,-29.0,-27.0,5.0
430305,Italy,2020-06-26,-14.0,-6.0,60.0,-27.0,-28.0,4.0
430306,Italy,2020-06-27,-18.0,-12.0,71.0,-15.0,-14.0,-2.0
430307,Italy,2020-06-28,-22.0,-21.0,53.0,-14.0,8.0,-5.0
430308,Italy,2020-06-29,-10.0,-8.0,62.0,-31.0,-29.0,4.0
430309,Italy,2020-06-30,-8.0,-6.0,60.0,-29.0,-26.0,4.0
430310,Italy,2020-07-01,-9.0,-5.0,55.0,-28.0,-26.0,4.0
430311,Italy,2020-07-02,-10.0,-6.0,55.0,-28.0,-26.0,4.0
430312,Italy,2020-07-03,-14.0,-7.0,47.0,-29.0,-27.0,4.0
430313,Italy,2020-07-04,-15.0,-11.0,65.0,-15.0,-14.0,-2.0
430314,Italy,2020-07-05,-18.0,-17.0,56.0,-12.0,7.0,-6.0
430315,Italy,2020-07-06,-8.0,-6.0,70.0,-27.0,-27.0,3.0
430316,Italy,2020-07-07,-5.0,-3.0,77.0,-26.0,-27.0,3.0
430317,Italy,2020-07-08,-8.0,-7.0,78.0,-26.0,-25.0,3.0
430318,Italy,2020-07-09,-8.0,-6.0,74.0,-26.0,-26.0,3.0
430319,Italy,2020-07-10,-10.0,-6.0,77.0,-25.0,-27.0,2.0
430320,Italy,2020-07-11,-16.0,-13.0,69.0,-15.0,-13.0,-2.0
430321,Italy,2020-07-12,-16.0,-16.0,63.0,-9.0,9.0,-6.0
430322,Italy,2020-07-13,-6.0,-5.0,79.0,-25.0,-26.0,2.0
430323,Italy,2020-07-14,-4.0,-4.0,87.0,-25.0,-26.0,2.0
430324,Italy,2020-07-15,-6.0,-6.0,75.0,-27.0,-25.0,3.0
430325,Italy,2020-07-16,-5.0,-5.0,79.0,-25.0,-25.0,2.0
430326,Italy,2020-07-17,-9.0,-5.0,73.0,-25.0,-26.0,3.0
430327,Italy,2020-07-18,-12.0,-10.0,84.0,-10.0,-12.0,-3.0
430328,Italy,2020-07-19,-14.0,-15.0,70.0,-6.0,11.0,-7.0
430329,Italy,2020-07-20,-5.0,-5.0,95.0,-25.0,-26.0,2.0
430330,Italy,2020-07-21,-3.0,-5.0,101.0,-25.0,-26.0,2.0
430331,Italy,2020-07-22,-6.0,-6.0,92.0,-26.0,-24.0,2.0
430332,Italy,2020-07-23,-5.0,-5.0,92.0,-25.0,-25.0,2.0
430333,Italy,2020-07-24,-10.0,-5.0,75.0,-26.0,-27.0,3.0
430334,Italy,2020-07-25,-12.0,-12.0,96.0,-8.0,-12.0,-4.0
430335,Italy,2020-07-26,-13.0,-14.0,74.0,-5.0,12.0,-7.0
430336,Italy,2020-07-27,-2.0,-3.0,104.0,-23.0,-27.0,1.0
430337,Italy,2020-07-28,-2.0,-3.0,106.0,-24.0,-26.0,2.0
430338,Italy,2020-07-29,-4.0,-5.0,105.0,-24.0,-26.0,2.0
430339,Italy,2020-07-30,-4.0,-6.0,93.0,-25.0,-27.0,2.0
430340,Italy,2020-07-31,-7.0,-7.0,91.0,-23.0,-28.0,1.0
430341,Italy,2020-08-01,-14.0,-13.0,83.0,-10.0,-15.0,-4.0
430342,Italy,2020-08-02,-13.0,-11.0,61.0,-9.0,9.0,-6.0
430343,Italy,2020-08-03,-2.0,-2.0,90.0,-26.0,-32.0,3.0
430344,Italy,2020-08-04,4.0,2.0,109.0,-24.0,-32.0,3.0
430345,Italy,2020-08-05,2.0,-1.0,116.0,-24.0,-31.0,3.0
430346,Italy,2020-08-06,2.0,-2.0,117.0,-23.0,-32.0,2.0
430347,Italy,2020-08-07,-4.0,-4.0,113.0,-22.0,-33.0,2.0
430348,Italy,2020-08-08,-13.0,-13.0,104.0,-5.0,-17.0,-4.0
430349,Italy,2020-08-09,-12.0,-13.0,91.0,-1.0,9.0,-7.0
430350,Italy,2020-08-10,5.0,1.0,180.0,-22.0,-47.0,3.0
430351,Italy,2020-08-11,5.0,1.0,191.0,-24.0,-47.0,3.0
430352,Italy,2020-08-12,3.0,0.0,184.0,-25.0,-47.0,4.0
430353,Italy,2020-08-13,3.0,4.0,176.0,-24.0,-49.0,4.0
430354,Italy,2020-08-14,-3.0,15.0,165.0,-24.0,-53.0,4.0
430355,Italy,2020-08-15,-37.0,-56.0,139.0,-17.0,-47.0,-5.0
430356,Italy,2020-08-16,-14.0,-12.0,96.0,0.0,4.0,-7.0
430357,Italy,2020-08-17,3.0,5.0,184.0,-22.0,-53.0,4.0
430358,Italy,2020-08-18,5.0,3.0,198.0,-24.0,-50.0,5.0
430359,Italy,2020-08-19,0.0,-2.0,197.0,-25.0,-49.0,4.0
430360,Italy,2020-08-20,-2.0,-4.0,182.0,-25.0,-49.0,4.0
430361,Italy,2020-08-21,-9.0,-6.0,157.0,-26.0,-49.0,5.0
430362,Italy,2020-08-22,-18.0,-19.0,116.0,-9.0,-23.0,-4.0
430363,Italy,2020-08-23,-17.0,-14.0,71.0,-5.0,12.0,-6.0
430364,Italy,2020-08-24,-1.0,-1.0,127.0,-26.0,-38.0,4.0
430365,Italy,2020-08-25,1.0,-2.0,141.0,-26.0,-37.0,3.0
430366,Italy,2020-08-26,-3.0,-5.0,135.0,-27.0,-34.0,3.0
430367,Italy,2020-08-27,-3.0,-5.0,124.0,-27.0,-34.0,3.0
430368,Italy,2020-08-28,-9.0,-7.0,100.0,-27.0,-35.0,4.0
430369,Italy,2020-08-29,-17.0,-15.0,63.0,-17.0,-18.0,-1.0
430370,Italy,2020-08-30,-15.0,-11.0,40.0,-11.0,8.0,-2.0
430371,Italy,2020-08-31,-7.0,-5.0,56.0,-28.0,-31.0,5.0
430372,Italy,2020-09-01,0.0,0.0,94.0,-23.0,-28.0,3.0
430373,Italy,2020-09-02,-4.0,-3.0,80.0,-26.0,-28.0,4.0
430374,Italy,2020-09-03,-3.0,-2.0,86.0,-24.0,-28.0,3.0
430375,Italy,2020-09-04,-6.0,-5.0,89.0,-23.0,-28.0,2.0
430376,Italy,2020-09-05,-10.0,-12.0,92.0,-10.0,-15.0,-3.0
430377,Italy,2020-09-06,-11.0,-12.0,68.0,-4.0,9.0,-6.0
430378,Italy,2020-09-07,-4.0,-3.0,69.0,-24.0,-29.0,3.0
430379,Italy,2020-09-08,0.0,-3.0,88.0,-21.0,-28.0,2.0
430380,Italy,2020-09-09,-4.0,-5.0,83.0,-22.0,-26.0,2.0
430381,Italy,2020-09-10,-3.0,-3.0,75.0,-21.0,-27.0,1.0
430382,Italy,2020-09-11,-5.0,-3.0,73.0,-20.0,-27.0,1.0
430383,Italy,2020-09-12,-8.0,-9.0,82.0,-7.0,-15.0,-5.0
430384,Italy,2020-09-13,-10.0,-10.0,58.0,-4.0,8.0,-6.0
430385,Italy,2020-09-14,-2.0,-2.0,67.0,-18.0,-25.0,1.0
430386,Italy,2020-09-15,-1.0,-1.0,72.0,-16.0,-24.0,1.0
430387,Italy,2020-09-16,-4.0,-3.0,66.0,-16.0,-24.0,1.0
430388,Italy,2020-09-17,-5.0,-3.0,61.0,-16.0,-24.0,2.0
430389,Italy,2020-09-18,-6.0,-4.0,67.0,-15.0,-24.0,1.0
430390,Italy,2020-09-19,-8.0,-9.0,71.0,-7.0,-14.0,-3.0
430391,Italy,2020-09-20,-8.0,-8.0,48.0,-4.0,7.0,-4.0
430392,Italy,2020-09-21,-6.0,-4.0,44.0,-19.0,-26.0,2.0
430393,Italy,2020-09-22,-7.0,-2.0,32.0,-19.0,-25.0,4.0
430394,Italy,2020-09-23,-9.0,0.0,33.0,-17.0,-22.0,4.0
430395,Italy,2020-09-24,-10.0,0.0,29.0,-17.0,-23.0,4.0
430396,Italy,2020-09-25,-14.0,-2.0,13.0,-19.0,-24.0,5.0
430397,Italy,2020-09-26,-11.0,-3.0,31.0,-10.0,-13.0,1.0
430398,Italy,2020-09-27,-20.0,-12.0,-3.0,-17.0,-2.0,3.0
430399,Italy,2020-09-28,-10.0,-1.0,19.0,-19.0,-22.0,4.0
430400,Italy,2020-09-29,-5.0,3.0,42.0,-14.0,-21.0,3.0
430401,Italy,2020-09-30,-8.0,2.0,39.0,-13.0,-21.0,2.0
430402,Italy,2020-10-01,-9.0,5.0,25.0,-14.0,-19.0,3.0
430403,Italy,2020-10-02,-14.0,0.0,8.0,-16.0,-20.0,4.0
430404,Italy,2020-10-03,-13.0,-3.0,13.0,-10.0,-14.0,2.0
430405,Italy,2020-10-04,-15.0,-10.0,11.0,-10.0,-2.0,1.0
430406,Italy,2020-10-05,-11.0,0.0,19.0,-14.0,-20.0,3.0
430407,Italy,2020-10-06,-8.0,2.0,27.0,-13.0,-20.0,3.0
430408,Italy,2020-10-07,-12.0,0.0,20.0,-15.0,-18.0,3.0
430409,Italy,2020-10-08,-10.0,2.0,30.0,-14.0,-18.0,3.0
430410,Italy,2020-10-09,-11.0,2.0,30.0,-13.0,-18.0,3.0
430411,Italy,2020-10-10,-12.0,-4.0,41.0,-7.0,-10.0,0.0
430412,Italy,2020-10-11,-24.0,-12.0,-19.0,-25.0,-6.0,4.0
430413,Italy,2020-10-12,-15.0,-2.0,4.0,-19.0,-19.0,5.0
430414,Italy,2020-10-13,-11.0,1.0,20.0,-16.0,-18.0,4.0
430415,Italy,2020-10-14,-15.0,0.0,5.0,-19.0,-17.0,5.0
430416,Italy,2020-10-15,-19.0,-2.0,-17.0,-24.0,-18.0,7.0
430417,Italy,2020-10-16,-16.0,4.0,6.0,-19.0,-18.0,6.0
430418,Italy,2020-10-17,-17.0,-3.0,22.0,-14.0,-12.0,3.0
430419,Italy,2020-10-18,-20.0,-11.0,20.0,-15.0,-6.0,3.0
430420,Italy,2020-10-19,-16.0,-2.0,11.0,-21.0,-18.0,6.0
430421,Italy,2020-10-20,-15.0,0.0,14.0,-21.0,-18.0,6.0
430422,Italy,2020-10-21,-16.0,0.0,12.0,-22.0,-17.0,6.0
430423,Italy,2020-10-22,-17.0,1.0,5.0,-22.0,-18.0,7.0
430424,Italy,2020-10-23,-20.0,1.0,-7.0,-28.0,-20.0,8.0
430425,Italy,2020-10-24,-25.0,-4.0,-6.0,-25.0,-14.0,6.0
430426,Italy,2020-10-25,-28.0,-16.0,5.0,-26.0,-9.0,5.0
430427,Italy,2020-10-26,-26.0,-6.0,-14.0,-32.0,-23.0,9.0
430428,Italy,2020-10-27,-21.0,1.0,1.0,-29.0,-24.0,9.0
430429,Italy,2020-10-28,-23.0,0.0,7.0,-30.0,-23.0,9.0
430430,Italy,2020-10-29,-24.0,0.0,-1.0,-32.0,-24.0,10.0
430431,Italy,2020-10-30,-26.0,3.0,2.0,-31.0,-25.0,10.0
430432,Italy,2020-10-31,-29.0,-1.0,12.0,-27.0,-21.0,7.0
430433,Italy,2020-11-01,-38.0,-21.0,-3.0,-33.0,-16.0,7.0
430434,Italy,2020-11-02,-24.0,-3.0,-1.0,-36.0,-29.0,10.0
430435,Italy,2020-11-03,-24.0,-3.0,-4.0,-35.0,-27.0,11.0
430436,Italy,2020-11-04,-23.0,0.0,-5.0,-35.0,-25.0,11.0
430437,Italy,2020-11-05,-23.0,3.0,-3.0,-37.0,-27.0,11.0
430438,Italy,2020-11-06,-40.0,-8.0,-15.0,-45.0,-30.0,15.0
430439,Italy,2020-11-07,-45.0,-14.0,-6.0,-43.0,-28.0,13.0
430440,Italy,2020-11-08,-53.0,-36.0,-9.0,-46.0,-25.0,12.0
430441,Italy,2020-11-09,-35.0,-10.0,-9.0,-45.0,-29.0,13.0
430442,Italy,2020-11-10,-32.0,-5.0,-6.0,-43.0,-30.0,13.0
430443,Italy,2020-11-11,-38.0,-8.0,-12.0,-45.0,-30.0,14.0
430444,Italy,2020-11-12,-38.0,-7.0,-19.0,-45.0,-30.0,15.0
430445,Italy,2020-11-13,-39.0,-3.0,-20.0,-45.0,-31.0,15.0
430446,Italy,2020-11-14,-45.0,-10.0,-22.0,-45.0,-28.0,13.0
430447,Italy,2020-11-15,-66.0,-41.0,-39.0,-57.0,-32.0,15.0
430448,Italy,2020-11-16,-43.0,-15.0,-34.0,-50.0,-31.0,15.0
430449,Italy,2020-11-17,-40.0,-10.0,-19.0,-47.0,-31.0,15.0
430450,Italy,2020-11-18,-41.0,-11.0,-16.0,-47.0,-30.0,15.0
430451,Italy,2020-11-19,-41.0,-9.0,-20.0,-47.0,-31.0,15.0
430452,Italy,2020-11-20,-44.0,-9.0,-35.0,-49.0,-32.0,17.0
430453,Italy,2020-11-21,-50.0,-14.0,-33.0,-50.0,-31.0,15.0
430454,Italy,2020-11-22,-63.0,-40.0,-36.0,-56.0,-31.0,15.0
430455,Italy,2020-11-23,-38.0,-12.0,-21.0,-47.0,-30.0,14.0
430456,Italy,2020-11-24,-38.0,-10.0,-20.0,-46.0,-30.0,14.0
430457,Italy,2020-11-25,-38.0,-8.0,-17.0,-46.0,-29.0,14.0
430458,Italy,2020-11-26,-38.0,-8.0,-21.0,-45.0,-29.0,15.0
430459,Italy,2020-11-27,-38.0,-4.0,-26.0,-46.0,-29.0,15.0
430460,Italy,2020-11-28,-47.0,-11.0,-35.0,-48.0,-28.0,14.0
430461,Italy,2020-11-29,-58.0,-34.0,-41.0,-52.0,-27.0,14.0
430462,Italy,2020-11-30,-31.0,-8.0,-19.0,-43.0,-27.0,13.0
430463,Italy,2020-12-01,-33.0,-4.0,-26.0,-44.0,-27.0,13.0
430464,Italy,2020-12-02,-39.0,-11.0,-39.0,-48.0,-28.0,15.0
430465,Italy,2020-12-03,-35.0,-4.0,-32.0,-44.0,-27.0,14.0
430466,Italy,2020-12-04,-38.0,-6.0,-38.0,-45.0,-28.0,15.0
430467,Italy,2020-12-05,-44.0,-9.0,-44.0,-48.0,-26.0,14.0
430468,Italy,2020-12-06,-56.0,-30.0,-58.0,-55.0,-24.0,14.0
430469,Italy,2020-12-07,-21.0,10.0,-13.0,-46.0,-45.0,15.0
430470,Italy,2020-12-08,-51.0,-43.0,-33.0,-67.0,-76.0,28.0
430471,Italy,2020-12-09,-29.0,-2.0,-32.0,-42.0,-25.0,12.0
430472,Italy,2020-12-10,-28.0,2.0,-24.0,-40.0,-25.0,12.0
430473,Italy,2020-12-11,-29.0,4.0,-24.0,-39.0,-25.0,12.0
430474,Italy,2020-12-12,-35.0,-3.0,-19.0,-37.0,-21.0,11.0
430475,Italy,2020-12-13,-35.0,-17.0,-3.0,-30.0,-13.0,8.0
430476,Italy,2020-12-14,-19.0,-1.0,-12.0,-37.0,-24.0,10.0
430477,Italy,2020-12-15,-18.0,4.0,-11.0,-35.0,-24.0,10.0
430478,Italy,2020-12-16,-20.0,4.0,-12.0,-35.0,-23.0,10.0
430479,Italy,2020-12-17,-19.0,7.0,-12.0,-33.0,-24.0,10.0
430480,Italy,2020-12-18,-20.0,10.0,-11.0,-31.0,-24.0,10.0
430481,Italy,2020-12-19,-27.0,2.0,-8.0,-26.0,-20.0,8.0
430482,Italy,2020-12-20,-35.0,-8.0,-21.0,-30.0,-8.0,8.0
430483,Italy,2020-12-21,-8.0,15.0,-7.0,-35.0,-24.0,9.0
430484,Italy,2020-12-22,-5.0,25.0,4.0,-31.0,-25.0,8.0
430485,Italy,2020-12-23,0.0,46.0,9.0,-28.0,-29.0,7.0
430486,Italy,2020-12-24,-52.0,6.0,-47.0,-63.0,-62.0,24.0
430487,Italy,2020-12-25,-87.0,-88.0,-66.0,-82.0,-85.0,32.0
430488,Italy,2020-12-26,-85.0,-78.0,-60.0,-75.0,-67.0,22.0
430489,Italy,2020-12-27,-71.0,-27.0,-57.0,-62.0,-28.0,15.0
430490,Italy,2020-12-28,-36.0,-6.0,-32.0,-52.0,-48.0,19.0
430491,Italy,2020-12-29,-28.0,13.0,-17.0,-46.0,-45.0,17.0
430492,Italy,2020-12-30,-24.0,37.0,-15.0,-43.0,-44.0,16.0
430493,Italy,2020-12-31,-50.0,9.0,-37.0,-62.0,-62.0,24.0
430494,Italy,2021-01-01,-88.0,-90.0,-66.0,-83.0,-85.0,31.0
430495,Italy,2021-01-02,-69.0,-36.0,-66.0,-68.0,-49.0,21.0
430496,Italy,2021-01-03,-72.0,-42.0,-59.0,-62.0,-28.0,16.0
430497,Italy,2021-01-04,-23.0,15.0,-16.0,-45.0,-43.0,15.0
430498,Italy,2021-01-05,-47.0,5.0,-45.0,-58.0,-49.0,20.0
430499,Italy,2021-01-06,-73.0,-57.0,-45.0,-73.0,-78.0,31.0
430500,Italy,2021-01-07,-26.0,1.0,-23.0,-42.0,-29.0,13.0
430501,Italy,2021-01-08,-27.0,2.0,-17.0,-40.0,-28.0,13.0
430502,Italy,2021-01-09,-51.0,-13.0,-44.0,-50.0,-26.0,15.0
430503,Italy,2021-01-10,-66.0,-38.0,-57.0,-57.0,-23.0,15.0
430504,Italy,2021-01-11,-30.0,-5.0,-24.0,-42.0,-24.0,11.0
430505,Italy,2021-01-12,-30.0,-4.0,-18.0,-40.0,-25.0,11.0
430506,Italy,2021-01-13,-33.0,-6.0,-15.0,-41.0,-25.0,10.0
430507,Italy,2021-01-14,-36.0,-9.0,-24.0,-43.0,-28.0,11.0
430508,Italy,2021-01-15,-39.0,-10.0,-32.0,-44.0,-29.0,11.0
430509,Italy,2021-01-16,-44.0,-14.0,-21.0,-43.0,-28.0,10.0
430510,Italy,2021-01-17,-68.0,-41.0,-56.0,-60.0,-29.0,13.0
430511,Italy,2021-01-18,-41.0,-16.0,-27.0,-45.0,-30.0,11.0
430512,Italy,2021-01-19,-40.0,-14.0,-24.0,-44.0,-30.0,11.0
430513,Italy,2021-01-20,-42.0,-13.0,-31.0,-45.0,-29.0,12.0
430514,Italy,2021-01-21,-42.0,-13.0,-36.0,-46.0,-29.0,12.0
430515,Italy,2021-01-22,-45.0,-13.0,-43.0,-47.0,-29.0,13.0
430516,Italy,2021-01-23,-50.0,-14.0,-37.0,-47.0,-27.0,12.0
430517,Italy,2021-01-24,-63.0,-37.0,-48.0,-55.0,-26.0,12.0
430518,Italy,2021-01-25,-38.0,-13.0,-29.0,-43.0,-28.0,10.0
430519,Italy,2021-01-26,-36.0,-10.0,-13.0,-39.0,-28.0,10.0
430520,Italy,2021-01-27,-38.0,-9.0,-20.0,-40.0,-26.0,11.0
430521,Italy,2021-01-28,-37.0,-7.0,-21.0,-40.0,-27.0,11.0
430522,Italy,2021-01-29,-39.0,-5.0,-24.0,-41.0,-27.0,11.0
