index,country,canton,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
96207,Switzerland,JU,2020-12-12,-12.0,12.0,,-28.0,-7.0,
96208,Switzerland,JU,2020-12-13,-26.0,,,-22.0,-9.0,
96209,Switzerland,JU,2020-12-14,-12.0,3.0,,-17.0,-13.0,6.0
96210,Switzerland,JU,2020-12-15,-10.0,10.0,,-26.0,-11.0,7.0
96211,Switzerland,JU,2020-12-16,-8.0,7.0,,-16.0,-8.0,6.0
96212,Switzerland,JU,2020-12-17,-6.0,13.0,,-21.0,-9.0,6.0
96213,Switzerland,JU,2020-12-18,-5.0,17.0,,-18.0,-9.0,7.0
96214,Switzerland,JU,2020-12-19,-3.0,18.0,,-27.0,-9.0,
96215,Switzerland,JU,2020-12-20,,,,-31.0,-16.0,
96216,Switzerland,JU,2020-12-21,15.0,26.0,,-19.0,-27.0,8.0
96217,Switzerland,JU,2020-12-22,-6.0,42.0,,-25.0,-28.0,9.0
96218,Switzerland,JU,2020-12-23,-5.0,68.0,,-22.0,-30.0,9.0
96219,Switzerland,JU,2020-12-24,-31.0,44.0,,-46.0,-64.0,15.0
96220,Switzerland,JU,2020-12-25,-90.0,-94.0,,-64.0,-85.0,24.0
96221,Switzerland,JU,2020-12-26,-83.0,-90.0,,-45.0,-54.0,
96222,Switzerland,JU,2020-12-27,,,,-38.0,-30.0,
96223,Switzerland,JU,2020-12-28,-23.0,26.0,,-44.0,-69.0,16.0
96224,Switzerland,JU,2020-12-29,-27.0,23.0,,-46.0,-69.0,19.0
96225,Switzerland,JU,2020-12-30,-33.0,34.0,,-44.0,-67.0,16.0
96226,Switzerland,JU,2020-12-31,-44.0,38.0,,-49.0,-72.0,16.0
96227,Switzerland,JU,2021-01-01,-89.0,-94.0,,-66.0,-88.0,28.0
96228,Switzerland,JU,2021-01-02,-82.0,-90.0,,-54.0,-53.0,
96229,Switzerland,JU,2021-01-03,,,,-37.0,-30.0,
96230,Switzerland,JU,2021-01-04,-31.0,11.0,,-39.0,-44.0,13.0
96231,Switzerland,JU,2021-01-05,-33.0,1.0,,-44.0,-42.0,13.0
96232,Switzerland,JU,2021-01-06,-39.0,-7.0,,-41.0,-39.0,14.0
96233,Switzerland,JU,2021-01-07,-41.0,-1.0,,-39.0,-39.0,14.0
96234,Switzerland,JU,2021-01-08,-42.0,-1.0,,-38.0,-39.0,15.0
96235,Switzerland,JU,2021-01-09,-39.0,0.0,,-35.0,-25.0,
96236,Switzerland,JU,2021-01-10,,,,-28.0,-24.0,
96237,Switzerland,JU,2021-01-11,-30.0,-2.0,,-17.0,-12.0,7.0
96238,Switzerland,JU,2021-01-12,-36.0,-6.0,,-32.0,-13.0,8.0
96239,Switzerland,JU,2021-01-13,-33.0,1.0,,-22.0,-12.0,8.0
96240,Switzerland,JU,2021-01-14,-35.0,-2.0,,-35.0,-17.0,8.0
96241,Switzerland,JU,2021-01-15,-39.0,2.0,,-28.0,-16.0,10.0
96242,Switzerland,JU,2021-01-16,-34.0,4.0,,-26.0,-23.0,
96243,Switzerland,JU,2021-01-17,,,,-39.0,-27.0,
96244,Switzerland,JU,2021-01-18,-52.0,-14.0,,-23.0,-19.0,8.0
96245,Switzerland,JU,2021-01-19,-46.0,-11.0,,-29.0,-19.0,9.0
96246,Switzerland,JU,2021-01-20,-50.0,-9.0,,-22.0,-17.0,8.0
96247,Switzerland,JU,2021-01-21,-51.0,-8.0,,-27.0,-19.0,9.0
96248,Switzerland,JU,2021-01-22,-52.0,-2.0,,-25.0,-18.0,11.0
96249,Switzerland,JU,2021-01-23,-56.0,-5.0,,-36.0,-26.0,
96250,Switzerland,JU,2021-01-24,,,,-21.0,-24.0,
96251,Switzerland,JU,2021-01-25,-49.0,-19.0,,-22.0,-19.0,8.0
96252,Switzerland,JU,2021-01-26,-41.0,-4.0,,-23.0,-18.0,8.0
96253,Switzerland,JU,2021-01-27,-47.0,-13.0,,-26.0,-17.0,9.0
96254,Switzerland,JU,2021-01-28,-48.0,-4.0,,-29.0,-18.0,10.0
96255,Switzerland,JU,2021-01-29,-51.0,2.0,,-27.0,-18.0,11.0
96256,Switzerland,JU,2021-01-30,-54.0,2.0,,-38.0,-24.0,
96257,Switzerland,JU,2021-01-31,,,,-26.0,-16.0,
96258,Switzerland,JU,2021-02-01,-47.0,-12.0,,-24.0,-19.0,7.0
96259,Switzerland,JU,2021-02-02,-44.0,-2.0,,-28.0,-18.0,8.0
96260,Switzerland,JU,2021-02-03,-47.0,-10.0,,-26.0,-18.0,9.0
96261,Switzerland,JU,2021-02-04,-46.0,-3.0,,-24.0,-18.0,9.0
96262,Switzerland,JU,2021-02-05,-46.0,5.0,,-22.0,-16.0,9.0
96263,Switzerland,JU,2021-02-06,-48.0,5.0,,-26.0,-23.0,
96264,Switzerland,JU,2021-02-07,,,,-38.0,-22.0,
96265,Switzerland,JU,2021-02-08,-46.0,-12.0,,-23.0,-18.0,8.0
96266,Switzerland,JU,2021-02-09,-40.0,-2.0,,-24.0,-18.0,8.0
96267,Switzerland,JU,2021-02-10,-47.0,-7.0,,-23.0,-16.0,9.0
96268,Switzerland,JU,2021-02-11,-45.0,-2.0,,-26.0,-17.0,9.0
96269,Switzerland,JU,2021-02-12,-50.0,6.0,,-24.0,-16.0,12.0
96270,Switzerland,JU,2021-02-13,-48.0,7.0,,-31.0,-21.0,
96271,Switzerland,JU,2021-02-14,,,,-24.0,-15.0,
96272,Switzerland,JU,2021-02-15,-45.0,-8.0,,-22.0,-20.0,8.0
96273,Switzerland,JU,2021-02-16,-38.0,6.0,,-22.0,-19.0,8.0
96274,Switzerland,JU,2021-02-17,-42.0,0.0,,-24.0,-19.0,9.0
96275,Switzerland,JU,2021-02-18,-44.0,3.0,,-21.0,-19.0,8.0
96276,Switzerland,JU,2021-02-19,-46.0,11.0,,-21.0,-18.0,10.0
96277,Switzerland,JU,2021-02-20,-46.0,5.0,,-24.0,-21.0,
96278,Switzerland,JU,2021-02-21,-50.0,,,0.0,-17.0,
96279,Switzerland,JU,2021-02-22,-44.0,-8.0,,-28.0,-29.0,8.0
96280,Switzerland,JU,2021-02-23,-38.0,-5.0,,-28.0,-29.0,8.0
96281,Switzerland,JU,2021-02-24,-42.0,-5.0,,-26.0,-26.0,7.0
96282,Switzerland,JU,2021-02-25,-42.0,2.0,,-25.0,-31.0,8.0
96283,Switzerland,JU,2021-02-26,-45.0,11.0,,-25.0,-30.0,10.0
96284,Switzerland,JU,2021-02-27,-43.0,10.0,,-27.0,-24.0,
96285,Switzerland,JU,2021-02-28,-52.0,,,-7.0,-14.0,
96286,Switzerland,JU,2021-03-01,-19.0,11.0,,-7.0,-17.0,5.0
96287,Switzerland,JU,2021-03-02,-24.0,12.0,,-16.0,-14.0,5.0
96288,Switzerland,JU,2021-03-03,-24.0,5.0,,-13.0,-13.0,6.0
96289,Switzerland,JU,2021-03-04,-28.0,12.0,,-17.0,-16.0,7.0
96290,Switzerland,JU,2021-03-05,-33.0,17.0,,-18.0,-13.0,9.0
96291,Switzerland,JU,2021-03-06,-30.0,16.0,,-14.0,-13.0,
96292,Switzerland,JU,2021-03-07,-56.0,,,-16.0,-11.0,
96293,Switzerland,JU,2021-03-08,-26.0,8.0,,-9.0,-14.0,5.0
96294,Switzerland,JU,2021-03-09,-22.0,11.0,,-15.0,-15.0,6.0
96295,Switzerland,JU,2021-03-10,-27.0,2.0,,-11.0,-11.0,5.0
96296,Switzerland,JU,2021-03-11,-32.0,12.0,,-22.0,-14.0,8.0
96297,Switzerland,JU,2021-03-12,-34.0,18.0,,-12.0,-13.0,8.0
96298,Switzerland,JU,2021-03-13,-34.0,17.0,,-30.0,-15.0,
96299,Switzerland,JU,2021-03-14,,,,-36.0,-16.0,
96300,Switzerland,JU,2021-03-15,-34.0,0.0,,-17.0,-15.0,7.0
96301,Switzerland,JU,2021-03-16,-28.0,9.0,,-19.0,-14.0,7.0
96302,Switzerland,JU,2021-03-17,-31.0,2.0,,-19.0,-14.0,7.0
96303,Switzerland,JU,2021-03-18,-33.0,14.0,,-19.0,-14.0,7.0
96304,Switzerland,JU,2021-03-19,-37.0,15.0,,-18.0,-15.0,10.0
96305,Switzerland,JU,2021-03-20,-34.0,19.0,,-25.0,-14.0,
96306,Switzerland,JU,2021-03-21,-52.0,,,-24.0,-15.0,
96307,Switzerland,JU,2021-03-22,-29.0,5.0,,-15.0,-14.0,6.0
96308,Switzerland,JU,2021-03-23,-25.0,11.0,,-15.0,-14.0,6.0
96309,Switzerland,LU,2020-02-15,-2.0,-2.0,44.0,8.0,-3.0,-2.0
96310,Switzerland,LU,2020-02-16,20.0,17.0,12.0,12.0,-3.0,-1.0
96311,Switzerland,LU,2020-02-17,-6.0,-8.0,-12.0,-8.0,-10.0,3.0
96312,Switzerland,LU,2020-02-18,1.0,-3.0,24.0,-1.0,-9.0,1.0
96313,Switzerland,LU,2020-02-19,-4.0,-4.0,-5.0,-9.0,-11.0,2.0
96314,Switzerland,LU,2020-02-20,23.0,1.0,281.0,31.0,-22.0,-2.0
96315,Switzerland,LU,2020-02-21,-9.0,0.0,11.0,-1.0,-21.0,4.0
96316,Switzerland,LU,2020-02-22,7.0,-2.0,152.0,37.0,-6.0,-4.0
96317,Switzerland,LU,2020-02-23,15.0,17.0,-2.0,40.0,2.0,-2.0
96318,Switzerland,LU,2020-02-24,39.0,5.0,325.0,43.0,-23.0,0.0
96319,Switzerland,LU,2020-02-25,21.0,6.0,120.0,19.0,-23.0,3.0
96320,Switzerland,LU,2020-02-26,-10.0,-2.0,-9.0,-12.0,-18.0,6.0
96321,Switzerland,LU,2020-02-27,-7.0,0.0,-32.0,-14.0,-13.0,5.0
96322,Switzerland,LU,2020-02-28,-5.0,6.0,0.0,-8.0,-12.0,4.0
96323,Switzerland,LU,2020-02-29,-9.0,2.0,-6.0,-14.0,-6.0,3.0
96324,Switzerland,LU,2020-03-01,1.0,6.0,22.0,2.0,0.0,1.0
96325,Switzerland,LU,2020-03-02,-8.0,-2.0,-21.0,-4.0,0.0,3.0
96326,Switzerland,LU,2020-03-03,-2.0,2.0,-6.0,-3.0,0.0,2.0
96327,Switzerland,LU,2020-03-04,-5.0,2.0,9.0,0.0,-1.0,2.0
96328,Switzerland,LU,2020-03-05,-12.0,-2.0,-40.0,-11.0,-1.0,3.0
96329,Switzerland,LU,2020-03-06,-9.0,1.0,-28.0,-9.0,-1.0,4.0
96330,Switzerland,LU,2020-03-07,-5.0,0.0,-16.0,-15.0,-2.0,3.0
96331,Switzerland,LU,2020-03-08,5.0,10.0,23.0,3.0,-5.0,1.0
96332,Switzerland,LU,2020-03-09,-9.0,-6.0,-27.0,-7.0,0.0,3.0
96333,Switzerland,LU,2020-03-10,-9.0,-5.0,-28.0,-9.0,0.0,3.0
96334,Switzerland,LU,2020-03-11,-9.0,-1.0,7.0,-5.0,-1.0,2.0
96335,Switzerland,LU,2020-03-12,-10.0,4.0,-5.0,-11.0,-1.0,3.0
96336,Switzerland,LU,2020-03-13,-12.0,21.0,-20.0,-13.0,-3.0,5.0
96337,Switzerland,LU,2020-03-14,-20.0,16.0,-14.0,-30.0,-4.0,7.0
96338,Switzerland,LU,2020-03-15,-20.0,16.0,47.0,-14.0,-10.0,3.0
96339,Switzerland,LU,2020-03-16,-8.0,27.0,1.0,-26.0,-11.0,8.0
96340,Switzerland,LU,2020-03-17,-52.0,3.0,10.0,-39.0,-22.0,14.0
96341,Switzerland,LU,2020-03-18,-59.0,-4.0,24.0,-43.0,-28.0,15.0
96342,Switzerland,LU,2020-03-19,-58.0,-3.0,2.0,-48.0,-35.0,18.0
96343,Switzerland,LU,2020-03-20,-64.0,0.0,-28.0,-53.0,-34.0,22.0
96344,Switzerland,LU,2020-03-21,-78.0,-22.0,-42.0,-64.0,-39.0,19.0
96345,Switzerland,LU,2020-03-22,-83.0,-41.0,-52.0,-68.0,-43.0,
96346,Switzerland,LU,2020-03-23,-63.0,-18.0,-24.0,-52.0,-35.0,19.0
96347,Switzerland,LU,2020-03-24,-63.0,-15.0,-10.0,-53.0,-39.0,20.0
96348,Switzerland,LU,2020-03-25,-67.0,-16.0,-22.0,-55.0,-39.0,21.0
96349,Switzerland,LU,2020-03-26,-64.0,-14.0,-25.0,-56.0,-40.0,21.0
96350,Switzerland,LU,2020-03-27,-65.0,-8.0,-14.0,-54.0,-38.0,23.0
96351,Switzerland,LU,2020-03-28,-70.0,-13.0,12.0,-52.0,-39.0,16.0
96352,Switzerland,LU,2020-03-29,-82.0,-38.0,-50.0,-66.0,-40.0,
96353,Switzerland,LU,2020-03-30,-66.0,-20.0,-53.0,-58.0,-38.0,21.0
96354,Switzerland,LU,2020-03-31,-82.0,6.0,-2.0,-47.0,-38.0,20.0
96355,Switzerland,LU,2020-04-01,-83.0,3.0,12.0,-47.0,-38.0,19.0
96356,Switzerland,LU,2020-04-02,-83.0,4.0,1.0,-49.0,-39.0,20.0
96357,Switzerland,LU,2020-04-03,-78.0,13.0,-7.0,-51.0,-38.0,22.0
96358,Switzerland,LU,2020-04-04,-82.0,5.0,-2.0,-51.0,-39.0,16.0
96359,Switzerland,LU,2020-04-05,-79.0,1.0,25.0,-46.0,-39.0,
96360,Switzerland,LU,2020-04-06,-74.0,3.0,5.0,-46.0,-37.0,18.0
96361,Switzerland,LU,2020-04-07,-66.0,7.0,30.0,-46.0,-38.0,18.0
96362,Switzerland,LU,2020-04-08,-66.0,17.0,26.0,-47.0,-39.0,17.0
96363,Switzerland,LU,2020-04-09,-63.0,28.0,9.0,-47.0,-39.0,17.0
96364,Switzerland,LU,2020-04-10,-89.0,-85.0,53.0,-58.0,-86.0,34.0
96365,Switzerland,LU,2020-04-11,-73.0,24.0,13.0,-47.0,-39.0,15.0
96366,Switzerland,LU,2020-04-12,-80.0,,13.0,-48.0,-38.0,
96367,Switzerland,LU,2020-04-13,-86.0,-80.0,68.0,-54.0,-85.0,30.0
96368,Switzerland,LU,2020-04-14,-67.0,2.0,-1.0,-47.0,-38.0,18.0
96369,Switzerland,LU,2020-04-15,-69.0,-10.0,33.0,-44.0,-38.0,17.0
96370,Switzerland,LU,2020-04-16,-67.0,-11.0,13.0,-47.0,-39.0,18.0
96371,Switzerland,LU,2020-04-17,-69.0,-5.0,16.0,-44.0,-37.0,20.0
96372,Switzerland,LU,2020-04-18,-75.0,-7.0,17.0,-45.0,-35.0,14.0
96373,Switzerland,LU,2020-04-19,-75.0,,20.0,-42.0,-36.0,
96374,Switzerland,LU,2020-04-20,-65.0,-19.0,-3.0,-45.0,-34.0,17.0
96375,Switzerland,LU,2020-04-21,-65.0,-10.0,5.0,-43.0,-35.0,17.0
96376,Switzerland,LU,2020-04-22,-67.0,-13.0,44.0,-42.0,-35.0,16.0
96377,Switzerland,LU,2020-04-23,-65.0,-9.0,29.0,-43.0,-35.0,16.0
96378,Switzerland,LU,2020-04-24,-66.0,1.0,15.0,-41.0,-34.0,18.0
96379,Switzerland,LU,2020-04-25,-73.0,-3.0,9.0,-42.0,-33.0,13.0
96380,Switzerland,LU,2020-04-26,-75.0,,-1.0,-43.0,-34.0,10.0
96381,Switzerland,LU,2020-04-27,-55.0,-7.0,20.0,-32.0,-30.0,14.0
96382,Switzerland,LU,2020-04-28,-59.0,-4.0,-35.0,-41.0,-31.0,16.0
96383,Switzerland,LU,2020-04-29,-62.0,-7.0,-11.0,-38.0,-30.0,16.0
96384,Switzerland,LU,2020-04-30,-59.0,-6.0,-50.0,-47.0,-31.0,17.0
96385,Switzerland,LU,2020-05-01,-59.0,3.0,-39.0,-42.0,-33.0,20.0
96386,Switzerland,LU,2020-05-02,-66.0,2.0,-46.0,-48.0,-29.0,15.0
96387,Switzerland,LU,2020-05-03,-69.0,,13.0,-34.0,-30.0,9.0
96388,Switzerland,LU,2020-05-04,-54.0,-11.0,4.0,-35.0,-28.0,14.0
96389,Switzerland,LU,2020-05-05,-57.0,-7.0,-47.0,-44.0,-29.0,16.0
96390,Switzerland,LU,2020-05-06,-57.0,-5.0,-7.0,-38.0,-28.0,14.0
96391,Switzerland,LU,2020-05-07,-50.0,-3.0,27.0,-34.0,-27.0,13.0
96392,Switzerland,LU,2020-05-08,-54.0,6.0,17.0,-32.0,-26.0,14.0
96393,Switzerland,LU,2020-05-09,-57.0,11.0,26.0,-31.0,-21.0,9.0
96394,Switzerland,LU,2020-05-10,-64.0,-2.0,20.0,-27.0,-20.0,6.0
96395,Switzerland,LU,2020-05-11,-27.0,-6.0,-40.0,-33.0,-20.0,12.0
96396,Switzerland,LU,2020-05-12,-26.0,3.0,-19.0,-30.0,-21.0,12.0
96397,Switzerland,LU,2020-05-13,-31.0,-3.0,-28.0,-33.0,-21.0,12.0
96398,Switzerland,LU,2020-05-14,-29.0,2.0,-36.0,-35.0,-21.0,11.0
96399,Switzerland,LU,2020-05-15,-28.0,5.0,-32.0,-30.0,-19.0,12.0
96400,Switzerland,LU,2020-05-16,-28.0,6.0,10.0,-24.0,-11.0,8.0
96401,Switzerland,LU,2020-05-17,-39.0,2.0,65.0,-14.0,-12.0,5.0
96402,Switzerland,LU,2020-05-18,-25.0,-2.0,26.0,-23.0,-19.0,9.0
96403,Switzerland,LU,2020-05-19,-20.0,10.0,44.0,-22.0,-19.0,8.0
96404,Switzerland,LU,2020-05-20,-14.0,16.0,-2.0,-14.0,-19.0,6.0
96405,Switzerland,LU,2020-05-21,-52.0,-70.0,90.0,-19.0,-81.0,19.0
96406,Switzerland,LU,2020-05-22,-6.0,21.0,-3.0,-19.0,-45.0,14.0
96407,Switzerland,LU,2020-05-23,-27.0,2.0,-59.0,-36.0,-14.0,10.0
96408,Switzerland,LU,2020-05-24,-32.0,-2.0,-4.0,-12.0,-11.0,4.0
96409,Switzerland,LU,2020-05-25,-12.0,3.0,-28.0,-21.0,-19.0,9.0
96410,Switzerland,LU,2020-05-26,-11.0,8.0,-22.0,-22.0,-18.0,8.0
96411,Switzerland,LU,2020-05-27,-15.0,1.0,-8.0,-18.0,-19.0,7.0
96412,Switzerland,LU,2020-05-28,-14.0,10.0,-30.0,-22.0,-18.0,8.0
96413,Switzerland,LU,2020-05-29,-13.0,14.0,-29.0,-17.0,-17.0,8.0
96414,Switzerland,LU,2020-05-30,-14.0,16.0,-13.0,-10.0,-6.0,4.0
96415,Switzerland,LU,2020-05-31,-15.0,18.0,38.0,8.0,-9.0,0.0
96416,Switzerland,LU,2020-06-01,-20.0,-59.0,80.0,-13.0,-78.0,17.0
96417,Switzerland,LU,2020-06-02,-11.0,17.0,-16.0,-16.0,-15.0,6.0
96418,Switzerland,LU,2020-06-03,-19.0,2.0,-23.0,-20.0,-17.0,7.0
96419,Switzerland,LU,2020-06-04,-18.0,3.0,-63.0,-30.0,-17.0,9.0
96420,Switzerland,LU,2020-06-05,-15.0,6.0,-35.0,-24.0,-15.0,9.0
96421,Switzerland,LU,2020-06-06,-10.0,12.0,-18.0,-21.0,-2.0,6.0
96422,Switzerland,LU,2020-06-07,-40.0,-22.0,-49.0,-36.0,-11.0,8.0
96423,Switzerland,LU,2020-06-08,-12.0,-2.0,-21.0,-19.0,-16.0,7.0
96424,Switzerland,LU,2020-06-09,-11.0,4.0,-36.0,-22.0,-17.0,7.0
96425,Switzerland,LU,2020-06-10,-10.0,4.0,-21.0,-15.0,-17.0,5.0
96426,Switzerland,LU,2020-06-11,-54.0,-74.0,16.0,-36.0,-70.0,19.0
96427,Switzerland,LU,2020-06-12,-7.0,13.0,47.0,-9.0,-38.0,7.0
96428,Switzerland,LU,2020-06-13,-19.0,3.0,3.0,-17.0,-7.0,4.0
96429,Switzerland,LU,2020-06-14,-38.0,-22.0,-43.0,-33.0,-7.0,5.0
96430,Switzerland,LU,2020-06-15,-10.0,1.0,-20.0,-16.0,-16.0,6.0
96431,Switzerland,LU,2020-06-16,-8.0,5.0,8.0,-14.0,-16.0,5.0
96432,Switzerland,LU,2020-06-17,-15.0,-3.0,-27.0,-20.0,-17.0,7.0
96433,Switzerland,LU,2020-06-18,-12.0,-1.0,-16.0,-19.0,-16.0,5.0
96434,Switzerland,LU,2020-06-19,-13.0,3.0,-25.0,-16.0,-16.0,6.0
96435,Switzerland,LU,2020-06-20,-12.0,5.0,23.0,-8.0,-1.0,2.0
96436,Switzerland,LU,2020-06-21,-14.0,4.0,42.0,0.0,0.0,0.0
96437,Switzerland,LU,2020-06-22,-10.0,0.0,20.0,-10.0,-17.0,4.0
96438,Switzerland,LU,2020-06-23,-8.0,3.0,62.0,-4.0,-18.0,3.0
96439,Switzerland,LU,2020-06-24,-14.0,-1.0,66.0,-4.0,-17.0,2.0
96440,Switzerland,LU,2020-06-25,-9.0,8.0,43.0,-7.0,-15.0,1.0
96441,Switzerland,LU,2020-06-26,-10.0,7.0,8.0,-5.0,-15.0,3.0
96442,Switzerland,LU,2020-06-27,-8.0,11.0,36.0,-1.0,-5.0,0.0
96443,Switzerland,LU,2020-06-28,-19.0,-10.0,8.0,-10.0,-2.0,2.0
96444,Switzerland,LU,2020-06-29,-2.0,2.0,-4.0,-9.0,-15.0,5.0
96445,Switzerland,LU,2020-06-30,2.0,10.0,85.0,-1.0,-13.0,2.0
96446,Switzerland,LU,2020-07-01,-8.0,3.0,52.0,-8.0,-13.0,3.0
96447,Switzerland,LU,2020-07-02,-6.0,6.0,-7.0,-13.0,-14.0,4.0
96448,Switzerland,LU,2020-07-03,-4.0,9.0,14.0,-11.0,-15.0,5.0
96449,Switzerland,LU,2020-07-04,-11.0,6.0,73.0,-2.0,-4.0,-1.0
96450,Switzerland,LU,2020-07-05,-10.0,7.0,80.0,5.0,-2.0,-4.0
96451,Switzerland,LU,2020-07-06,-4.0,3.0,27.0,-15.0,-22.0,4.0
96452,Switzerland,LU,2020-07-07,0.0,5.0,98.0,-8.0,-22.0,2.0
96453,Switzerland,LU,2020-07-08,-12.0,-4.0,108.0,-10.0,-22.0,1.0
96454,Switzerland,LU,2020-07-09,-8.0,1.0,78.0,-14.0,-23.0,2.0
96455,Switzerland,LU,2020-07-10,-14.0,0.0,35.0,-17.0,-23.0,5.0
96456,Switzerland,LU,2020-07-11,-11.0,4.0,33.0,-19.0,-6.0,2.0
96457,Switzerland,LU,2020-07-12,-6.0,8.0,85.0,2.0,-4.0,-3.0
96458,Switzerland,LU,2020-07-13,-6.0,0.0,81.0,-11.0,-25.0,3.0
96459,Switzerland,LU,2020-07-14,-4.0,0.0,105.0,-11.0,-26.0,3.0
96460,Switzerland,LU,2020-07-15,-9.0,-4.0,32.0,-21.0,-25.0,5.0
96461,Switzerland,LU,2020-07-16,-5.0,1.0,6.0,-26.0,-26.0,6.0
96462,Switzerland,LU,2020-07-17,-10.0,0.0,25.0,-20.0,-25.0,5.0
96463,Switzerland,LU,2020-07-18,-17.0,-2.0,87.0,-7.0,-8.0,-2.0
96464,Switzerland,LU,2020-07-19,-11.0,2.0,107.0,2.0,-4.0,-5.0
96465,Switzerland,LU,2020-07-20,-10.0,-3.0,125.0,-11.0,-30.0,2.0
96466,Switzerland,LU,2020-07-21,1.0,2.0,87.0,-16.0,-30.0,5.0
96467,Switzerland,LU,2020-07-22,-10.0,-5.0,84.0,-19.0,-28.0,5.0
96468,Switzerland,LU,2020-07-23,-8.0,-2.0,81.0,-20.0,-29.0,4.0
96469,Switzerland,LU,2020-07-24,-7.0,3.0,35.0,-34.0,-28.0,6.0
96470,Switzerland,LU,2020-07-25,-17.0,-4.0,103.0,-23.0,-11.0,-3.0
96471,Switzerland,LU,2020-07-26,-13.0,-2.0,68.0,-25.0,-7.0,-1.0
96472,Switzerland,LU,2020-07-27,-4.0,-2.0,144.0,-24.0,-35.0,2.0
96473,Switzerland,LU,2020-07-28,-4.0,3.0,108.0,-29.0,-35.0,5.0
96474,Switzerland,LU,2020-07-29,-5.0,3.0,126.0,-28.0,-34.0,4.0
96475,Switzerland,LU,2020-07-30,-7.0,10.0,108.0,-19.0,-35.0,3.0
96476,Switzerland,LU,2020-07-31,-19.0,9.0,109.0,-15.0,-36.0,3.0
96477,Switzerland,LU,2020-08-01,-59.0,-72.0,110.0,-14.0,-41.0,0.0
96478,Switzerland,LU,2020-08-02,-23.0,6.0,13.0,-20.0,-13.0,1.0
96479,Switzerland,LU,2020-08-03,8.0,8.0,3.0,-25.0,-33.0,8.0
96480,Switzerland,LU,2020-08-04,6.0,7.0,37.0,-20.0,-33.0,7.0
96481,Switzerland,LU,2020-08-05,-1.0,-3.0,125.0,-10.0,-31.0,3.0
96482,Switzerland,LU,2020-08-06,-1.0,1.0,108.0,-12.0,-32.0,2.0
96483,Switzerland,LU,2020-08-07,-11.0,-1.0,114.0,-12.0,-32.0,2.0
96484,Switzerland,LU,2020-08-08,-16.0,-2.0,115.0,-5.0,-11.0,-3.0
96485,Switzerland,LU,2020-08-09,-10.0,17.0,109.0,1.0,-4.0,-4.0
96486,Switzerland,LU,2020-08-10,-4.0,0.0,89.0,-11.0,-24.0,3.0
96487,Switzerland,LU,2020-08-11,3.0,6.0,124.0,-11.0,-25.0,2.0
96488,Switzerland,LU,2020-08-12,-9.0,0.0,90.0,-13.0,-23.0,3.0
96489,Switzerland,LU,2020-08-13,1.0,10.0,44.0,-18.0,-24.0,4.0
96490,Switzerland,LU,2020-08-14,-8.0,6.0,28.0,-13.0,-24.0,5.0
96491,Switzerland,LU,2020-08-15,-47.0,-69.0,107.0,-5.0,-32.0,0.0
96492,Switzerland,LU,2020-08-16,-7.0,24.0,88.0,2.0,-4.0,-2.0
96493,Switzerland,LU,2020-08-17,,,,-8.0,-19.0,4.0
96494,Switzerland,LU,2020-08-18,,,,-7.0,-17.0,3.0
96495,Switzerland,LU,2020-08-19,-5.0,1.0,,-6.0,-17.0,2.0
96496,Switzerland,LU,2020-08-20,-6.0,1.0,,-8.0,-17.0,1.0
96497,Switzerland,LU,2020-08-21,-10.0,1.0,,-4.0,-18.0,1.0
96498,Switzerland,LU,2020-08-22,-7.0,3.0,,-14.0,-10.0,1.0
96499,Switzerland,LU,2020-08-23,,,,-6.0,,0.0
96500,Switzerland,LU,2020-08-24,,0.0,,-6.0,-17.0,3.0
96501,Switzerland,LU,2020-08-25,,,,-3.0,-16.0,1.0
96502,Switzerland,LU,2020-08-26,-6.0,1.0,,-3.0,-16.0,1.0
96503,Switzerland,LU,2020-08-27,-3.0,,,-8.0,-15.0,1.0
96504,Switzerland,LU,2020-08-28,-9.0,5.0,,-10.0,-17.0,3.0
96505,Switzerland,LU,2020-08-29,-7.0,2.0,,-21.0,-11.0,2.0
96506,Switzerland,LU,2020-08-30,,,,-32.0,,5.0
96507,Switzerland,LU,2020-08-31,,0.0,,-9.0,-17.0,3.0
96508,Switzerland,LU,2020-09-01,,,,-8.0,-16.0,3.0
96509,Switzerland,LU,2020-09-02,-6.0,-2.0,,-8.0,-16.0,2.0
96510,Switzerland,LU,2020-09-03,-4.0,-1.0,,-8.0,-15.0,1.0
96511,Switzerland,LU,2020-09-04,-5.0,1.0,,0.0,-16.0,0.0
96512,Switzerland,LU,2020-09-05,-7.0,-3.0,,0.0,-9.0,-3.0
96513,Switzerland,LU,2020-09-06,,,,-18.0,,2.0
96514,Switzerland,LU,2020-09-07,,2.0,,-7.0,-17.0,2.0
96515,Switzerland,LU,2020-09-08,,,,-3.0,-16.0,1.0
96516,Switzerland,LU,2020-09-09,-7.0,-4.0,,-1.0,-15.0,0.0
96517,Switzerland,LU,2020-09-10,-5.0,1.0,,-5.0,-14.0,0.0
96518,Switzerland,LU,2020-09-11,-6.0,2.0,57.0,-4.0,-15.0,0.0
96519,Switzerland,LU,2020-09-12,-6.0,-2.0,73.0,-2.0,-7.0,-3.0
96520,Switzerland,LU,2020-09-13,5.0,12.0,84.0,12.0,-8.0,-5.0
