Unnamed: 0,age_group,canton,cases,fatalities,sex,week,year
4792383,0 - 9,AG,0,0,1,9,2020
4792588,0 - 9,AI,0,0,1,9,2020
4792798,0 - 9,AR,0,0,1,9,2020
4793008,0 - 9,BE,0,0,1,9,2020
4793216,0 - 9,BL,0,0,1,9,2020
4793422,0 - 9,BS,0,0,1,9,2020
4793628,0 - 9,FL,0,0,1,9,2020
4793838,0 - 9,FR,0,0,1,9,2020
4794047,0 - 9,GE,0,0,1,9,2020
4794247,0 - 9,GL,0,0,1,9,2020
4835946,0 - 9,GR,2,0,1,9,2020
4794660,0 - 9,JU,0,0,1,9,2020
4794869,0 - 9,LU,0,0,1,9,2020
4795079,0 - 9,NE,0,0,1,9,2020
4795288,0 - 9,NW,0,0,1,9,2020
4795498,0 - 9,OW,0,0,1,9,2020
4795708,0 - 9,SG,0,0,1,9,2020
4795918,0 - 9,SH,0,0,1,9,2020
4796128,0 - 9,SO,0,0,1,9,2020
4796338,0 - 9,SZ,0,0,1,9,2020
4796548,0 - 9,TG,0,0,1,9,2020
4796758,0 - 9,TI,0,0,1,9,2020
4796963,0 - 9,UR,0,0,1,9,2020
4797173,0 - 9,VD,0,0,1,9,2020
4797382,0 - 9,VS,0,0,1,9,2020
4797590,0 - 9,ZG,0,0,1,9,2020
4797799,0 - 9,ZH,0,0,1,9,2020
4792404,10 - 19,AG,0,0,1,9,2020
4792609,10 - 19,AI,0,0,1,9,2020
4792819,10 - 19,AR,0,0,1,9,2020
4266139,10 - 19,BE,1,0,1,9,2020
4793237,10 - 19,BL,0,0,1,9,2020
4793443,10 - 19,BS,0,0,1,9,2020
4793649,10 - 19,FL,0,0,1,9,2020
4793859,10 - 19,FR,0,0,1,9,2020
4794068,10 - 19,GE,0,0,1,9,2020
4794268,10 - 19,GL,0,0,1,9,2020
4794477,10 - 19,GR,0,0,1,9,2020
4794681,10 - 19,JU,0,0,1,9,2020
4794890,10 - 19,LU,0,0,1,9,2020
4795100,10 - 19,NE,0,0,1,9,2020
4795309,10 - 19,NW,0,0,1,9,2020
4795519,10 - 19,OW,0,0,1,9,2020
4795729,10 - 19,SG,0,0,1,9,2020
4795939,10 - 19,SH,0,0,1,9,2020
4796149,10 - 19,SO,0,0,1,9,2020
4796359,10 - 19,SZ,0,0,1,9,2020
4796569,10 - 19,TG,0,0,1,9,2020
4796779,10 - 19,TI,0,0,1,9,2020
4796984,10 - 19,UR,0,0,1,9,2020
4797194,10 - 19,VD,0,0,1,9,2020
4797403,10 - 19,VS,0,0,1,9,2020
4797611,10 - 19,ZG,0,0,1,9,2020
4797820,10 - 19,ZH,0,0,1,9,2020
4419161,20 - 29,AG,1,0,1,9,2020
4792630,20 - 29,AI,0,0,1,9,2020
4792840,20 - 29,AR,0,0,1,9,2020
4793049,20 - 29,BE,0,0,1,9,2020
4550372,20 - 29,BL,2,0,1,9,2020
4793464,20 - 29,BS,0,0,1,9,2020
4793670,20 - 29,FL,0,0,1,9,2020
4793880,20 - 29,FR,0,0,1,9,2020
4346716,20 - 29,GE,2,0,1,9,2020
4794289,20 - 29,GL,0,0,1,9,2020
4794498,20 - 29,GR,0,0,1,9,2020
4794702,20 - 29,JU,0,0,1,9,2020
4794911,20 - 29,LU,0,0,1,9,2020
4357814,20 - 29,NE,1,0,1,9,2020
4795330,20 - 29,NW,0,0,1,9,2020
4795540,20 - 29,OW,0,0,1,9,2020
4795750,20 - 29,SG,0,0,1,9,2020
4795960,20 - 29,SH,0,0,1,9,2020
4796170,20 - 29,SO,0,0,1,9,2020
4796380,20 - 29,SZ,0,0,1,9,2020
4796590,20 - 29,TG,0,0,1,9,2020
4796800,20 - 29,TI,0,0,1,9,2020
4797005,20 - 29,UR,0,0,1,9,2020
4797215,20 - 29,VD,0,0,1,9,2020
4797424,20 - 29,VS,0,0,1,9,2020
4797632,20 - 29,ZG,0,0,1,9,2020
5257222,20 - 29,ZH,3,0,1,9,2020
4788384,30 - 39,AG,1,0,1,9,2020
4792651,30 - 39,AI,0,0,1,9,2020
4792861,30 - 39,AR,0,0,1,9,2020
4793069,30 - 39,BE,0,0,1,9,2020
4793277,30 - 39,BL,0,0,1,9,2020
4793483,30 - 39,BS,0,0,1,9,2020
4793691,30 - 39,FL,0,0,1,9,2020
5471652,30 - 39,FR,2,0,1,9,2020
4227824,30 - 39,GE,3,0,1,9,2020
4794310,30 - 39,GL,0,0,1,9,2020
4794519,30 - 39,GR,0,0,1,9,2020
4794723,30 - 39,JU,0,0,1,9,2020
4794932,30 - 39,LU,0,0,1,9,2020
4795141,30 - 39,NE,0,0,1,9,2020
4795351,30 - 39,NW,0,0,1,9,2020
4795561,30 - 39,OW,0,0,1,9,2020
4795771,30 - 39,SG,0,0,1,9,2020
4795981,30 - 39,SH,0,0,1,9,2020
4796191,30 - 39,SO,0,0,1,9,2020
4796401,30 - 39,SZ,0,0,1,9,2020
4796611,30 - 39,TG,0,0,1,9,2020
4796821,30 - 39,TI,0,0,1,9,2020
4797026,30 - 39,UR,0,0,1,9,2020
4797236,30 - 39,VD,0,0,1,9,2020
4793472,30 - 39,VS,1,0,1,9,2020
4262255,30 - 39,ZG,1,0,1,9,2020
4039505,30 - 39,ZH,3,0,1,9,2020
4792464,40 - 49,AG,0,0,1,9,2020
4792672,40 - 49,AI,0,0,1,9,2020
4792882,40 - 49,AR,0,0,1,9,2020
4793090,40 - 49,BE,0,0,1,9,2020
4793298,40 - 49,BL,0,0,1,9,2020
4793504,40 - 49,BS,0,0,1,9,2020
4793712,40 - 49,FL,0,0,1,9,2020
4793921,40 - 49,FR,0,0,1,9,2020
4424708,40 - 49,GE,1,0,1,9,2020
4794331,40 - 49,GL,0,0,1,9,2020
4421193,40 - 49,GR,3,0,1,9,2020
4794744,40 - 49,JU,0,0,1,9,2020
4794953,40 - 49,LU,0,0,1,9,2020
4795162,40 - 49,NE,0,0,1,9,2020
4795372,40 - 49,NW,0,0,1,9,2020
4795582,40 - 49,OW,0,0,1,9,2020
4795792,40 - 49,SG,0,0,1,9,2020
4796002,40 - 49,SH,0,0,1,9,2020
4796212,40 - 49,SO,0,0,1,9,2020
4796422,40 - 49,SZ,0,0,1,9,2020
4796632,40 - 49,TG,0,0,1,9,2020
4796842,40 - 49,TI,0,0,1,9,2020
4797047,40 - 49,UR,0,0,1,9,2020
4252140,40 - 49,VD,1,0,1,9,2020
4797465,40 - 49,VS,0,0,1,9,2020
4797673,40 - 49,ZG,0,0,1,9,2020
4797876,40 - 49,ZH,0,0,1,9,2020
4792485,50 - 59,AG,0,0,1,9,2020
4792693,50 - 59,AI,0,0,1,9,2020
4792903,50 - 59,AR,0,0,1,9,2020
4793111,50 - 59,BE,0,0,1,9,2020
4793318,50 - 59,BL,0,0,1,9,2020
4789915,50 - 59,BS,1,0,1,9,2020
4793733,50 - 59,FL,0,0,1,9,2020
4793942,50 - 59,FR,0,0,1,9,2020
4275112,50 - 59,GE,1,0,1,9,2020
4794352,50 - 59,GL,0,0,1,9,2020
4794557,50 - 59,GR,0,0,1,9,2020
4436724,50 - 59,JU,1,0,1,9,2020
4794974,50 - 59,LU,0,0,1,9,2020
4795183,50 - 59,NE,0,0,1,9,2020
4795393,50 - 59,NW,0,0,1,9,2020
4795603,50 - 59,OW,0,0,1,9,2020
4795813,50 - 59,SG,0,0,1,9,2020
4796023,50 - 59,SH,0,0,1,9,2020
4796233,50 - 59,SO,0,0,1,9,2020
4796443,50 - 59,SZ,0,0,1,9,2020
4796653,50 - 59,TG,0,0,1,9,2020
4796863,50 - 59,TI,0,0,1,9,2020
4797068,50 - 59,UR,0,0,1,9,2020
4797277,50 - 59,VD,0,0,1,9,2020
4588517,50 - 59,VS,1,0,1,9,2020
4797694,50 - 59,ZG,0,0,1,9,2020
4797897,50 - 59,ZH,0,0,1,9,2020
4787461,60 - 69,AG,1,0,1,9,2020
4792714,60 - 69,AI,0,0,1,9,2020
4792924,60 - 69,AR,0,0,1,9,2020
4793132,60 - 69,BE,0,0,1,9,2020
4788958,60 - 69,BL,1,0,1,9,2020
4793544,60 - 69,BS,0,0,1,9,2020
4793754,60 - 69,FL,0,0,1,9,2020
4793963,60 - 69,FR,0,0,1,9,2020
4794163,60 - 69,GE,0,0,1,9,2020
4794373,60 - 69,GL,0,0,1,9,2020
4536445,60 - 69,GR,1,0,1,9,2020
4794785,60 - 69,JU,0,0,1,9,2020
4794995,60 - 69,LU,0,0,1,9,2020
4795204,60 - 69,NE,0,0,1,9,2020
4795414,60 - 69,NW,0,0,1,9,2020
4795624,60 - 69,OW,0,0,1,9,2020
4795834,60 - 69,SG,0,0,1,9,2020
4796044,60 - 69,SH,0,0,1,9,2020
4796254,60 - 69,SO,0,0,1,9,2020
4796464,60 - 69,SZ,0,0,1,9,2020
4796674,60 - 69,TG,0,0,1,9,2020
4796882,60 - 69,TI,0,0,1,9,2020
4797089,60 - 69,UR,0,0,1,9,2020
4797298,60 - 69,VD,0,0,1,9,2020
4797506,60 - 69,VS,0,0,1,9,2020
4797715,60 - 69,ZG,0,0,1,9,2020
4797918,60 - 69,ZH,0,0,1,9,2020
4792525,70 - 79,AG,0,0,1,9,2020
4792735,70 - 79,AI,0,0,1,9,2020
4792945,70 - 79,AR,0,0,1,9,2020
4793153,70 - 79,BE,0,0,1,9,2020
4793359,70 - 79,BL,0,0,1,9,2020
4793565,70 - 79,BS,0,0,1,9,2020
4793775,70 - 79,FL,0,0,1,9,2020
4793984,70 - 79,FR,0,0,1,9,2020
4794184,70 - 79,GE,0,0,1,9,2020
4794394,70 - 79,GL,0,0,1,9,2020
4794597,70 - 79,GR,0,0,1,9,2020
4794806,70 - 79,JU,0,0,1,9,2020
4795016,70 - 79,LU,0,0,1,9,2020
4795225,70 - 79,NE,0,0,1,9,2020
4795435,70 - 79,NW,0,0,1,9,2020
4795645,70 - 79,OW,0,0,1,9,2020
4795855,70 - 79,SG,0,0,1,9,2020
4796065,70 - 79,SH,0,0,1,9,2020
4796275,70 - 79,SO,0,0,1,9,2020
4796485,70 - 79,SZ,0,0,1,9,2020
4796695,70 - 79,TG,0,0,1,9,2020
4700680,70 - 79,TI,3,0,1,9,2020
4797110,70 - 79,UR,0,0,1,9,2020
4797319,70 - 79,VD,0,0,1,9,2020
4797527,70 - 79,VS,0,0,1,9,2020
4797736,70 - 79,ZG,0,0,1,9,2020
4797939,70 - 79,ZH,0,0,1,9,2020
4792546,80+,AG,0,0,1,9,2020
4792756,80+,AI,0,0,1,9,2020
4792966,80+,AR,0,0,1,9,2020
4793174,80+,BE,0,0,1,9,2020
4793380,80+,BL,0,0,1,9,2020
4793586,80+,BS,0,0,1,9,2020
4793796,80+,FL,0,0,1,9,2020
4794005,80+,FR,0,0,1,9,2020
4794205,80+,GE,0,0,1,9,2020
4794415,80+,GL,0,0,1,9,2020
4794618,80+,GR,0,0,1,9,2020
4794827,80+,JU,0,0,1,9,2020
4795037,80+,LU,0,0,1,9,2020
4795246,80+,NE,0,0,1,9,2020
4795456,80+,NW,0,0,1,9,2020
4795666,80+,OW,0,0,1,9,2020
4795876,80+,SG,0,0,1,9,2020
4796086,80+,SH,0,0,1,9,2020
4796296,80+,SO,0,0,1,9,2020
4796506,80+,SZ,0,0,1,9,2020
4796716,80+,TG,0,0,1,9,2020
4536670,80+,TI,1,0,1,9,2020
4797131,80+,UR,0,0,1,9,2020
4797340,80+,VD,0,0,1,9,2020
4797548,80+,VS,0,0,1,9,2020
4797757,80+,ZG,0,0,1,9,2020
4797960,80+,ZH,0,0,1,9,2020
4792567,Unbekannt,AG,0,0,1,9,2020
4792777,Unbekannt,AI,0,0,1,9,2020
4792987,Unbekannt,AR,0,0,1,9,2020
4793195,Unbekannt,BE,0,0,1,9,2020
4793401,Unbekannt,BL,0,0,1,9,2020
4793607,Unbekannt,BS,0,0,1,9,2020
4793817,Unbekannt,FL,0,0,1,9,2020
4794026,Unbekannt,FR,0,0,1,9,2020
4794226,Unbekannt,GE,0,0,1,9,2020
4794436,Unbekannt,GL,0,0,1,9,2020
4794639,Unbekannt,GR,0,0,1,9,2020
4794848,Unbekannt,JU,0,0,1,9,2020
4795058,Unbekannt,LU,0,0,1,9,2020
4795267,Unbekannt,NE,0,0,1,9,2020
4795477,Unbekannt,NW,0,0,1,9,2020
4795687,Unbekannt,OW,0,0,1,9,2020
4795897,Unbekannt,SG,0,0,1,9,2020
4796107,Unbekannt,SH,0,0,1,9,2020
4796317,Unbekannt,SO,0,0,1,9,2020
4796527,Unbekannt,SZ,0,0,1,9,2020
4796737,Unbekannt,TG,0,0,1,9,2020
4796942,Unbekannt,TI,0,0,1,9,2020
4797152,Unbekannt,UR,0,0,1,9,2020
4797361,Unbekannt,VD,0,0,1,9,2020
4797569,Unbekannt,VS,0,0,1,9,2020
4797778,Unbekannt,ZG,0,0,1,9,2020
4797981,Unbekannt,ZH,0,0,1,9,2020
4792390,0 - 9,AG,0,0,2,9,2020
4792595,0 - 9,AI,0,0,2,9,2020
4792805,0 - 9,AR,0,0,2,9,2020
4793015,0 - 9,BE,0,0,2,9,2020
4793223,0 - 9,BL,0,0,2,9,2020
4793429,0 - 9,BS,0,0,2,9,2020
4793635,0 - 9,FL,0,0,2,9,2020
4793845,0 - 9,FR,0,0,2,9,2020
4794054,0 - 9,GE,0,0,2,9,2020
4794254,0 - 9,GL,0,0,2,9,2020
4794463,0 - 9,GR,0,0,2,9,2020
4794667,0 - 9,JU,0,0,2,9,2020
4794876,0 - 9,LU,0,0,2,9,2020
4795086,0 - 9,NE,0,0,2,9,2020
4795295,0 - 9,NW,0,0,2,9,2020
4795505,0 - 9,OW,0,0,2,9,2020
4795715,0 - 9,SG,0,0,2,9,2020
4795925,0 - 9,SH,0,0,2,9,2020
4796135,0 - 9,SO,0,0,2,9,2020
4796345,0 - 9,SZ,0,0,2,9,2020
4796555,0 - 9,TG,0,0,2,9,2020
4796765,0 - 9,TI,0,0,2,9,2020
4796970,0 - 9,UR,0,0,2,9,2020
4797180,0 - 9,VD,0,0,2,9,2020
4797389,0 - 9,VS,0,0,2,9,2020
4797597,0 - 9,ZG,0,0,2,9,2020
4797806,0 - 9,ZH,0,0,2,9,2020
4792411,10 - 19,AG,0,0,2,9,2020
4792616,10 - 19,AI,0,0,2,9,2020
4792826,10 - 19,AR,0,0,2,9,2020
4793035,10 - 19,BE,0,0,2,9,2020
4793244,10 - 19,BL,0,0,2,9,2020
4793450,10 - 19,BS,0,0,2,9,2020
4793656,10 - 19,FL,0,0,2,9,2020
4793866,10 - 19,FR,0,0,2,9,2020
4794075,10 - 19,GE,0,0,2,9,2020
4794275,10 - 19,GL,0,0,2,9,2020
4794484,10 - 19,GR,0,0,2,9,2020
4794688,10 - 19,JU,0,0,2,9,2020
4794897,10 - 19,LU,0,0,2,9,2020
4795107,10 - 19,NE,0,0,2,9,2020
4795316,10 - 19,NW,0,0,2,9,2020
4795526,10 - 19,OW,0,0,2,9,2020
4795736,10 - 19,SG,0,0,2,9,2020
4795946,10 - 19,SH,0,0,2,9,2020
4796156,10 - 19,SO,0,0,2,9,2020
4796366,10 - 19,SZ,0,0,2,9,2020
4796576,10 - 19,TG,0,0,2,9,2020
4796786,10 - 19,TI,0,0,2,9,2020
4796991,10 - 19,UR,0,0,2,9,2020
4797201,10 - 19,VD,0,0,2,9,2020
4797410,10 - 19,VS,0,0,2,9,2020
4797618,10 - 19,ZG,0,0,2,9,2020
4797827,10 - 19,ZH,0,0,2,9,2020
4792431,20 - 29,AG,0,0,2,9,2020
4792637,20 - 29,AI,0,0,2,9,2020
4792847,20 - 29,AR,0,0,2,9,2020
4790331,20 - 29,BE,1,0,2,9,2020
4793263,20 - 29,BL,0,0,2,9,2020
4313193,20 - 29,BS,2,0,2,9,2020
4793677,20 - 29,FL,0,0,2,9,2020
4793887,20 - 29,FR,0,0,2,9,2020
4225532,20 - 29,GE,2,0,2,9,2020
4794296,20 - 29,GL,0,0,2,9,2020
4794505,20 - 29,GR,0,0,2,9,2020
4794709,20 - 29,JU,0,0,2,9,2020
4794918,20 - 29,LU,0,0,2,9,2020
4795127,20 - 29,NE,0,0,2,9,2020
4795337,20 - 29,NW,0,0,2,9,2020
4795547,20 - 29,OW,0,0,2,9,2020
4795757,20 - 29,SG,0,0,2,9,2020
4795967,20 - 29,SH,0,0,2,9,2020
4796177,20 - 29,SO,0,0,2,9,2020
4796387,20 - 29,SZ,0,0,2,9,2020
4796597,20 - 29,TG,0,0,2,9,2020
4796807,20 - 29,TI,0,0,2,9,2020
4797012,20 - 29,UR,0,0,2,9,2020
4797222,20 - 29,VD,0,0,2,9,2020
4797431,20 - 29,VS,0,0,2,9,2020
4797639,20 - 29,ZG,0,0,2,9,2020
4304415,20 - 29,ZH,1,0,2,9,2020
4788195,30 - 39,AG,1,0,2,9,2020
4792658,30 - 39,AI,0,0,2,9,2020
4792868,30 - 39,AR,0,0,2,9,2020
4793076,30 - 39,BE,0,0,2,9,2020
4793284,30 - 39,BL,0,0,2,9,2020
4793490,30 - 39,BS,0,0,2,9,2020
4793698,30 - 39,FL,0,0,2,9,2020
4793907,30 - 39,FR,0,0,2,9,2020
4397361,30 - 39,GE,1,0,2,9,2020
4794317,30 - 39,GL,0,0,2,9,2020
4719701,30 - 39,GR,1,0,2,9,2020
4794730,30 - 39,JU,0,0,2,9,2020
4794939,30 - 39,LU,0,0,2,9,2020
4795148,30 - 39,NE,0,0,2,9,2020
4795358,30 - 39,NW,0,0,2,9,2020
4795568,30 - 39,OW,0,0,2,9,2020
4795778,30 - 39,SG,0,0,2,9,2020
4795988,30 - 39,SH,0,0,2,9,2020
4796198,30 - 39,SO,0,0,2,9,2020
4796408,30 - 39,SZ,0,0,2,9,2020
4796618,30 - 39,TG,0,0,2,9,2020
4796828,30 - 39,TI,0,0,2,9,2020
4797033,30 - 39,UR,0,0,2,9,2020
4797243,30 - 39,VD,0,0,2,9,2020
4797451,30 - 39,VS,0,0,2,9,2020
4797659,30 - 39,ZG,0,0,2,9,2020
4433255,30 - 39,ZH,1,0,2,9,2020
4792471,40 - 49,AG,0,0,2,9,2020
4792679,40 - 49,AI,0,0,2,9,2020
4792889,40 - 49,AR,0,0,2,9,2020
4793097,40 - 49,BE,0,0,2,9,2020
4444662,40 - 49,BL,1,0,2,9,2020
4793511,40 - 49,BS,0,0,2,9,2020
4793719,40 - 49,FL,0,0,2,9,2020
4793928,40 - 49,FR,0,0,2,9,2020
4794129,40 - 49,GE,0,0,2,9,2020
4794338,40 - 49,GL,0,0,2,9,2020
4646760,40 - 49,GR,1,0,2,9,2020
4794751,40 - 49,JU,0,0,2,9,2020
4794960,40 - 49,LU,0,0,2,9,2020
4795169,40 - 49,NE,0,0,2,9,2020
4795379,40 - 49,NW,0,0,2,9,2020
4795589,40 - 49,OW,0,0,2,9,2020
4795799,40 - 49,SG,0,0,2,9,2020
4796009,40 - 49,SH,0,0,2,9,2020
4796219,40 - 49,SO,0,0,2,9,2020
4796429,40 - 49,SZ,0,0,2,9,2020
4796639,40 - 49,TG,0,0,2,9,2020
4796849,40 - 49,TI,0,0,2,9,2020
4797054,40 - 49,UR,0,0,2,9,2020
4797263,40 - 49,VD,0,0,2,9,2020
4797472,40 - 49,VS,0,0,2,9,2020
4797680,40 - 49,ZG,0,0,2,9,2020
4797883,40 - 49,ZH,0,0,2,9,2020
4792492,50 - 59,AG,0,0,2,9,2020
4792700,50 - 59,AI,0,0,2,9,2020
4792910,50 - 59,AR,0,0,2,9,2020
4793118,50 - 59,BE,0,0,2,9,2020
4793325,50 - 59,BL,0,0,2,9,2020
4133635,50 - 59,BS,1,0,2,9,2020
4793740,50 - 59,FL,0,0,2,9,2020
4793949,50 - 59,FR,0,0,2,9,2020
4794149,50 - 59,GE,0,0,2,9,2020
4794359,50 - 59,GL,0,0,2,9,2020
4451269,50 - 59,GR,1,0,2,9,2020
4794771,50 - 59,JU,0,0,2,9,2020
4794981,50 - 59,LU,0,0,2,9,2020
4795190,50 - 59,NE,0,0,2,9,2020
4795400,50 - 59,NW,0,0,2,9,2020
4795610,50 - 59,OW,0,0,2,9,2020
4795820,50 - 59,SG,0,0,2,9,2020
4796030,50 - 59,SH,0,0,2,9,2020
4796240,50 - 59,SO,0,0,2,9,2020
4796450,50 - 59,SZ,0,0,2,9,2020
4796660,50 - 59,TG,0,0,2,9,2020
4069383,50 - 59,TI,2,0,2,9,2020
4797075,50 - 59,UR,0,0,2,9,2020
4797284,50 - 59,VD,0,0,2,9,2020
4797492,50 - 59,VS,0,0,2,9,2020
4797701,50 - 59,ZG,0,0,2,9,2020
4797904,50 - 59,ZH,0,0,2,9,2020
4787468,60 - 69,AG,1,0,2,9,2020
4792721,60 - 69,AI,0,0,2,9,2020
4792931,60 - 69,AR,0,0,2,9,2020
4793139,60 - 69,BE,0,0,2,9,2020
4793345,60 - 69,BL,0,0,2,9,2020
4793551,60 - 69,BS,0,0,2,9,2020
4793761,60 - 69,FL,0,0,2,9,2020
4793970,60 - 69,FR,0,0,2,9,2020
4794170,60 - 69,GE,0,0,2,9,2020
4794380,60 - 69,GL,0,0,2,9,2020
4794583,60 - 69,GR,0,0,2,9,2020
4794792,60 - 69,JU,0,0,2,9,2020
4795002,60 - 69,LU,0,0,2,9,2020
4795211,60 - 69,NE,0,0,2,9,2020
4795421,60 - 69,NW,0,0,2,9,2020
4795631,60 - 69,OW,0,0,2,9,2020
4795841,60 - 69,SG,0,0,2,9,2020
4796051,60 - 69,SH,0,0,2,9,2020
4796261,60 - 69,SO,0,0,2,9,2020
4796471,60 - 69,SZ,0,0,2,9,2020
4796681,60 - 69,TG,0,0,2,9,2020
4796889,60 - 69,TI,0,0,2,9,2020
4797096,60 - 69,UR,0,0,2,9,2020
4797305,60 - 69,VD,0,0,2,9,2020
4797513,60 - 69,VS,0,0,2,9,2020
4797722,60 - 69,ZG,0,0,2,9,2020
4797925,60 - 69,ZH,0,0,2,9,2020
4792532,70 - 79,AG,0,0,2,9,2020
4792742,70 - 79,AI,0,0,2,9,2020
4792952,70 - 79,AR,0,0,2,9,2020
4793160,70 - 79,BE,0,0,2,9,2020
4793366,70 - 79,BL,0,0,2,9,2020
4793572,70 - 79,BS,0,0,2,9,2020
4793782,70 - 79,FL,0,0,2,9,2020
4793991,70 - 79,FR,0,0,2,9,2020
4794191,70 - 79,GE,0,0,2,9,2020
4794401,70 - 79,GL,0,0,2,9,2020
4794604,70 - 79,GR,0,0,2,9,2020
4794813,70 - 79,JU,0,0,2,9,2020
4795023,70 - 79,LU,0,0,2,9,2020
4795232,70 - 79,NE,0,0,2,9,2020
4795442,70 - 79,NW,0,0,2,9,2020
4795652,70 - 79,OW,0,0,2,9,2020
4795862,70 - 79,SG,0,0,2,9,2020
4796072,70 - 79,SH,0,0,2,9,2020
4796282,70 - 79,SO,0,0,2,9,2020
4796492,70 - 79,SZ,0,0,2,9,2020
4796702,70 - 79,TG,0,0,2,9,2020
4796908,70 - 79,TI,0,0,2,9,2020
4797117,70 - 79,UR,0,0,2,9,2020
4797326,70 - 79,VD,0,0,2,9,2020
4797534,70 - 79,VS,0,0,2,9,2020
4797743,70 - 79,ZG,0,0,2,9,2020
4797946,70 - 79,ZH,0,0,2,9,2020
4792553,80+,AG,0,0,2,9,2020
4792763,80+,AI,0,0,2,9,2020
4792973,80+,AR,0,0,2,9,2020
4793181,80+,BE,0,0,2,9,2020
4793387,80+,BL,0,0,2,9,2020
4793593,80+,BS,0,0,2,9,2020
4793803,80+,FL,0,0,2,9,2020
4794012,80+,FR,0,0,2,9,2020
4794212,80+,GE,0,0,2,9,2020
4794422,80+,GL,0,0,2,9,2020
4794625,80+,GR,0,0,2,9,2020
4794834,80+,JU,0,0,2,9,2020
4795044,80+,LU,0,0,2,9,2020
4795253,80+,NE,0,0,2,9,2020
4795463,80+,NW,0,0,2,9,2020
4795673,80+,OW,0,0,2,9,2020
4795883,80+,SG,0,0,2,9,2020
4796093,80+,SH,0,0,2,9,2020
4796303,80+,SO,0,0,2,9,2020
4796513,80+,SZ,0,0,2,9,2020
4796723,80+,TG,0,0,2,9,2020
4796928,80+,TI,0,0,2,9,2020
4797138,80+,UR,0,0,2,9,2020
4797347,80+,VD,0,0,2,9,2020
4797555,80+,VS,0,0,2,9,2020
4797764,80+,ZG,0,0,2,9,2020
4797967,80+,ZH,0,0,2,9,2020
4792574,Unbekannt,AG,0,0,2,9,2020
4792784,Unbekannt,AI,0,0,2,9,2020
4792994,Unbekannt,AR,0,0,2,9,2020
4793202,Unbekannt,BE,0,0,2,9,2020
4793408,Unbekannt,BL,0,0,2,9,2020
4793614,Unbekannt,BS,0,0,2,9,2020
4793824,Unbekannt,FL,0,0,2,9,2020
4794033,Unbekannt,FR,0,0,2,9,2020
4794233,Unbekannt,GE,0,0,2,9,2020
4794443,Unbekannt,GL,0,0,2,9,2020
4794646,Unbekannt,GR,0,0,2,9,2020
4794855,Unbekannt,JU,0,0,2,9,2020
4795065,Unbekannt,LU,0,0,2,9,2020
4795274,Unbekannt,NE,0,0,2,9,2020
4795484,Unbekannt,NW,0,0,2,9,2020
4795694,Unbekannt,OW,0,0,2,9,2020
4795904,Unbekannt,SG,0,0,2,9,2020
4796114,Unbekannt,SH,0,0,2,9,2020
4796324,Unbekannt,SO,0,0,2,9,2020
4796534,Unbekannt,SZ,0,0,2,9,2020
4796744,Unbekannt,TG,0,0,2,9,2020
4796949,Unbekannt,TI,0,0,2,9,2020
4797159,Unbekannt,UR,0,0,2,9,2020
4797368,Unbekannt,VD,0,0,2,9,2020
4797576,Unbekannt,VS,0,0,2,9,2020
4797785,Unbekannt,ZG,0,0,2,9,2020
4797988,Unbekannt,ZH,0,0,2,9,2020
4792397,0 - 9,AG,0,0,9,9,2020
4792602,0 - 9,AI,0,0,9,9,2020
4792812,0 - 9,AR,0,0,9,9,2020
4793022,0 - 9,BE,0,0,9,9,2020
4793230,0 - 9,BL,0,0,9,9,2020
4793436,0 - 9,BS,0,0,9,9,2020
4793642,0 - 9,FL,0,0,9,9,2020
4793852,0 - 9,FR,0,0,9,9,2020
4794061,0 - 9,GE,0,0,9,9,2020
4794261,0 - 9,GL,0,0,9,9,2020
4794470,0 - 9,GR,0,0,9,9,2020
4794674,0 - 9,JU,0,0,9,9,2020
4794883,0 - 9,LU,0,0,9,9,2020
4795093,0 - 9,NE,0,0,9,9,2020
4795302,0 - 9,NW,0,0,9,9,2020
4795512,0 - 9,OW,0,0,9,9,2020
4795722,0 - 9,SG,0,0,9,9,2020
4795932,0 - 9,SH,0,0,9,9,2020
4796142,0 - 9,SO,0,0,9,9,2020
4796352,0 - 9,SZ,0,0,9,9,2020
4796562,0 - 9,TG,0,0,9,9,2020
4796772,0 - 9,TI,0,0,9,9,2020
4796977,0 - 9,UR,0,0,9,9,2020
4797187,0 - 9,VD,0,0,9,9,2020
4797396,0 - 9,VS,0,0,9,9,2020
4797604,0 - 9,ZG,0,0,9,9,2020
4797813,0 - 9,ZH,0,0,9,9,2020
4792418,10 - 19,AG,0,0,9,9,2020
4792623,10 - 19,AI,0,0,9,9,2020
4792833,10 - 19,AR,0,0,9,9,2020
4793042,10 - 19,BE,0,0,9,9,2020
4793251,10 - 19,BL,0,0,9,9,2020
4793457,10 - 19,BS,0,0,9,9,2020
4793663,10 - 19,FL,0,0,9,9,2020
4793873,10 - 19,FR,0,0,9,9,2020
4794082,10 - 19,GE,0,0,9,9,2020
4794282,10 - 19,GL,0,0,9,9,2020
4794491,10 - 19,GR,0,0,9,9,2020
4794695,10 - 19,JU,0,0,9,9,2020
4794904,10 - 19,LU,0,0,9,9,2020
4795114,10 - 19,NE,0,0,9,9,2020
4795323,10 - 19,NW,0,0,9,9,2020
4795533,10 - 19,OW,0,0,9,9,2020
